"","CH-EF-1","CH-EF-2","IX-EF-1","IX-EF-2","IX-EF-3","XO-EF-1","XO-EF-2"
"CH-EF-1",0,0.0918146629648413,5.05639101250108,6.94388530597498,8.24027474150124,7.79523650518744,7.65780607141783
"CH-EF-2",0.0918146629648413,0,5.14820567546592,7.03569996893983,8.33208940446608,7.88705116815228,7.74962073438267
"IX-EF-1",5.05639101250108,5.14820567546592,0,1.8874942934739,3.18388372900016,2.73884549268636,2.60141505891674
"IX-EF-2",6.94388530597498,7.03569996893983,1.8874942934739,0,1.29638943552626,0.85135119921246,0.713920765442841
"IX-EF-3",8.24027474150124,8.33208940446608,3.18388372900016,1.29638943552626,0,1.21581772882539,1.35324816259501
"XO-EF-1",7.79523650518744,7.88705116815228,2.73884549268636,0.85135119921246,1.21581772882539,0,0.137430433769618
"XO-EF-2",7.65780607141783,7.74962073438267,2.60141505891674,0.713920765442841,1.35324816259501,0.137430433769618,0
