Site,Region,Period,Number,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,Architecture,TerraceConfidence,TerraceExtent,Sherd,SherdMed,SherdMin,SherdMax,Rubble,RubbleMed,RubbleMin,RubbleMax,Population,PopMin,PopMax,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,OccSeqLoc,SubOc1,SubOc2,PdDupSite,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum,
TE-LT-126,TE,LT,126,0,,,,,,,2176.45,532,2530,0,0,0,,Upper Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,630,,,,,,,,FALSE,,,,,,,,,,,,0,0,AD,12,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,A,A,0,3,,2176,532,2176450,532000,3031,
TE-LT-300,TE,LT,300,0,,,,,,,2177.08,525,2365,0,0,0,,Lower Piedmont,Medium,,,,Unknown,,,,Agricultural,,620,1.5,,,,,,,FALSE,,,,,,,,,,,20,0,0,AD,2,Small Hamlet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,80,B,B,0,3,,2177,525,2177080,525000,3097,
TE-LT-305,TE,LT,305,0,,,,,,,2176.62,525,2374,0,0,0,,Middle Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,630,0.1,,,,,,,FALSE,,,,,,,,,,,10,0,0,AD,2,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,B,B,0,3,,2177,525,2176620,525000,3102,
TE-LT-306,TE,LT,306,0,,,,,,,2176.3,525,2379,0,0,0,,Middle Piedmont,Very Shallow,,,,Unknown,,,,Grazing & Agri,,630,6.4,,,,,,,FALSE,,,,,,,,,,,30,0,0,AD,6,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,B,B,0,3,,2176,525,2176300,525000,3103,
TE-LT-92,TE,LT,92,0,,,,,,,2177.97,525,2362,0,0,0,,Deep Soil Alluvium,Medium-Deep,,,,Moderate,,,,Settlement,,620,49,,,,,,,FALSE,,,,,,,,,,,1225,0,0,AD,15,Provincial Ctr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,80,B,B,0,3,,2178,525,2177970,525000,3005,
TE-LT-63,TE,LT,63,0,,,,,,,2179.62,530,2445,0,0,0,,Middle Piedmont,Shallow-Medium,,,,Deep,,,,Agricultural,,620,0.1,,,,,,,FALSE,,,,,,,,,,,10,0,0,AD,2,Small Hamlet,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,81,B,B,0,3,,2180,530,2179620,530000,2990,
TE-LT-64,TE,LT,64,0,,,,,,,2178.94,530,2437,0,0,0,,Middle Piedmont,Very Shallow,,,,Deep,,,,Agricultural,,620,0.1,,,,,,,FALSE,,,,,,,,,,,10,0,0,AD,2,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,B,B,0,3,,2179,530,2178940,530000,2991,
TE-LT-66,TE,LT,66,0,,,,,,,2180.11,530,2432,0,0,0,,Middle Piedmont,Medium,,,,Moderate,,,,Agricultural,,610,0.1,,,,,,,FALSE,,,,,,,,,,,20,0,0,AD,2,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,B,B,0,3,,2180,530,2180110,530000,2992,
TE-LT-107,TE,LT,107,0,,,,,,,2175.22,531,2558,0,0,0,,Upper Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,640,,,,,,,,FALSE,,,,,,,,,,,,0,0,AD,12,Unknown,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,82,B,C,0,3,,2175,531,2175220,531000,3017,
TE-LT-127,TE,LT,127,0,,,,,,,2175.35,532,2600,0,0,0,,Upper Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,640,,,,,,,,FALSE,,,,,,,,,,,,0,0,AD,12,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,B,C,0,3,,2175,532,2175350,532000,3032,
TE-LT-190,TE,LT,190,0,,,,,,,2177.49,533,2580,0,0,0,,Upper Piedmont,Medium,,,,Slight,,,,Grazing & Agri,,630,,,,,,,,FALSE,,,,,,,,,,,,0,0,AD,12,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,A,A,0,3,,2177,533,2177490,533000,3069,
TE-LT-314,TE,LT,314,0,,,,,,,2172.7,527,2563,0,0,0,,Upper Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,650,62.5,,,,,,,FALSE,,,,,,,,,,,90,0,0,AD,6,Hamlet,0,0,0,0,0,3,0,1,1,1,1,0,0,0,2,0,85,A,B,0,3,,2173,527,2172700,527000,3116,
TE-LT-159,TE,LT,159,0,,,,,,,2170.75,512,2285,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,Settlement & Agri,,610,64,,,,,,,FALSE,,,,,,,,,,,1600,0,0,AD,8,Lg Nucl Village,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,87,A,B,0,3,,2171,512,2170750,512000,3055,
TE-LT-109,TE,LT,109,0,,,,,,,2172.53,503,2520,0,0,0,,Upper Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,550,5,,,,,,,FALSE,,,,,,,,,,,25,0,0,AD,6,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,A,A,0,3,,2173,503,2172530,503000,3018,
TE-LT-110,TE,LT,110,0,,,,,,,2172.32,504,2425,0,0,0,,Middle Piedmont,Shallow,,,,Unknown,,,,Grazing,,550,0.1,,,,,,,FALSE,,,,,,,,,,,0,0,0,AD,1,Ceremonial Ctr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,89,A,A,0,3,,2172,504,2172320,504000,3019,
TE-LT-88,TE,LT,88,0,,,,,,,2178.05,524,2348,0,0,0,,Deep Soil Alluvium,Unknown,,,,Unknown,,,,Settlement & Agri,,620,,,,,,,,FALSE,,,,,,,,,,,20,0,0,AD,2,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,B,B,0,3,,2178,524,2178050,524000,3002,
TE-LT-89,TE,LT,89,0,,,,,,,2177.51,523,2355,0,0,0,,Lower Piedmont,Unknown,,,,Unknown,,,,Settlement & Agri,,620,,,,,,,,FALSE,,,,,,,,,,,30,0,0,AD,6,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,B,B,0,3,,2178,523,2177510,523000,3003,
TE-LT-90,TE,LT,90,0,,,,,,,2177.19,522,2348,0,0,0,,Lower Piedmont,Shallow,,,,Unknown,,,,Settlement & Agri,,620,,,,,,,,FALSE,,,,,,,,,,,50,0,0,AD,6,Hamlet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,90,B,B,0,3,,2177,522,2177190,522000,3004,
TE-LT-93,TE,LT,93,0,,,,,,,2176.47,522,2322,0,0,0,,Deep Soil Alluvium,Very Shallow,,,,Deep,,,,"Graz, Agri, & Set",,620,,,,,,,,FALSE,,,,,,,,,,,30,0,0,AD,6,Hamlet,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,90,B,B,0,3,,2176,522,2176470,522000,3006,
TE-LT-307,TE,LT,307,0,,,,,,,2175.78,524,2385,0,0,0,,Middle Piedmont,Shallow-Medium,,,,Unknown,,,,Agricultural,,630,18.1,,,,,,,FALSE,,,,,,,,,,,453,0,0,AD,4,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,B,C,0,3,,2176,524,2175780,524000,3104,
TE-LT-308,TE,LT,308,0,,,,,,,2176.29,523,2352,0,0,0,,Lower Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,620,5.9,,,,,,,FALSE,,,,,,,,,,,148,0,0,AD,4,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,B,C,0,3,,2176,523,2176290,523000,3105,
TE-LT-309,TE,LT,309,0,,,,,,,2175.29,523,2369,0,0,0,,Middle Piedmont,Shallow,,,,Unknown,,,,Grazing & Agri,,630,8.2,,,,,,,FALSE,,,,,,,,,,,82,0,0,AD,6,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,B,C,0,3,,2175,523,2175290,523000,3106,
TE-LT-94,TE,LT,94,0,,,,,,,2176.14,523,2373,0,0,0,,Middle Piedmont,Shallow-Medium,,,,Slight-Moderate,,,,Grazing & Agri,,620,,,,,,,,FALSE,,,,,,,,,,,110,0,0,AD,3,Sm Disp Village,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,0,91,B,C,0,3,,2176,523,2176140,523000,3007,
TE-LT-111,TE,LT,111,0,,,,,,,2173.87,504,2410,0,0,0,,Middle Piedmont,Shallow,,,,Moderate,,,,Agricultural,,550,2,,,,,,,FALSE,,,,,,,,,,,30,0,0,AD,6,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,A,A,0,3,,2174,504,2173870,504000,3020,
