"","CH-LF-16","CH-LF-14","CH-LF-46","CH-LF-48","CH-LF-50","CH-LF-49","CH-LF-52","CH-LF-51","CH-LF-6","CH-LF-9","CH-LF-54","CH-LF-53","CH-LF-12","CH-LF-5","CH-LF-36","CH-LF-13","CH-LF-26","CH-LF-30","CH-LF-34","CH-LF-35","CH-LF-3","CH-LF-7","CH-LF-8","CH-LF-10","CH-LF-11","CH-LF-17","CH-LF-18","CH-LF-21","CH-LF-22","CH-LF-25","CH-LF-27","CH-LF-28","CH-LF-31","CH-LF-33","CH-LF-37","CH-LF-39","CH-LF-40","CH-LF-41","CH-LF-42","CH-LF-1","CH-LF-45","CH-LF-47","CH-LF-55","CH-LF-38","CH-LF-43","CH-LF-44","CH-LF-29","CH-LF-32","CH-LF-2","CH-LF-20","CH-LF-24","CH-LF-19","CH-LF-23","CH-LF-4","CH-LF-15","IX-LF-11","IX-LF-2","IX-LF-4","IX-LF-10","IX-LF-13","IX-LF-3","IX-LF-5","IX-LF-12","IX-LF-1","IX-LF-9","IX-LF-7/8","IX-LF-6","TX-LF-25","TX-LF-26/27/28/29","TX-LF-21","TX-LF-23","TX-LF-19","TX-LF-24","TX-LF-20","TX-LF-22","XO-LF-3","XO-LF-1","XO-LF-2"
"CH-LF-54",13977.1310281853,11552.1236392356,10118.2819933895,10674.5267941166,7580.5392080007,7289.66351837787,5600.38727475794,5657.88869209898,13586.5980214682,15459.1309931128,0,1254.18726311827,12293.9818599133,16381.155624664,19439.1104613091,12356.0022573725,16579.6675219926,17865.6890014517,19518.8981502933,20013.442546077,14288.7976832751,14794.6418769918,14965.7012945164,18168.0061512534,18429.7570160811,15392.782685887,16260.6373966362,18134.5468201813,14805.4225948882,16555.7724181506,17043.2581059159,17575.424760868,17924.2781108496,19454.0933322551,25387.2713712493,23913.2834459057,24188.0004546885,23141.2854698693,22617.2915691048,10811.6221245953,21404.4298891322,10212.674121298,9412.34091176046,24408.2348878534,22211.4702509447,21658.4745069787,17612.0890890288,18305.8582016996,12152.7512299784,17524.9244614825,17076.5641465028,17034.2363772449,16280.2952288747,13056.3312816516,14895.1778632717,6728.4442607612,7410.73629187882,4730.00571791431,6471.59992465052,4596.14490087752,5602.14805686551,2571.80650798628,10070.5853473603,16347.9793382431,6519.06170570388,6004.40518324871,3540.15406315278,15140.1520466039,12425.1314236962,17688.8974201744,16653.8327685102,17217.151405028,15834.2229352582,16372.1521686289,16296.0692556269,2282.69068017273,2649.21160119164,2652.10172921684
"CH-LF-53",13497.3764688898,11364.4563493133,9779.95826003841,10646.3547562423,7101.1052048103,7259.24318584318,5985.53364736971,5669.77876726922,13556.1837465791,15428.7167182238,1254.18726311827,0,12168.2221530894,16257.8655831792,18914.7099815274,12228.3634960672,15891.5754362549,17274.1761594992,18946.615615469,19440.5496350986,14720.8092248599,14671.351835507,14841.86073211,18044.7161097687,18306.4669745963,14820.5001510627,15688.354861812,17562.2642853571,14117.3305091505,15944.3763557019,16355.1660201783,16887.3326751303,17237.271558396,18881.2004212767,24814.9888364251,23340.3905349273,23615.7179198643,22568.3925588909,22029.1089141232,11243.7240660181,20816.2472341505,10088.4222050902,8532.38472862767,23835.9467209856,21623.2875959631,21070.291851997,16969.0075732899,17733.5700348317,12584.7627715631,16952.6419266582,16503.6712355244,16461.9538424207,15707.4023178963,13374.1321856767,14327.4890844959,7812.67465226128,8219.13672162327,5768.16687233141,7555.83031615059,5772.1040299153,6640.45090826735,3747.76563702405,10567.2205222984,17158.7138875902,7603.29209720396,7089.84373742815,4453.30799127297,15952.6129257671,13541.2435317803,18499.6319695216,17464.5673178573,18254.6840932372,16644.9574846053,17184.6130477921,17108.5301347901,3056.52285358899,3527.23965984719,3425.03341053955
"CH-LF-12",4237.7171420729,1096.6981702971,2448.16432818555,3582.68527908422,5135.40657087382,5046.6516605893,7689.49557987184,7033.32023191769,2906.62564782597,4092.99675874612,12293.9818599133,12168.2221530894,0,4933.2724703313,7294.65859712477,455.143145521539,7869.99682248714,8355.37791527967,8530.54108586402,9151.71247169943,8033.55206721319,2839.78072991369,2825.60094844383,6087.96980407145,6164.550232982,4685.27940012958,5175.93977612049,6602.85562596437,6749.74314036749,7453.77985213563,8463.2695863365,8592.79079409887,8783.23272747374,8594.46134242047,14127.949237245,12936.220753364,13113.4548400771,12263.6105139506,12351.5083697525,8033.91857606566,11553.8514649171,1887.87622283275,8057.72622132954,13411.3103629217,11974.0779408656,11791.6419932703,8410.3167365283,7469.6902330111,6436.62849002857,6367.15037848782,6753.68638722078,5831.55794083352,6285.40353791598,5699.20846761796,3838.59850456191,17536.5302539389,8963.88997467251,11839.9773441177,17302.5475503694,13562.9515245959,12249.5436602735,12784.9486562404,21755.264665545,13983.3252071246,17204.1688676773,16657.5320181349,15003.4401149158,14652.5438729294,17704.0609009607,16033.9839935109,14411.1682959429,17344.2721841764,14092.7061647517,15570.3066652068,15082.6693637511,13969.4349257873,14229.1675045816,14335.4974778306
"CH-LF-5",7437.19039974446,5889.72949216935,7347.96373520138,5547.32654097951,9876.28523614036,9057.91195004346,11011.7143189775,10719.7990368906,2485.56134652182,1288.25204321445,16381.155624664,16257.8655831792,4933.2724703313,0,6347.91282776096,4906.80503807116,10915.8953245893,10861.1715501721,9764.59928459411,10488.045131414,6265.30175770504,1922.45330746237,2225.89610873712,2327.86280714115,2840.66416121782,7310.26680024314,7279.21348342565,7396.09587880886,10395.3046538234,10375.4644795522,11481.8739933252,11364.6649700053,11426.0669949108,10027.186382721,13555.8979799058,13060.4710103944,12916.4729870351,12623.7714585514,13236.0587942609,8013.48995714368,13537.3829051894,5897.02366485063,12638.5510425338,13351.9611597812,13313.3307029077,13671.7689855627,11023.4106251892,9239.11699468461,5748.76712574697,8149.26947796018,9013.58308943437,7806.6901074805,8918.61541075827,4331.39325363286,6537.20132884553,20108.143219027,10565.4332851851,14150.2603358151,19874.1605154575,15954.8124551233,14300.1248395407,15754.4230563897,25035.9025298987,12793.9838073779,19775.7818327654,19229.144983223,18237.6111205833,14151.1079827186,18208.9618412715,15033.2992451807,13337.0831580035,16803.3310556048,13171.9146128547,14886.8961352404,14232.6923315914,17637.631608266,17705.411685156,17960.9955207724
"CH-LF-36",5164.44474349326,7717.34876225818,9151.23976826146,10139.969433469,11791.9635272011,12293.2649133212,14936.4845728038,14280.016452412,7248.50212876764,5291.23783730352,19439.1104613091,18914.7099815274,7294.65859712477,6347.91282776096,0,6427.81359300476,6857.54786688534,5822.96683147019,3424.03714188903,4147.26155913427,11993.4107653161,5427.83293729889,5183.20469526786,4336.83259039643,3801.08869047396,4191.49943542955,3523.38476613367,1617.26839012758,7559.28160535936,6174.15568463782,7230.61558137051,6706.68537569366,6567.37230219628,3700.01642120589,7369.49819924064,6855.96986843346,6714.37352708652,6392.85674367413,6889.56618016412,13290.8123009962,7220.29905074512,8411.51184839227,12912.8621692438,7149.10353538854,6967.48925651791,7342.5371575182,6250.52797486853,3321.92880924405,11148.6695749774,2608.30097795201,3986.06761976134,2925.55366421284,4814.16079895151,9926.08238409276,4535.89855095133,24059.9273391988,15173.699994276,18277.7838122677,23825.9446356293,20075.3412663388,18560.0094362961,19308.3457415003,28278.6617508049,18522.092814989,23727.5659529372,23180.9291033948,21526.8372001757,19737.6632209702,23408.7144588799,20761.4082527918,19065.1921656145,22392.6468941434,18872.6230104367,20476.211973779,19905.6016194933,20492.4156661965,20752.5645898415,20858.8945630905
"CH-LF-13",3748.202151184,794.601628393393,2351.58791872079,3939.53190756704,5194.31809691681,5232.18531882261,7877.22906883837,7218.93685791341,3201.30276685727,4212.52683490056,12356.0022573725,12228.3634960672,455.143145521539,4906.80503807116,6427.81359300476,0,7461.13833823149,7926.33280093523,8103.1665705177,8723.2523159534,8515.42200905865,3006.58336758068,2965.65401795944,6209.57827374626,6212.11280796913,4256.23428578514,4747.47962037446,6229.01647649321,6342.61001794868,7032.23403988192,8052.31619416087,8171.24498184516,8358.26056072747,8166.00118667444,13707.1053636466,12509.8769944045,12687.1110811176,11837.2667549911,11922.5525435781,8454.14913513076,11124.8956387427,2069.4117107209,7858.97153579264,12984.9666039622,11545.1221146912,11362.6861670959,7977.51317857675,7041.23007726507,6918.49843187403,5939.77586314149,6324.73056104639,5404.18342548719,5847.77401834771,6181.07840946342,3409.55339021747,17717.8272015274,9290.6958092326,12128.9280668905,17483.8444979579,13786.387297573,12540.9349690534,12966.245603829,21936.5616131336,14465.1951489701,17385.4658152658,16838.8289657234,15184.7370625043,15087.586630437,18101.2866566499,16515.8539353564,14893.0382377883,17775.8633849723,14574.5761065971,16034.5310832293,15564.5393055966,14150.4374314019,14410.4644521701,14516.7944254191
"CH-LF-26",3615.83445060851,7154.87197914537,7640.0561520678,11168.1582350106,9150.58500877178,10777.078930226,13671.9450939534,12644.5664356717,10066.3406040519,9849.53677893578,16579.6675219926,15891.5754362549,7869.99682248714,10915.8953245893,6857.54786688534,7461.13833823149,0,1653.79767210533,4634.81998721188,4665.59185848965,15011.7617652514,8470.96834158964,8105.72703284238,10445.0321820767,9983.20427563376,3249.20466491036,3833.38902487755,5055.50461152699,1872.71610670056,493.130143909129,594.296910463356,1002.19571291862,1365.81292929309,4310.21937265445,9999.24993376527,8232.56465124262,8727.29258262271,7324.28870170941,6507.86630795871,14696.6677931038,5167.02977296551,7840.99855443325,8625.66574831381,8823.57308981449,6070.1593968778,5465.7021124697,1165.16615932253,3619.89280709125,13467.5634073197,3876.18069376674,2504.87177992471,3949.3883164328,1976.05885516642,12681.3445336867,4060.62322291263,21855.3310275473,15283.4830487485,17172.3020473158,21621.3483239778,18305.8703885924,17663.8851936396,17073.9820851802,25552.768991979,21003.1071296125,21540.5411944652,20993.9043449228,18916.6266816734,21468.9334929618,24103.7805343437,23053.7659159988,21430.9502184307,24156.057050764,21112.4880872395,22532.1389358971,22086.857408471,17778.1944040782,18089.6820026143,18148.3170814845
"CH-LF-30",3943.50515970822,7884.16041711985,8492.90355712477,11865.0372187715,10357.081121689,11651.2981524231,14548.3162638697,13647.8435357446,10221.9987462101,9783.56991474573,17865.6890014517,17274.1761594992,8355.37791527967,10861.1715501721,5822.96683147019,7926.33280093523,1653.79767210533,0,3270.11993195789,3140.98336638287,15273.8535538828,8710.35472644603,8345.11341769877,9794.68267235889,9258.93877243642,3350.67416507753,3567.87241391104,4187.58224077505,3445.19429306817,1278.54132487923,1800.1994145174,1007.13732229139,761.664075898533,2900.99274767257,8392.25991726058,6581.86230318498,7118.21658369085,5673.58635365177,4871.66456192456,15458.089680218,3618.4295991644,8679.54165050338,10120.3261224347,7172.87074175685,4454.78269330853,3890.38785240886,525.507091372729,2374.1327052896,13808.0548376428,3053.16090317698,1773.28049337998,3288.7432816246,1881.70729960858,12943.4363223181,4348.10708797,23042.310321568,16179.2291589457,18210.3149832286,22808.3276179985,19492.8496826131,18626.1572342498,18260.9613792009,26846.2212108114,21403.0168416915,22727.5204884859,22180.8836389435,20125.3405236905,22230.355380076,24998.1280696911,23454.4849682883,21830.8599305098,24917.4789378782,21513.2071395291,23066.105919012,22504.1958900712,19058.7162292635,19326.2756703046,19428.1272783076
"CH-LF-34",4806.59518787445,8326.84576582409,9422.49774149305,12002.3124371924,11824.0524853501,12801.1201799079,15718.3143138688,14846.3240917615,9981.99309049304,8653.29764174587,19518.8981502933,18946.615615469,8530.54108586402,9764.59928459411,3424.03714188903,8103.1665705177,4634.81998721188,3270.11993195789,0,728.546914793605,14976.5777882253,8284.99670528613,7911.29644388254,7693.94465081758,7158.20075089511,3707.13959040327,3359.86767441953,2245.43259932177,6034.99718295992,4014.901149903,4874.05591848928,4138.58916270507,3856.33323479745,319.623917191803,5872.43516429177,4449.85712212066,4670.32768512266,3766.2939939776,3977.55883140999,15551.1221780349,3801.613147089,9416.82868779056,12229.9216785134,4926.80357253212,3816.18340321864,3923.52925690571,3659.56403025886,928.437036769985,13744.5448571101,1790.95639410013,2206.82340001956,2494.31929345963,3240.85734755502,12717.6941354527,4547.10588338552,24254.3058733963,16716.1618351864,19190.4492783317,24020.3231698269,20671.0961381715,19605.6198389302,19475.4069410725,28302.1473892557,21339.5068611588,23932.2651173625,23385.6282678201,21559.3036489129,22167.609694773,25234.896938877,23390.9749877556,21767.3499499771,24856.4320913105,21449.6971589964,23002.5959384793,22440.6859095385,20514.4668883196,20779.8885393051,20883.8779373637
"CH-LF-35",5285.78848816073,8925.196131458,9975.76073041782,12623.8669701009,12329.5201923065,13354.3831688327,16271.5773027935,15399.5870806862,10642.327759401,9377.631326408,20013.442546077,19440.5496350986,9151.71247169943,10488.045131414,4147.26155913427,8723.2523159534,4665.59185848965,3140.98336638287,728.546914793605,0,15512.6699218873,8825.65076091773,8451.95049951414,8250.60806406745,7714.86416414498,4134.71204213955,3812.15503312188,2822.53800159643,6128.20134731848,4082.53721205436,4771.56663669121,3941.24179728293,3638.09414846855,394.591332882456,5482.55297772869,3906.7619994536,4272.34188982331,3203.48729113033,3325.46893601861,16065.5167722187,3092.47557247802,9860.02669206721,12491.9890275035,4448.76320627722,3092.70222685597,3203.48533562496,3515.21993134727,1283.98022559288,14258.9394512939,2310.46451444239,2490.64343521719,2977.47048537478,3488.02121484051,13253.7862691147,4996.23110789956,24697.266463511,17207.4354540687,19633.4436298582,24463.2837599415,21114.0567282862,20048.6141904567,19909.0094419436,28696.0708268793,21853.9014553426,24375.2257074771,23828.5888579347,21953.2270865365,22682.0042889568,25749.2915330608,23905.3695819394,22281.7445441609,25370.8266854943,21964.0917531802,23516.990532663,22955.0805037223,20908.3903259431,21173.8119769286,21277.8013749872
"CH-LF-3",11952.6925517215,8882.36661723855,9272.65005906536,5415.79035969814,10400.9526419459,8801.00583178005,8954.76938028124,9141.77493029987,5872.92628328713,7097.23612373111,14288.7976832751,14720.8092248599,8033.55206721319,6265.30175770504,11993.4107653161,8515.42200905865,15011.7617652514,15273.8535538828,14976.5777882253,15512.6699218873,0,6742.19009940488,7248.34141061659,8529.06271336844,9114.29698372358,12165.3577124096,12402.2853344282,13236.0644491995,14558.7808281134,15208.0043071135,16280.653430324,16284.7381432283,16399.3166887237,15724.4232357793,19684.1870726816,19186.2814939541,19043.4546758542,18725.1073447463,19266.788011303,3282.57262779621,18806.2735989561,7337.5726466888,13816.5606657161,19478.2106401123,19208.2108436855,19038.8552538406,15996.7784154463,14653.442120623,1760.37449917613,13478.1208636632,14118.2000369431,12950.4185956376,13821.1423851187,1912.16557453819,11333.0105815537,16486.4678079552,6747.15717297908,10743.2244472545,16497.4093497406,12749.6821902339,10548.6614462492,12867.0910737755,22012.4739775838,6548.97315709948,16243.0553989271,15921.3310732104,15335.6617940108,8135.59102363017,12796.5645780617,8788.28859490225,7092.07250772501,10783.0955350419,6947.51372668626,8841.55233679095,8097.032876452,14952.3220007641,14844.7385206439,15170.3344714816
"CH-LF-7",5415.46283469957,3796.23775175174,5254.47199478378,4322.44677271825,7798.19983069508,7468.65819562962,9517.11544054177,9133.85509818247,1239.51846645979,1215.99900463472,14794.6418769918,14671.351835507,2839.78072991369,1922.45330746237,5427.83293729889,3006.58336758068,8470.96834158964,8710.35472644603,8284.99670528613,8825.65076091773,6742.19009940488,0,506.151311211712,3374.63803192515,3646.37776004808,5592.50223123453,5780.28868527872,6540.93109284422,8608.47206838411,8648.40295204563,9727.52805424505,9724.20496492401,9837.55872448417,9096.12542586545,13314.8054631685,12816.899884441,12674.0730663411,12355.7257352332,12740.3675387534,7890.22571145096,12183.5278243251,4214.59893746137,10796.3245460422,13108.8290305992,12579.9130337716,12413.0347244672,9434.90235476251,8025.14431070914,5936.15295859002,6849.8230537493,7512.35618257704,6322.12078572371,7260.23470364852,4715.46633601573,4770.1108052013,19249.6814629282,9915.18618185455,13451.1785376099,19015.6987593587,15253.9387242744,13601.7495309832,14720.7089877685,23872.3210938361,13336.1851188786,18917.3200766666,18370.6832271242,17114.9261818346,14504.5951307442,18030.1739699588,15575.5005566814,13879.2844695042,17180.8592558059,13660.8353720991,15264.4243354415,14693.8139811557,16275.7881690389,16353.6632795711,16599.2674328083
"CH-LF-8",5059.08823965853,3749.26305665658,5246.19467241873,4659.33926580282,7833.48662321895,7639.39923102552,9796.36105298204,9307.76330949326,1744.82372948774,1363.02289173044,14965.7012945164,14841.86073211,2825.60094844383,2225.89610873712,5183.20469526786,2965.65401795944,8105.72703284238,8345.11341769877,7911.29644388254,8451.95049951414,7248.34141061659,506.151311211712,0,3285.3907606131,3471.06077450981,5153.84498894924,5307.96426832957,6057.96306771849,8176.95772695506,8213.98753124094,9293.25606773536,9289.68046458807,9398.90148219887,8610.60511899921,12941.2738311851,12369.607154795,12228.2255115301,11905.9006039145,12257.3995136277,8290.61442435377,11704.1944270161,4262.63432670417,10673.1592896746,12662.7408217501,12094.3927269054,11927.5144176009,8996.24511247721,7539.62400384291,6336.80909636414,6364.30274688307,7041.75895141254,5836.60047885748,6822.39645799784,5116.66199350897,4335.83881869161,19414.8607214952,10234.7721506474,13622.1951107766,19180.8780179257,15421.7907921891,13842.4114393504,14873.784212115,23964.3464490477,13737.3807763719,19082.4993352336,18535.8624856912,17206.9515370463,14905.0025443186,18368.0646996134,15976.6962141746,14280.4801269974,17581.6954195502,14061.902026906,15665.2604991858,15094.6501449,16367.1493566035,16445.6734204501,16690.6286203728
