"","CH-ET-3","CH-ET-5","CH-ET-6","CH-ET-7","CH-ET-8/9","CH-ET-27","CH-ET-10","CH-ET-24/26","CH-ET-28/29","CH-ET-12","CH-ET-13","CH-ET-14","CH-ET-15","CH-ET-2","CH-ET-1","CH-ET-21","CH-ET-20","CH-ET-18","CH-ET-23","CH-ET-4","CH-ET-11","CH-ET-19","CH-ET-25","CH-ET-32","CH-ET-16","CH-ET-17","CH-ET-31","CH-ET-30","CH-ET-22","IX-ET-2","IX-ET-3","IX-ET-8","IX-ET-1","IX-ET-17","IX-ET-5","IX-ET-7","IX-ET-18/21","IX-ET-15","IX-ET-19","IX-ET-20","IX-ET-10","IX-ET-12","IX-ET-14","IX-ET-13","IX-ET-6","IX-ET-9","IX-ET-11","TX-ET-18","TX-ET-22","TX-ET-21","TX-ET-19/20","TX-ET-17","IX-ET-4/16/23TX-ET-4/16/23","XO-ET-3","XO-ET-8","XO-ET-9","XO-ET-5","XO-ET-6","XO-ET-4","XO-ET-1","XO-ET-2"
"CH-ET-13",7150.88075861818,6266.68012995531,5776.29029841201,5093.72111197594,4607.77655783544,9494.72385718729,4709.0284398092,8952.44313219888,12004.612304233,3435.65805952249,0,568.469361410909,1111.79101293846,8852.62518584445,9409.66347514969,4587.65043432699,4521.23438945083,4169.39932292925,6894.98893608125,5340.50062794063,3033.35664607145,4437.30116170542,7636.86478859692,15021.0145978641,3606.51790518012,3883.8059443112,14237.9746147674,13667.1158108498,4745.68557657008,17830.7680389393,17627.5982972498,20721.7086964557,15116.2093103403,14446.4662212438,17621.7813724709,18347.7276599985,19079.9603568011,15993.7174962937,20031.8587965029,19729.9896688323,20714.1950001258,20175.6352566172,23246.9854276426,25158.8351046287,16375.4742526904,20398.342523546,18386.7433879634,17929.5148417818,18925.7463265621,21023.4968255352,21380.5820815574,15974.4234889404,17716.6474115026,17866.9249076563,23221.0924458236,23495.9975861326,18634.1054349214,18764.5047434938,17466.5438217594,17939.824495719,20798.935141874
"CH-ET-14",7554.42129779052,6702.89057588452,6212.50074434122,5529.93155790515,5053.63328498688,9686.50907528625,5101.58661873788,9096.78478100538,12200.0153761732,3812.86489662037,568.469361410909,0,614.009494867825,9122.23568590809,9680.08591007279,4100.66483987794,4138.28971109972,3890.76711661512,6840.59245135145,5636.41250699789,3435.16938220769,4157.50736698902,7687.81498823718,14967.5133017718,3420.02600103241,3605.17373799707,14183.2783274795,13602.0550844347,4262.96230081172,18100.3785390029,17822.5214102072,20807.6332163399,15386.5455790261,14562.5367401291,17737.8518913563,18463.7981788838,19166.9366008778,16043.5908015898,20118.1759036758,19816.3067760053,20800.5121072988,20201.6182794385,23296.8587329387,25208.7084099248,16425.3475579865,20484.659630719,18436.6166932595,18199.1253418455,19041.8168454475,21139.5673444206,21564.3387279723,16244.7597576263,17832.7179303879,17814.2879216693,23172.4110206365,23444.7179061912,18581.4519117992,18711.8512203716,17413.8902986372,17989.697801015,20751.8511919053
"CH-ET-15",7932.13251468782,7092.6084003472,6625.56640241243,5942.99721597636,5484.24120194773,9427.35672450583,5470.20186946546,8697.28853942487,11942.2995725132,4016.98205209879,1111.79101293846,614.009494867825,0,9364.5816402085,9926.70621799636,3538.33761968534,3689.40416191118,3666.86981113948,6276.03294890194,6061.11994372166,4012.63202900846,3919.22300331266,7413.63841519796,14402.9537993222,3312.45051978301,3401.4514128344,13618.7188250299,13037.4955819852,3700.63508061912,18066.8780209316,17707.8801586805,20602.0754336529,15630.7642682683,14426.1714299865,17601.4865812136,18309.2681221788,18999.3295965348,15740.2867339906,19923.0690448589,19639.7752430663,20623.9805743598,19870.2283664063,22993.1568099577,24904.8633559514,16122.0434903873,20289.5527719021,18132.2225454641,18440.5115797315,18918.001757711,21015.7522566841,21440.5236402358,16488.9858336486,17708.9028426514,17249.7284192198,22607.851518187,22880.1584037417,18016.8924093497,18147.2917179221,16849.3307961877,17665.0883660499,20187.2916894558
"CH-ET-2",4290.92882323034,5161.18013310645,5410.45196718641,5473.35242566622,5908.44342729409,5137.9388025825,5585.6983805678,6132.51641541686,5671.75567443989,6241.46080061776,8852.62518584445,9122.23568590809,9364.5816402085,0,1344.71760896984,13183.8618274038,13362.0904043955,13906.9536042278,7076.85423639019,5225.23508098943,7999.80913352004,13872.5884893272,5550.53272530893,11545.6100700071,13530.911795099,13830.1180140152,11253.6933282567,11621.1251070331,13314.1800109788,8978.14285309481,8774.97311140538,13557.1279089922,6267.79572402727,6619.73527889935,9711.82783064438,10439.6696219377,11488.8243436527,9967.57095968458,12675.5272521811,12281.5421392182,13251.8608716367,14611.1725414118,16718.5446538118,18809.5311178186,10337.465528985,13042.0109792243,12551.4582878067,9076.88965593738,10223.4013827412,12864.3134844452,12560.5532267497,7126.01728940757,9293.67168871011,13400.7657762048,17636.1309448807,17927.4594868777,14333.0870397905,14574.3800453222,13182.9279357375,12419.5170829414,15283.7577477263
"CH-ET-1",3928.27686845287,4921.48053135719,5255.52131628216,5489.65473602253,5972.5113839334,6395.34590051002,5679.73982433449,7388.35317997098,6969.06440548511,6799.66344327868,9409.66347514969,9680.08591007279,9926.70621799636,1344.71760896984,0,13553.3919891937,13731.6205661854,14257.6558794454,7958.19381316224,4856.4974765634,7862.42427523839,14241.5682945333,6591.87612100623,12634.3054227694,13585.142332283,14148.7682896992,12392.2281427755,12759.6599215519,13683.7101727688,8957.73172436105,8754.56198267161,14329.8335800046,5820.83688769797,7392.12547985481,10469.1985098136,11197.0403011069,12246.1950228219,10954.9514437327,13448.2329231935,13054.2478102306,14024.5665426491,15387.1019427744,17491.2503248241,19582.2367888309,11238.0279859434,13814.7166502366,13327.3876891693,8811.76170698887,10404.8995472157,13207.2836432571,12618.6397745823,6677.91194500835,9776.64471437446,14476.2869859023,18411.6976098065,18703.3888882403,15408.6448513143,15650.1568871885,14259.049042016,13489.6407289107,16218.0414294394
"CH-ET-21",11097.8943547356,10259.873548997,9793.00142617757,9110.43223974151,8663.5344797188,10893.882257059,8637.4087432759,9934.34590627147,13372.2746651117,6966.30785440035,4587.65043432699,4100.66483987794,3538.33761968534,13183.8618274038,13553.3919891937,0,258.545661479884,1062.43300728305,7336.58720143821,9360.85655591378,7550.22033301281,832.633001418109,9027.5841678773,14797.428906381,2878.45339104534,1572.2688531466,13942.6274702775,13330.9840822479,180.474277190068,20767.3280064743,20408.3301442232,21832.4200765038,18338.788337905,16583.435126605,19720.4967188229,20384.7419919724,21073.3098397179,16932.9934119884,21645.6992052146,21655.7581510671,22661.8977553153,21004.0968519743,24136.8768503834,26045.8729720384,17313.8441208044,21652.6752467372,19273.3767013651,21147.237040391,21316.7046422951,23302.7816910741,24140.9736257785,19197.0099032853,20024.4177399641,17789.5980129406,23632.0814554489,23782.2049073145,18453.1635317655,18553.0220776854,17311.6615902177,18801.5406240637,21289.8218084983
"CH-ET-20",11248.9608969615,10410.9400912229,9944.06796840341,9261.49878196734,8814.60102194464,11096.2364749775,8788.47528550173,10138.1775548331,13574.6288830302,7117.37439662619,4521.23438945083,4138.28971109972,3689.40416191118,13362.0904043955,13731.6205661854,258.545661479884,0,804.906082979937,7615.36067403731,9523.65680719957,7658.68179061627,574.279660868524,9306.35764047639,15076.20237898,2649.89118061986,1342.4207813513,14221.4009428766,13609.757554847,255.882862511724,20967.9060220951,20608.9081598439,22111.1935491029,18539.3663535257,16862.2085992041,19999.270191422,20663.5154645715,21352.083312317,17211.7668845875,21924.4726778137,21934.5316236662,22940.6712279144,21282.8703245734,24415.6503229825,26324.6464446375,17592.6175934035,21931.4487193363,19552.1501739642,21347.8150560118,21542.3978315921,23528.4748803711,24341.5516413993,19397.587918906,20250.1109292611,18068.3714855397,23910.854928048,24060.9783799136,18731.9370043646,18831.7955502844,17590.4350628168,19080.3140966628,21568.5952810974
"CH-ET-18",11302.5303254571,10401.9123636197,9910.03682331594,9230.04376132503,8723.83071475618,11762.7543799961,8875.55869720128,10806.2486695148,14241.1467880488,7584.72000773847,4169.39932292925,3890.76711661512,3666.86981113948,13906.9536042278,14257.6558794454,1062.43300728305,804.906082979937,0,8475.08679843682,9788.97239586857,7333.02952509825,333.116287675735,10054.4378458397,15939.0269246555,1850.86025030828,552.974528640024,15085.2004823203,14473.5570942907,1123.25701691364,21517.1480564371,21158.150194186,22970.9196735024,19088.6083878677,17547.4271680738,20722.3088182751,21390.7304033312,22080.6131257071,18071.493008987,22784.1988022132,22669.241483205,23675.3810874533,22145.6948702488,25278.4748686579,27187.4709903129,18452.343717803,22791.1748437358,20414.9747196396,21897.0570903538,22098.713705642,24159.1311933761,24890.7936757413,19946.829953248,20880.2296683154,18931.1960312151,24773.6794737234,24923.802925589,19594.76155004,19694.6200959599,18453.2596084922,19943.1386423382,22431.4198267728
"CH-ET-23",8113.44525505467,7859.43617136591,7693.67349362146,7243.25823982188,7268.24966123897,2806.88914488095,6771.71161043041,1576.2493123376,5017.2039227153,5612.37108964137,6894.98893608125,6840.59245135145,6276.03294890194,7076.85423639019,7958.19381316224,7336.58720143821,7615.36067403731,8475.08679843682,0,7807.89365167595,8514.90608579363,9213.68617553784,1917.37713546007,8127.04619137756,10741.8719595735,9717.53099481045,7343.98303435342,6776.30640152847,8474.83074677266,14485.4852078819,14126.4873456308,14537.8208483814,13169.8906777789,9628.4939415957,12590.3340452004,13108.5825836731,13797.044803683,9674.71565605225,14351.0999770922,14379.0891948994,15385.2793298282,13801.9412064393,16926.0984688484,18837.7451239954,10056.472412449,14358.0760186148,12065.1043135081,15159.8067285775,14388.5485970576,16347.3507452709,17309.8330634966,14064.9439706691,13094.7317371673,10974.0704354719,16434.0038069153,16607.164807675,11740.9848014051,11871.3841099774,10573.423188243,11597.13085505,14088.75485318
"CH-ET-4",1110.3268371467,457.312711209918,561.682889188724,977.379743460565,1556.40340634882,7764.08623825013,1546.34520014042,8041.6002804303,9584.00994741152,3107.66246895559,5340.50062794063,5636.41250699789,6061.11994372166,5225.23508098943,4856.4974765634,9360.85655591378,9523.65680719957,9788.97239586857,7807.89365167595,0,3207.18765751099,10471.1178743503,7249.11548571685,14555.2601514263,9300.56788413209,9912.95410672378,14218.5586570232,14140.0744846566,10169.7280257386,13625.5209465929,13422.3512049034,18077.6673829294,10357.1573270928,11243.2177117128,14408.3634214298,15134.3097089573,16058.9307507731,14342.6140297404,17196.0667261183,16820.0585292376,17804.2638605311,19024.05951379,21239.0841277489,23330.0705917558,14713.0285916965,17562.5504531615,16942.2175534786,13347.7544714723,14936.5560325755,17705.1342587315,17273.707876584,11213.9047094918,14144.0317906195,16862.7901494911,22077.998205365,22353.5854331834,17632.0112073045,17775.0200959972,16464.4495941425,16785.247444437,19655.6225198397
"CH-ET-11",4305.60810618264,3161.41544904021,2753.50618587055,2263.97547097116,1749.13798069885,9272.41107892198,2267.37586415605,8980.17709242515,11481.8357756542,2637.21594340537,3033.35664607145,3435.16938220769,4012.63202900846,7999.80913352004,7862.42427523839,7550.22033301281,7658.68179061627,7333.02952509825,8514.90608579363,3207.18765751099,0,7794.03480320235,8104.42041934248,15500.4737356133,6385.35385774264,7170.78125032053,14786.7596376575,14626.0365970509,7908.71811513244,16353.0571130022,16149.8873713128,20420.5890649624,13187.4769018443,13674.2033749681,16839.3490846851,17565.2953722127,18487.5888304654,15956.6618003612,19559.063487185,19243.4590746953,20227.6644059888,20637.8804014116,23106.7074228282,25121.4980387102,16327.2498958006,19925.5472142282,18556.1060565144,16178.4017211352,17634.1910624162,20139.6246466701,19971.3429064247,14044.5519591547,16596.2009444252,18340.9433674688,23691.8190929865,23967.406320805,19108.8125225335,19239.2896750734,17941.2509093715,18399.0683320586,21269.4434074613
"CH-ET-19",11572.9549561221,10674.4827526281,10182.6072123244,9502.61415033346,8996.40110376461,11646.216700505,9142.40374546546,10689.2242188464,14124.6091085577,7604.28171154842,4437.30116170542,4157.50736698902,3919.22300331266,13872.5884893272,14241.5682945333,832.633001418109,574.279660868524,333.116287675735,9213.68617553784,10471.1178743503,7794.03480320235,0,10016.3256520745,15787.9391738638,2234.51375016798,950.571046933261,14933.1377377603,14321.4943497307,896.121635726502,21597.3091105491,21238.311248298,22821.161560701,19168.7694419798,17572.1766108022,20709.2382030201,21373.4834761696,22062.0513239151,17921.7348961856,22634.4406894118,22644.4996352643,23650.6392395125,21994.6071194572,25127.3871178662,27036.3832395212,18302.5856050016,22641.4167309344,20263.8869688479,21977.2181444659,22177.8979342137,24184.6651240393,24970.9547298533,20026.9910073601,20906.3011729292,18780.1082804234,24622.5917229317,24772.7151747973,19443.6737992483,19543.5323451682,18302.1718577006,19792.0508915465,22280.3320759811
"CH-ET-25",7531.78305307549,7706.42819692676,7551.72796078367,7112.89809806602,7294.07234879427,842.661370346395,6785.71387504646,523.440534386131,3273.66531855743,6002.20822492245,7636.86478859692,7687.81498823718,7413.63841519796,5550.53272530893,6591.87612100623,9027.5841678773,9306.35764047639,10054.4378458397,1917.37713546007,7249.11548571685,8104.42041934248,10016.3256520745,0,7399.1633195292,12056.6875105428,11238.5947193401,6969.49031923574,6890.98759953485,10215.3051961666,12590.399914403,12231.4020521519,13220.0808187898,11404.9098060032,7712.93615030901,10694.9460954229,11357.1578240951,12045.7256718406,8358.29211912749,12842.9361445032,12628.1739831898,13634.313587438,12540.8620589313,15611.5600504764,17523.4097274625,8740.04887552423,13040.3359890232,10751.3180107972,13264.7214350987,12472.8762015121,14432.1942451218,15394.1606679512,12299.9630988934,11179.0593416218,10236.5229481263,15590.3606477225,15865.3824913705,11004.392103191,11134.8692557309,9836.83049002899,10304.8525328288,13167.7299387161
"CH-ET-32",14833.9390690034,15012.5728626362,14859.5843692288,14425.8998075397,14617.866712112,7238.59213931788,14098.7155845201,7243.05413155045,5910.87620927941,13397.7895996484,15021.0145978641,14967.5133017718,14402.9537993222,11545.6100700071,12634.3054227694,14797.428906381,15076.20237898,15939.0269246555,8127.04619137756,14555.2601514263,15500.4737356133,15787.9391738638,7399.1633195292,0,18219.0525347712,17113.0548423963,1057.71825612995,2204.40605485437,15807.0894537114,14123.8883449573,13493.4985645322,8859.80709142821,14936.2121082388,8092.66788692205,9508.1396512445,9788.75662818034,10015.2678516699,4553.1646455557,8756.33645439921,9535.51927734857,10185.6179692573,6583.1858202189,10172.7872199437,11777.9059457178,4675.2611582497,8763.31249592176,5531.82783752358,15024.125094305,12309.6099841165,13479.5489583111,15215.4478706912,15815.929719382,11009.3385177655,3087.7562352993,8936.53539978426,9085.86746952081,3691.82680843193,3788.38222154324,2603.40559229439,4687.28856757389,6602.66981689867
"CH-ET-16",10409.551477914,9466.16548015233,8974.2899398486,8319.89444763716,7788.08383128884,12738.2033018925,8015.71142940355,12001.6814869558,15254.3256919831,7028.97425666956,3606.51790518012,3420.02600103241,3312.45051978301,13530.911795099,13585.142332283,2878.45339104534,2649.89118061986,1850.86025030828,10741.8719595735,9300.56788413209,6385.35385774264,2234.51375016798,12056.6875105428,18219.0525347712,0,1255.7197472517,16619.6143769708,16007.9709889412,2859.99524811206,21498.7366980032,21241.2150977063,24130.3782929168,18640.806231272,17959.5063690122,21134.8215202394,21842.6030612046,22532.6645355605,19268.5895932544,23456.4039838847,23173.110182092,24157.3155133855,23398.5312256702,26521.4596692216,28433.1662152153,19650.3463496512,23822.8877109278,21660.525404728,21521.4257988251,22451.3366967367,24549.0871957099,24973.8585792616,19498.1370561312,21242.2377816772,20443.9031727413,26136.1543774508,26332.998596523,21113.1590730984,21224.0470749887,19965.9667500184,21193.3912253138,23715.5945487196
"CH-ET-17",11016.936946839,10116.3189850016,9624.44344469789,8944.45038270698,8438.23733613813,12033.8676298448,8589.96531858322,11079.766945518,14512.2600378975,7301.34839435599,3883.8059443112,3605.17373799707,3401.4514128344,13830.1180140152,14148.7682896992,1572.2688531466,1342.4207813513,552.974528640024,9717.53099481045,9912.95410672378,7170.78125032053,950.571046933261,11238.5947193401,17113.0548423963,1255.7197472517,0,15453.4557812083,14841.8123931788,1604.27550086036,21676.3255490488,21317.3276867977,23317.2293564867,19241.7113099315,17706.6046606855,20881.4863108868,21549.9078959429,22239.7906183189,18438.7341722434,23043.1811371302,22828.4189758168,23834.558580065,22513.9501691369,25646.730167546,27555.726289201,18819.5848810594,23137.48452672,20783.2300185277,22054.2910727509,22257.8911982537,24318.3086859879,25049.971168353,20099.9254885316,21039.4071609271,19299.4513301032,25141.9347726115,25292.0582244771,19963.0168489281,20062.8753948479,18821.5149073803,20311.3939412263,22799.6751256609
"CH-ET-31",14499.7563440671,14675.8713682331,14521.17113209,14078.9065787846,14103.9569808691,6903.51398970887,13607.3599493932,6609.63004547696,5891.554376553,12643.1985816814,14237.9746147674,14183.2783274795,13618.7188250299,11253.6933282567,12392.2281427755,13942.6274702775,14221.4009428766,15085.2004823203,7343.98303435342,14218.5586570232,14786.7596376575,14933.1377377603,6969.49031923574,1057.71825612995,16619.6143769708,15453.4557812083,0,1158.52926006524,14966.5826131006,14943.6530180802,14313.2632376552,9984.49235890019,15322.5706043173,8653.66529154688,10394.9388128273,10675.835980697,10905.064010735,5444.57216042136,9880.47212956832,10659.6549525177,11309.7536444264,7722.67091524746,11312.2723149723,12917.3910407463,5708.05774546273,9887.44817109087,6657.11679511557,15843.889767428,13190.0427014278,14366.348119894,16095.8805880025,16202.2882154605,11889.7712350768,4176.36141803458,10018.2257466851,10167.3363559842,4744.24990448419,4763.88398866274,3681.74771903317,5815.37740470381,7720.57393161674
"CH-ET-30",14422.7462071011,14597.3871958666,14442.6869597235,13995.7819381689,14020.8323402534,6826.37333043963,13524.2353087774,6529.60710128449,6323.05206809448,12374.9607757454,13667.1158108498,13602.0550844347,13037.4955819852,11621.1251070331,12759.6599215519,13330.9840822479,13609.757554847,14473.5570942907,6776.30640152847,14140.0744846566,14626.0365970509,14321.4943497307,6890.98759953485,2204.40605485437,16007.9709889412,14841.8123931788,1158.52926006524,0,14306.8900776974,15968.7691855167,15338.3794050916,11163.7246749874,16036.6524505988,9677.39859990446,11427.9643532855,11709.9240011851,11946.3654716697,6618.28680691248,11059.7044456555,11838.8872686049,12488.9859605136,8830.0894940506,12424.3900154501,14024.4785997379,6886.93927367813,11066.6804871781,7836.34911120278,16677.8381795841,14216.0660918476,15399.3736603521,17121.9039784223,16916.370061742,12915.7946254966,5273.21696559765,11088.5410878482,11235.3557748455,5733.42344062711,5731.57750519443,4778.60326659624,6995.21203609617,8822.10993756158
"CH-ET-22",11252.4806811214,10414.4598753828,9947.58775256335,9265.01856612728,8818.12080610457,11011.8057894119,8791.99506966167,9999.89372651225,13486.7727470992,7120.89418078612,4745.68557657008,4262.96230081172,3700.63508061912,13314.1800109788,13683.7101727688,180.474277190068,255.882862511724,1123.25701691364,8474.83074677266,10169.7280257386,7908.71811513244,896.121635726502,10215.3051961666,15807.0894537114,2859.99524811206,1604.27550086036,14966.5826131006,14306.8900776974,0,21011.9894345713,20652.9915723202,21990.8824960117,18583.449766002,16741.8975461128,19878.9591383307,20543.2044114802,21231.7722592258,17091.4558314962,21804.1616247225,21814.2205705749,22820.3601748231,21149.7929593437,24284.1422215505,26193.1383432055,17472.3065403122,21811.137666245,19420.6420725322,21391.8984684881,21501.4839443552,23461.7262023747,24385.6350538755,19441.6713313823,20207.6670844649,17935.1450647732,23777.6786635312,23927.8021153968,18597.371228969,18695.405296605,17457.2086420504,18947.6519534983,21435.5179158676
"IX-ET-2",12835.3854657047,13874.0255055055,14183.9606723546,14369.8058714845,14848.8813066948,11814.1476099938,14527.5850871835,13032.9662251785,10335.4476336446,15219.6036537126,17830.7680389393,18100.3785390029,18066.8780209316,8978.14285309481,8957.73172436105,20767.3280064743,20967.9060220951,21517.1480564371,14485.4852078819,13625.5209465929,16353.0571130022,21597.3091105491,12590.399914403,14123.8883449573,21498.7366980032,21676.3255490488,14943.6530180802,15968.7691855167,21011.9894345713,0,570.474309456861,9635.23878204024,3690.19140020985,5668.67092865141,5362.30568694821,5938.61193699173,6912.97353784523,9524.12731126964,8820.84375209101,8048.99118626729,8613.68540223002,12770.4376862069,12679.2250389339,14608.6861967427,9633.84059170597,9148.66869885224,11265.9061662723,917.107338673223,2526.22333150815,5275.72329137141,4110.21360232499,2710.74205312583,3124.97166426851,13513.3348896339,15062.9931011485,15430.8682877593,14425.1544534508,14761.1638138189,13590.7537647594,11582.9860571714,13741.642441036
