"","CH-LF-16","CH-LF-14","CH-LF-46","CH-LF-48","CH-LF-50","CH-LF-49","CH-LF-52","CH-LF-51","CH-LF-6","CH-LF-9","CH-LF-54","CH-LF-53","CH-LF-12","CH-LF-5","CH-LF-36","CH-LF-13","CH-LF-26","CH-LF-30","CH-LF-34","CH-LF-35","CH-LF-3","CH-LF-7","CH-LF-8","CH-LF-10","CH-LF-11","CH-LF-17","CH-LF-18","CH-LF-21","CH-LF-22","CH-LF-25","CH-LF-27","CH-LF-28","CH-LF-31","CH-LF-33","CH-LF-37","CH-LF-39","CH-LF-40","CH-LF-41","CH-LF-42","CH-LF-1","CH-LF-45","CH-LF-47","CH-LF-55","CH-LF-38","CH-LF-43","CH-LF-44","CH-LF-29","CH-LF-32","CH-LF-2","CH-LF-20","CH-LF-24","CH-LF-19","CH-LF-23","CH-LF-4","CH-LF-15","IX-LF-11","IX-LF-2","IX-LF-4","IX-LF-10","IX-LF-13","IX-LF-3","IX-LF-5","IX-LF-12","IX-LF-1","IX-LF-9","IX-LF-7/8","IX-LF-6","TX-LF-25","TX-LF-26/27/28/29","TX-LF-21","TX-LF-23","TX-LF-19","TX-LF-24","TX-LF-20","TX-LF-22","XO-LF-3","XO-LF-1","XO-LF-2"
"CH-LF-54",19731.523973971,16265.1777833129,14158.773794922,14655.6142343198,10567.9789042398,10099.0454092049,7448.05584451466,7681.23946136925,18725.9136521221,21506.0949597232,0,1619.57754184544,16613.4383280316,21603.8136296159,25280.6303604121,16809.3471322605,21608.2854250345,23546.2633863661,26032.041279664,26543.0156434785,18995.0603939105,19772.2198727938,20030.4399875554,24073.1269917482,24155.4629061064,20602.0566296254,21528.7703696054,24075.1585409047,19088.2937669787,21795.4683493585,22051.987615271,22971.7691702813,23482.8124713221,25966.3974726116,33898.8280585855,32185.6363062606,32543.9483277462,30972.5566990774,30331.95805287,14659.8481645804,28494.9019924323,14048.4962708816,10844.4875868348,32879.1291449376,29636.3902459225,28888.1103897825,23139.7804276592,24625.8041410125,16452.3125625433,23541.8347626818,22848.2022682428,22648.9783702883,21695.0892012255,17799.6303907861,19837.7172757915,8993.68837279008,10066.2147271181,6465.06611309676,8643.26022002819,5753.67473067982,7728.45319316579,3443.4755027725,13786.8109973307,21801.3823861467,8519.15226793554,7746.54273426103,4887.93141252947,19745.1051444652,17180.2983221827,23037.1144362289,21966.0696515847,22467.538399245,21013.5831038916,21476.4086374298,21333.9972157861,3165.66201920044,3645.35404680903,3675.06225176674
"CH-LF-53",19019.3203572928,15860.8739415296,13693.8363604297,14800.8530584753,9977.79059684093,9937.66567495359,7905.94668876625,7834.45372584682,18715.6443787138,21427.4060031865,1619.57754184544,0,16315.7040941694,21642.2059423178,24816.6408399805,16462.2740821274,20616.2546552601,22618.1594421875,25294.6285202344,25766.470623291,19637.942644723,19657.3973272715,19865.8307286755,23994.520176241,24019.7141668364,19917.2612478599,20868.9728122298,23489.2669777267,18101.9670110544,20849.6340197814,21028.5525409708,21978.0707248021,22496.547071531,25200.6905378529,33165.4283857359,31374.3794628824,31779.1799766219,30137.00337827,29435.4576033286,15483.136499676,27516.5937353638,13825.0094491914,9783.70857521482,32086.8184909463,28728.6210670206,27919.0854771883,22177.3146033945,23874.5588656115,17019.6246850506,22866.9455162561,22059.9966315352,21986.1937452896,20877.6379767465,18239.0398358559,19223.856550353,10398.9940786012,11090.4084615446,7969.48559627372,10044.2602386208,7369.10996303595,9243.81547124528,5063.00151558961,14548.7985555821,22910.2459150538,9950.95535455188,9222.89488247932,6143.51899383615,21071.3076043554,18758.2205831609,24260.4044454026,23093.674375554,23872.3017357941,22185.4389106898,22787.6004214509,22591.765330148,4232.84414617971,4870.03947476137,4740.63295077423
"CH-LF-12",5627.7700129508,1167.51103646131,3007.90345425702,4604.82924667874,6666.28567212634,6550.50066876998,10256.032132855,9279.6891393512,3860.14863728642,5623.29159840038,16613.4383280316,16315.7040941694,0,6487.83874414926,8854.22816422345,542.266159082472,9918.22604456218,10562.2357345064,10931.2721033878,11680.6493420793,10806.0097061349,3846.24215348202,3797.91462262256,8045.50373793806,7889.50959095236,5953.20443020799,6448.82369060632,8187.16959719391,8419.92561703927,9493.33328468695,10597.5438814445,10876.9432072895,11164.7701738878,11081.1814732893,18334.6064459927,17164.695071206,17208.6800044614,16193.9320160092,16080.9243900953,11158.082016984,15188.8649254833,2627.30526005483,9185.41881223417,17699.9811724514,15543.2210369768,15442.0728435593,10637.437644313,9785.87316416881,8903.55152823449,8264.21073402261,8616.80568121116,7403.05819023076,8024.14104529198,8000.37371695516,4768.04550254293,23885.4682842325,12582.0769344683,16648.3274028743,23611.4016934958,18386.661087725,17148.3443779463,17758.4205468764,30241.0678394078,18333.324741821,23324.1326597286,22392.2535549827,20926.2550550708,20235.630136658,23843.582218364,20899.9030136054,18712.8162171875,23584.5226487533,18698.0945047233,21184.8594739659,20218.7468201207,19654.362358575,19905.087903062,20126.3812288317
"CH-LF-5",9968.08394825493,7567.18105633615,9432.51388586982,7001.86697156173,12793.7207258894,11763.3173500561,14374.9801309722,13922.6638065578,2966.82793871432,1565.44571360463,21603.8136296159,21642.2059423178,6487.83874414926,0,8049.9393771174,6744.03729423783,14318.3254504286,14002.1274176791,12259.833570654,13121.6385824191,8143.05756420465,2732.04356307487,3097.80761164766,2920.93186204393,3479.76725417981,9645.34138809307,9422.78917571754,9132.923872051,13684.5678701374,13661.2021012677,14956.2641195499,14815.428990558,14900.3717425671,12642.3121930933,17750.0775938749,17456.8278864119,17084.7346403366,16903.7235663966,17366.364589938,11215.2506766749,17443.8624136996,8192.13916811402,15625.2094715757,17726.6394536652,17061.9283572756,17544.5758681071,14383.0529387473,11761.8073659163,7997.31156045181,10195.3220687264,11613.7235573323,9726.57774348658,11713.2193778943,6118.37156189301,8672.33586091836,27561.6158758636,14783.5677837768,19931.8417452247,27340.8264198217,21980.2593026187,20047.2077796381,21956.0485576542,34634.0878691253,15720.4929683547,27007.9687661707,26093.6439641391,25329.1685771954,18982.8171479135,24434.6243277801,18394.8830171838,16119.1663200026,22025.0078639822,16535.3696577129,19422.4197319302,18279.6624898669,24392.9579754697,24487.1011410798,24814.1290931264
"CH-LF-36",6735.34683225205,9025.08596204167,11131.9462769077,12626.2756117462,14851.5347039267,15348.4921355965,19105.7303160394,18122.6641859242,8815.90842667545,6645.98819372928,25280.6303604121,24816.6408399805,8854.22816422345,8049.9393771174,0,8555.51586386763,9304.11171340813,7901.81371182226,4652.69957521439,5465.19817916313,16114.4830026726,7225.26400136438,6617.77550402457,6009.6452567106,5157.17583614074,5810.02655607522,4864.58393966101,2318.76849048735,10138.5960058027,8520.25440411607,9734.24202485438,9099.65984953489,8931.16597800977,5129.61325855569,9948.35367387086,9421.17108633811,9117.893317474,8859.52668756973,9408.11844766613,18485.74865063,9883.98893319328,11478.5538260075,16221.7882829613,9733.72818456704,9182.20351154872,9895.88746939163,8537.91184837691,4786.17114970429,15471.6503153678,3828.45380407831,5769.66734427908,4129.47357238562,6659.71996225516,13781.2242721,5932.49331863375,32739.2519418635,21033.1105620104,25448.7220096971,32465.6152377419,27230.2170170206,25878.6490510146,26600.031980411,39006.0964939457,23765.1859288466,32177.8437901428,31245.8977190816,29726.9153308211,26859.6382931958,31731.8106798201,26440.7765303699,24164.0191246154,29985.2457320955,24548.4759827301,27400.3976552332,26275.9461257923,28379.2208951174,28672.3479850189,28863.0384947945
"CH-LF-13",5088.34917816506,825.505556290678,2944.49999650253,5135.97245313117,6695.70488381012,6797.43573622611,10594.1889437228,9569.20599107316,4241.69378378589,5775.79729903419,16809.3471322605,16462.2740821274,542.266159082472,6744.03729423783,8555.51586386763,0,9377.35775628648,10025.6416168102,10468.4905906056,11207.1107013318,11330.1931324733,4047.67125700958,3913.13488210144,8123.94806367775,7911.72454527844,5429.98241255847,5951.85858176019,7780.28627373925,7902.15711210525,8951.06819450937,10056.7789397076,10334.8353603276,10623.674827317,10605.9984569618,17932.1092719519,16719.8434792033,16785.1787334769,15732.5136330183,15594.7355339567,11692.9058970994,14670.8877897647,2949.25455338961,9041.82884299863,17266.6545450956,15049.4273508722,14928.152670823,10096.6623326404,9301.02437436185,9444.75660571654,7797.06315037054,8098.5076508501,6926.45069986632,7488.94122498263,8524.60840764757,4250.72714187373,24204.9614750481,13042.7349222065,17020.9048562547,23926.7484609226,18727.7810994339,17547.0213955041,18044.9599883625,30479.7294713092,18871.2862295531,23644.1396861864,22712.8088229559,21181.131989658,20775.2173035006,24341.4921477608,21440.0709908262,19251.2100858464,24125.2337445881,19239.6010161215,21726.8983063702,20761.0047956089,19873.3694148594,20142.3413558962,20350.335864904
"CH-LF-26",4468.32888099427,8994.57805857919,9544.29474436406,14396.2989454415,11635.8160357925,13705.3808528218,17764.0288165325,16360.3926770637,12972.4095650231,12802.6455560892,21608.2854250345,20616.2546552601,9918.22604456218,14318.3254504286,9304.11171340813,9377.35775628648,0,2248.21109014653,6286.4753173169,6277.50939631872,20625.492398276,11910.9778157153,11350.8758239807,13854.4118487086,13136.7500869216,4673.65970353225,5057.71828751465,6985.36727423529,2520.00011762364,783.891557597325,679.86930843373,1363.53376037176,1880.81415787835,5915.86591101253,13403.0721020527,11225.4733206894,11881.1219123993,9902.90626564342,8961.997483368,20925.6926880615,6900.76991559795,11383.1449225141,10838.1841583971,12015.899753461,8229.01914480247,7306.93290150812,1625.92582082421,5082.44380150014,18821.709545846,5481.46278392068,3547.14019913996,5284.63622586277,2762.61663520545,17832.4770759147,5699.22643413372,30281.5368891759,21385.4884391745,24127.3218957132,29954.3896735632,25339.9272349711,24963.5427374675,23969.1357858537,35131.3350714921,28240.6875277265,29749.2835655655,28862.6776227651,26476.6609991761,30057.0847578596,32955.4825610788,30816.8762033875,28622.4580807498,33427.9301924802,28615.4775281168,31069.8865744357,30123.2350027791,24743.2673926476,25251.9414079784,25257.9905127403
"CH-LF-30",4945.88922087429,9814.1579749141,10788.8178378285,15158.4231461747,13330.4229500646,15165.3902878632,19267.4152257634,17913.3869717287,13110.1826510659,12442.5167855892,23546.2633863661,22618.1594421875,10562.2357345064,14002.1274176791,7901.81371182226,10025.6416168102,2248.21109014653,0,4224.54302414545,4094.61784564962,20928.8103688848,11852.9903095665,11237.8978998207,13089.8328368525,12307.7589666519,4694.56656637735,4612.30257692979,5654.179898883,4583.25009960498,1785.43405209618,2254.91187075127,1296.99420053688,1029.6078288661,3800.23123829511,11156.712962377,9003.75469514994,9637.75268998053,7690.90645503439,6831.91279220273,21718.0643565989,5020.70680215264,12411.5117966765,12879.0424922101,9786.57437901932,6115.11239871531,5382.63055486618,732.520624485118,3241.10285371236,19363.913067199,4170.69477722693,2403.15584668022,4341.81172698538,2541.88419681974,18184.8367284735,5885.88582683152,32099.5949852499,22625.2954796122,25715.3966374974,31778.7627113796,27035.8256247863,26487.9783955853,25772.3071105116,37159.3196639737,28653.6460872075,31560.1130458781,30661.6141984492,28388.9469784311,30792.2453297129,34138.1262377916,31276.5983411471,29043.1976336232,34131.6344119316,29132.508994608,31703.1511687277,30706.4943028355,26698.3581709777,27180.6104025602,27212.0035443558
"CH-LF-34",6303.18969504695,10594.1299408158,12235.9613083963,15369.9397200935,15491.1112197491,16752.7517892116,20800.9082201836,19594.6067457582,12282.9237386957,10735.0173464814,26032.041279664,25294.6285202344,10931.2721033878,12259.833570654,4652.69957521439,10468.4905906056,6286.4753173169,4224.54302414545,0,861.960957031778,20019.1511375417,10770.0366847567,10115.2682190897,10581.482390968,9734.2377732932,5468.93007723413,4635.2943092638,3155.35692617708,8110.44457839507,5594.25708802043,6449.33923311962,5518.77668224998,5161.75804925835,511.567135935403,7871.59747975558,6295.61969964312,6523.28767307234,5264.02604214416,5268.47850951164,21721.7909511587,5258.64884374489,13316.4147107784,15853.5206968361,6911.48051044755,4855.03082149323,5310.34087244152,4956.48850477259,1433.94722823308,18959.3950081213,2673.48241974699,3322.12999350174,3563.69156851385,4572.65047205125,17466.0767793221,6417.22601315248,34175.2392978385,23510.3910288048,27302.8759929723,33873.6960727618,28858.6863219005,27917.8549629749,27876.3651248603,39801.56707738,27775.3153886452,33621.5984092205,32700.5682298343,30750.3896727508,30500.4508133955,34717.7643738533,30447.0581237328,28173.2093743836,33735.1959797721,28443.5749665882,31199.8889308721,30120.5687205815,29195.5083338907,29599.0996846705,29701.0181823272
"CH-LF-35",6857.11164770722,11297.2809202342,12868.2679042312,16153.4868202584,16033.3347526567,17388.5998349796,21455.8056922046,20225.963703868,13124.9836951929,11596.9281839639,26543.0156434785,25766.470623291,11680.6493420793,13121.6385824191,5465.19817916313,11207.1107013318,6277.50939631872,4094.61784564962,861.960957031778,0,20873.2353055383,11619.1034731102,10964.1891012132,11422.4431094925,10573.6208658316,6076.29729309221,5307.61723929272,4014.18687741129,8295.7867605564,5645.77869330072,6349.52432627541,5353.15866625098,4937.80578884498,604.364764320406,7433.22295910282,5671.42746262248,6013.41494494494,4558.76359795498,4445.68450413592,22533.0297726177,4421.73199027728,14023.3792843372,16236.9776872255,6338.40208794595,4005.59575576593,4458.04603190264,4818.96448717245,1956.85671406874,19791.9542726079,3421.12097158519,3707.58668148903,4280.89063291813,4918.41894332222,18311.591518214,7088.29169278263,34768.1028637683,24248.0993741352,27961.5440841614,34463.1340355857,29485.6955505521,28598.1691155721,28457.9691050645,40294.4255696878,28631.5052132102,34216.2970333861,33298.0908735408,31290.5451719147,31335.7191649537,35495.40811994,31302.6754509727,29029.2964686439,34576.6461633958,29294.5515755343,32045.0061615087,30968.5108008146,29708.4375336812,30127.4425691857,30216.0925786909
"CH-LF-3",16191.167384136,11879.0788640543,12466.3829319487,7049.08693499473,14038.5050856049,11644.5141917173,11755.6606788501,12195.8227953297,7848.83427366504,9468.60299695808,18995.0603939105,19637.942644723,10806.0097061349,8143.05756420465,16114.4830026726,11330.1931324733,20625.492398276,20928.8103688848,20019.1511375417,20873.2353055383,0,9269.43777259316,9922.9690294059,10837.5903868892,11541.6129175768,16246.0932527018,16385.2273238942,16867.0931950711,19224.2501743495,20124.2975545648,21304.1650597565,21457.1678405539,21673.4825397609,20341.9372960271,25892.7319424436,25534.6953889931,25204.3300483627,24908.6441301181,25247.352017438,4753.71938066219,25010.3687002612,10366.1393039067,17518.8196124932,25836.6046925981,24873.6359657944,25170.8165278772,21138.7303253344,19285.6982983305,2736.54324812214,17660.9266250828,18691.0803485876,17006.1902737631,18422.8956865479,2805.68648930184,15074.1649725202,22529.3913361455,9593.40405960402,15088.7461637496,22387.9189605038,17285.0456753007,14735.1674977614,18072.7087775989,30211.8811352266,7771.3676093685,22019.1269499534,21186.6236334087,21430.2245216526,10858.0627336248,16842.0095207014,10434.5402995861,8167.31596848821,13885.2184123687,8443.93574070699,11289.4504252857,10161.628440748,21087.8873228828,20927.3339299229,21392.0649419895
"CH-LF-7",7473.21657636121,4873.17104954115,6844.1932075299,5692.91042478722,10380.3936831775,9720.93571000785,12831.9702765224,12156.0913929153,1590.67840466153,1812.58302925307,19772.2198727938,19657.3973272715,3846.24215348202,2732.04356307487,7225.26400136438,4047.67125700958,11910.9778157153,11852.9903095665,10770.0366847567,11619.1034731102,9269.43777259316,0,654.943139730054,4349.41570967625,4384.88798001776,7286.13477749061,7244.79633937171,7630.30895727161,11076.2570396177,11302.19997482,12568.8456444538,12538.6183725535,12682.4499700085,11079.6009634581,17173.4563155237,16506.2136183894,16300.2379881833,15774.7579641234,16021.7906309861,11260.623307075,15745.7019657331,5891.97223964054,13031.1535369805,16890.1584565758,15624.0162406042,15901.9537258515,12152.8025453058,10018.0514606134,8284.87151841544,8394.80590272168,9530.21468572592,7767.09854496969,9434.22175732114,6701.91049432422,6212.04274333469,26346.6623349355,14041.0314931409,18825.2226453579,26101.3488114546,20762.3706662842,19104.8194449574,20477.0439461707,33126.3163732801,17039.4681172447,25786.6101897227,24859.3044773131,23781.586664707,19774.7409275321,24512.4780045194,19703.9267557197,17435.9649205433,22978.7060587979,17676.2655958118,20433.3978341742,19350.6179929611,22690.1983453871,22855.1090207236,23136.4018392059
"CH-LF-8",6936.9145748799,4729.33566385515,6802.54050781762,6169.40745479367,10433.8213904953,9945.99291437136,13191.5420202916,12457.5143731666,2215.93411150547,1876.62786196769,20030.4399875554,19865.8307286755,3797.91462262256,3097.80761164766,6617.77550402457,3913.13488210144,11350.8758239807,11237.8978998207,10115.2682190897,10964.1891012132,9922.9690294059,654.943139730054,0,4251.48479039093,4160.79187686633,6704.98403797198,6626.30847432049,6976.52867207228,10600.8067461225,10728.0661518066,12003.6731253421,11946.8083420767,12079.4573852255,10424.7351190857,16562.2509786646,15867.297570895,15672.6530778758,15127.2483695712,15367.854508648,11876.3120713184,15094.7688779663,6049.26996871191,12952.4165214144,16258.2837516953,14969.145903147,15249.3037197313,11551.4978045613,9366.28276393384,8924.57725185439,7743.90610806208,8903.2068673055,7124.72180080178,8838.80123468742,7355.14496624758,5659.26742545841,26753.1190943275,14556.6055615404,19264.8739970123,26502.8059406154,21175.683435097,19574.9889725418,20831.1323188804,33458.8774399239,17692.4229287175,26192.3092115629,25263.288940677,24113.2196790442,20423.9014296097,25114.03536817,20357.509307971,18089.043365926,23631.4479261806,18331.1967280653,21087.4127684142,20005.3239071414,22981.5116155863,23165.7723586348,23434.09064953
"CH-LF-10",9884.93081654349,8922.3781783488,11043.4443873103,9670.50424529664,14683.0440472454,14056.9970732217,16999.8832472749,16421.3382587241,5391.77645396115,2568.70248328082,24073.1269917482,23994.520176241,8045.50373793806,2920.93186204393,6009.6452567106,8123.94806367775,13854.4118487086,13089.8328368525,10581.482390968,11422.4431094925,10837.5903868892,4349.41570967625,4251.48479039093,0,852.471629237002,9308.33500995945,8796.69372463853,7659.47740538644,13743.1062763628,13122.646969553,14432.7669079638,14088.2945625774,14069.9784813114,11025.9650224485,15207.6534076452,15162.9441135291,14679.3759679594,14757.9016419284,15400.8816506327,14129.0017268364,15839.9960410226,10239.7566680334,17157.840363042,15347.8799889726,15191.1433473488,15876.6324259454,13589.296309755,10392.2612957598,10902.7487133168,8987.42385933994,10702.6915096302,8759.63750543902,11109.1823255181,9005.65051467752,8608.1839090714,30346.7874184369,17664.4542830286,22741.3022259002,30117.4238065916,24757.9503940259,22899.2269204845,24628.866734021,37304.6795825618,18186.9918763367,29790.461012666,28870.7871900966,27972.6921519394,21692.9802688796,27323.5620886554,20841.8880100526,18582.7326567954,24648.9906589363,19098.4944712165,22032.0699210402,20866.2242006058,26949.064317493,27084.6116033661,27385.6483555856
"CH-LF-11",9266.41089689987,8685.82651914201,10853.6332171493,9921.55421972603,14555.0464782313,14090.3992781237,17185.0237914924,16539.1050022085,5617.54155683746,2742.64842413821,24155.4629061064,24019.7141668364,7889.50959095236,3479.76725417981,5157.17583614074,7911.72454527844,13136.7500869216,12307.7589666519,9734.2377732932,10573.6208658316,11541.6129175768,4384.88798001776,4160.79187686633,852.471629237002,0,8644.4326632397,8083.86961138674,6834.13249470747,13123.7441303332,12395.7216740417,13703.1089723924,13328.6367750361,13295.8930174746,10181.2500308907,14426.7260542839,14335.5543842826,13868.3026511982,13915.7040926399,14550.0705421344,14674.7662986412,14992.3297851446,10209.6030383066,16896.8851640032,14532.8074559102,14338.7604886336,15026.7119822878,12821.7342346711,9566.78949634805,11468.9516624207,8184.64067904339,9930.20546962406,7991.0206427079,10381.831228783,9597.79265847831,8010.26270241544,30624.1282733078,18057.4398002196,23047.7992619867,30387.5910018518,25034.1163469187,23249.0380960546,24827.856855842,37490.3849205831,18961.4872325369,30065.9127119492,29142.4289053207,28148.4334441783,22399.2999755448,27911.2328756821,21621.9656939039,19358.1071131495,25386.7455410368,19851.0973310342,22773.2054128707,21613.4652582202,27073.6781156148,27233.0933740542,27518.5008149119
