"","CH-TF-25","CH-TF-33","CH-TF-32","CH-TF-28","CH-TF-3","CH-TF-22","CH-TF-55/56","CH-TF-11","CH-TF-19","CH-TF-8/9","CH-TF-12","CH-TF-6","CH-TF-59","CH-TF-57","CH-TF-58","CH-TF-16","CH-TF-61","CH-TF-15","CH-TF-63","CH-TF-62","CH-TF-1","CH-TF-5","CH-TF-20","CH-TF-48","CH-TF-14","CH-TF-2","CH-TF-18","CH-TF-54","CH-TF-29","CH-TF-30","CH-TF-51","CH-TF-4","CH-TF-7","CH-TF-10","CH-TF-13","CH-TF-17","CH-TF-21","CH-TF-23","CH-TF-26","CH-TF-27","CH-TF-31","CH-TF-36","CH-TF-52","CH-TF-60","CH-TF-45","CH-TF-46","CH-TF-47","CH-TF-49","CH-TF-50","CH-TF-53","CH-TF-43/44","CH-TF-39/40/41/42","CH-TF-37","CH-TF-38","CH-TF-35","CH-TF-34","CH-TF-24","IX-TF-1","IX-TF-4","IX-TF-5","IX-TF-6","IX-TF-8","IX-TF-9","IX-TF-12","IX-TF-7","IX-TF-13","IX-TF-2","IX-TF-3","IX-TF-10/11","TX-TF-43","TX-TF-51","TX-TF-49/50","TX-TF-45","TX-TF-37","TX-TF-39","TX-TF-42","TX-TF-46","TX-TF-44","TX-TF-38","TX-TF-40/41","XO-TF-1"
"CH-TF-12",11076.8922711646,12644.1027192278,12809.0439599513,13240.3944020357,2018.5836311225,7819.40835818326,9425.10450229626,782.493324185917,5292.62164078201,5783.98640100615,0,7922.4377290079,12387.8798795118,11036.8717404674,13203.0570772632,2810.5614858754,19334.601700755,2974.61781189783,20907.2615983666,20395.2362486917,8461.62763374769,6078.4629434266,6757.25412486963,12301.9253405542,1762.11663789715,3515.99585676854,3990.54370838982,16585.8207655996,14158.231788099,14891.8104330173,15691.8506984913,6400.2525427604,6809.48197275802,4985.48287248582,598.207397058417,2841.7808468326,7045.07125720674,9631.63827063657,14183.8321597148,16266.3683163036,15407.9160914891,11984.745183484,15295.1169381649,18203.1883679208,13850.1937979628,13030.7233403775,11374.5967599028,15772.7285634538,14452.4076797997,15620.9000825314,13363.0498038143,11725.1634998511,12584.6508913855,12202.0170865737,12910.4465081104,12676.4632326646,9709.15679892096,16450.3484967858,13247.8813536268,21801.2397127374,17051.9914649043,21807.0784643522,23681.3409098449,26227.3499363842,21390.7771208106,32107.1333396986,14055.7192958864,14683.6318689566,24311.2834915672,16938.1278658552,20703.2340951125,22737.8372383588,23533.7831078113,18794.912340414,16667.1684066281,14892.920646313,26423.556430073,24455.7052478703,17651.4618360556,16614.1359774059,23858.6371857545
"CH-TF-6",10954.8049914454,12890.3700616868,12514.39630278,12590.0991019233,8216.38132546869,6207.2433500401,5521.21394805651,7517.2996478925,3943.16288496386,2373.84348686913,7922.4377290079,0,6096.31070396603,3686.8313705599,5334.18356070348,6125.76544375872,12061.4430311139,8990.32610328333,13041.1639992269,12849.5233496683,5226.50612155011,2010.27694559138,5703.31113621097,17772.0849571354,8966.28826805485,8414.51880803248,4326.05777270888,15344.1294510377,13341.5707973465,14457.0303248566,17406.4876328634,2087.19921600567,1804.39725444947,2955.32110130981,8087.73024236976,5343.77751404468,6125.12688586948,8841.945776105,11980.4121216873,14464.2499273378,14971.1924535429,13181.6547487156,15988.4808436942,10840.6692271163,16649.9536090821,16584.590470748,16577.5438371536,19926.4653974898,17154.1649886282,15953.5233216812,15718.081846334,13947.9834622052,13769.5944747261,13721.3787497445,13498.9799950355,13132.5123594146,10404.3451603854,10375.9033586158,6855.26091117873,14866.8488733699,13935.4557455773,14519.0412031875,15941.0186240693,19145.6921091979,14862.3019574523,24461.1153347675,8013.14002507402,8404.8734562645,16927.8278328051,14990.3614702996,15587.8835429664,18117.4907769966,19895.4214403639,17452.2748339238,16594.6144212213,14924.8889699216,22204.0895369133,20894.8102187104,16431.4848252592,15805.8388599957,15972.0248724627
"CH-TF-59",8858.83719291437,10471.359567142,9766.59932045631,9536.04634493082,13378.0209259468,5941.94837149398,3683.38827331152,12283.6467567773,7101.13071864453,6985.01667989649,12387.8798795118,6096.31070396603,0,2805.46213494514,6328.83740077296,9748.48542805136,7135.16653701021,12076.4749687361,10009.2438595252,8493.81622647831,11138.6637922173,7813.08230918663,6518.04301975933,18531.9118575533,12728.2587972696,13972.5533010445,8426.5784122907,11288.9252862021,9971.35749571949,11149.2143410827,15228.340717856,8101.69506361235,5958.15857126191,7946.16582281837,12295.9376847312,9555.44421178442,6576.63162164584,7184.88075930086,7831.23324722409,10139.2185297071,11567.5097265484,11432.6383249117,13259.8229316424,6156.60054272468,15418.9849828428,15951.0987233065,17267.8536446474,19334.1606447911,15768.5202151533,12959.8445844201,14304.4550485416,12800.993316809,11863.0123618816,12085.9112606128,11193.2108183393,10815.3090646682,9202.58791778091,13623.3081559569,10559.6439683625,16259.9894735903,18886.8093247844,15243.916497365,15141.4352921877,19877.3512179912,16899.5746265324,23500.2588192524,11784.5284692551,11826.5399038555,17178.3609116183,20353.4211063906,19104.6112438521,21837.9932561452,24183.9503766057,22905.3637103681,22409.9996874298,20807.7566057005,25990.7849227845,25180.9135698922,21963.7533104375,21477.3942123277,12894.3837641601
"CH-TF-57",10380.3059000032,12188.9565298023,11600.2576575592,11489.3202271061,11668.1667187809,6357.41076309664,4487.30154933284,10774.4164248485,6043.41743916762,5273.99030392245,11036.8717404674,3686.8313705599,2805.46213494514,0,4057.11636727,8710.72958651157,8439.12960425991,11388.4905731444,10029.6843115317,9370.81232475261,8437.91395656336,5629.24872270297,6482.08537434689,19056.1341372271,11735.8770723083,12021.7313019969,7084.5973949252,13662.3314032615,12063.3976780555,13242.3615114543,16946.9113379955,5773.74406594707,4230.18202662724,6165.0849062216,11072.436540769,8232.15511139949,6726.83761646054,8412.02681654148,10173.7804962439,12590.5761561263,13705.3808528218,12895.7507173381,15165.3902878632,7246.69675249459,16752.7517892116,17041.6333493952,17804.007991937,20455.6834927226,17172.5252519506,14963.9083931937,15694.1727327984,14044.5359310945,13404.3085801612,13518.7864572597,12883.6691767588,12500.229260065,10343.3510098663,11093.9631839504,7877.46529381412,14330.6543927607,16103.748962284,13544.3196025567,14090.745699085,18245.8788690752,14762.1014672224,22627.7142977089,9115.52895120327,9224.78106186373,15703.3304614306,17548.2823046261,16574.3700589,19277.1860189215,21512.1779419244,20099.9379166588,19637.6197422594,18055.1399796943,23432.529799245,22512.5010149895,19160.1181215352,18683.6502692329,13003.5202893384
"CH-TF-58",14430.0833637169,16245.9499292738,15654.265931454,15531.5892319873,13250.7099568462,10226.847667795,8519.9088860891,12737.8032093027,9047.24161070869,7676.67156600648,13203.0570772632,5334.18356070348,6328.83740077296,4057.11636727,0,11436.5575387033,8719.5658344738,14288.3184894847,8192.38002210444,8866.55777960345,7621.90994757895,7134.37522306422,10154.356206865,22697.4262142034,14300.1080715361,13140.7023115148,9644.97161424908,17576.0393728019,16081.5044935026,17262.9954061726,21001.9160070182,6902.34043971174,6875.23212008052,8280.92470822257,13401.9210243789,10677.960846747,10472.1554254944,12437.0428043567,14095.00343974,16452.4388821964,17715.6362478559,16931.3653372506,19217.7577495834,7483.32499806266,20749.9128213012,20965.1655661364,21465.3745584195,24373.5203744919,21184.4534694135,19004.6775409102,19707.6228299351,18031.3744638174,17448.6486720007,17547.6649181241,16939.7675974472,16556.3791989096,14332.6976197496,7333.57425483363,4615.91873363655,10288.6043279069,13171.0613187738,9592.73798542469,10631.9384557167,14295.5885093146,10710.4655019986,19176.8107943371,5742.44458067146,5640.185135526,11862.1073062305,14979.3741619861,12797.7639055213,15543.8732180404,18009.1485008474,17562.9994181887,17673.8505522525,16291.8736550243,19689.9005315386,18997.0727508347,16751.4131909982,16494.2421021589,10989.1110182605
"CH-TF-16",8644.3219828912,10359.0667959186,10406.9614032248,10779.6069364733,4441.69763778531,5022.51652144649,6637.23236580078,3024.0528118528,2696.08806152242,3760.70646001773,2810.5614858754,6125.76544375872,9748.48542805136,8710.72958651157,11436.5575387033,0,16800.5793417276,2868.01605181086,18723.442340204,17961.078472511,8388.60737571129,4713.70991882118,3953.03306284358,12111.7913560443,3031.11824385571,5681.80130783134,1801.36985499635,14092.4332246805,11690.944075416,12520.0008367208,13915.4829821686,5236.81902900041,4625.5644845568,3308.95774940852,2584.85266682074,1069.85965186907,4259.68472741475,7005.01754866361,11503.1032872967,13675.5103491892,13048.0645147619,9928.90878378094,13205.8551157261,15711.8423035041,12408.500805261,11875.6684163765,11006.8857894302,14953.4073666755,12990.0832629113,13445.4878306142,11739.733444524,9993.36947172837,10549.259077896,10253.5226606104,10721.1671067162,10444.5897886047,7396.79169526548,15805.5412605895,12385.4686779699,20784.7187512393,17558.912343149,20569.0242869417,22061.4917121191,25139.2538363215,20592.2637335025,30586.7595934758,13367.8314070246,13910.372552921,23011.5701777771,17835.3699870332,20535.8108537662,22795.4608468508,23972.2708270637,19929.3297872044,18142.0998859317,16350.8501287806,26675.9439619667,24933.2936241657,18799.5194501945,17864.934111257,21695.0230029078
"CH-TF-61",14863.877940371,16018.9191139871,15175.1216828814,14732.8791745879,20093.8259453907,12989.2131507875,10741.0304596529,19140.5327073338,14114.0830372358,13661.3854111531,19334.601700755,12061.4430311139,7135.16653701021,8439.12960425991,8719.5658344738,16800.5793417276,0,19206.8193568815,4735.69488150193,1798.75070528097,16079.1555990337,14047.7015126832,13640.6478629944,25193.8356746833,19811.3091300165,20454.4766044082,15344.1342125616,15080.8969167988,14795.0604142951,15827.5029413893,20424.5849043464,14132.297022264,12604.3938116528,14580.7031362803,19300.2513451612,16494.7555326078,13670.1337964157,13682.1473948035,12308.6931652488,13795.0618477884,16079.4484587493,17307.5881811964,18192.0383606086,1258.71267472837,21264.8894484209,22103.26371257,23941.1599795361,25346.0265819803,21493.0074309976,17684.1214708406,20118.8839124184,18892.5753999318,17589.5111186119,17961.2570713431,16723.9171331206,16388.2461468976,15622.2233949463,14834.7296648282,13094.8612790195,14770.404999209,21469.7866852648,13174.534245439,11299.6697703297,17076.6569793293,16051.8935821108,18558.4224522266,14028.72319188,13687.1692036388,14196.6334368835,23484.1661856349,19729.3555744778,22440.9727721232,25379.2951089202,26049.8519969763,26363.0904225325,25008.0087821612,26366.547725224,26307.3145145646,25311.5757342129,25137.003796244,6832.63838157255
"CH-TF-15",8739.80066761851,10103.7891652102,10390.1935886107,10886.4816878241,4964.7487378102,6572.41770471611,8625.37407346979,3710.22454491072,5360.52107192893,6620.2610572574,2974.61781189783,8990.32610328333,12076.4749687361,11388.4905731444,14288.3184894847,2868.01605181086,19206.8193568815,0,21417.326089575,20472.6918381709,10864.0924068365,7543.34793556187,5680.76472458672,9565.41378822293,1451.55527560505,6479.19815879723,4669.08344203001,14224.4282442397,11795.9852953895,12403.3102200146,12806.1234690569,8034.64920433378,7439.16988130582,6162.04158072662,2377.24148295652,3785.35325647244,5787.270751913,7671.48127462798,12206.2514553804,14062.9342625291,12899.8356156739,9273.30609621022,12564.0471835562,18177.0078788172,10892.0869088562,10056.3186021517,8555.17697263992,12840.598840122,11495.6567947016,12946.4840968467,10443.2518709031,8852.56589226742,9850.65719416035,9422.48273176245,10281.1616362413,10086.9393524845,7278.1665975591,18547.932173985,15173.3401581143,23620.3087312499,19790.4016831155,23430.4097335163,24918.1051080552,27988.2040801822,23384.9514328039,33449.2195779566,16114.1532603432,16681.8528044058,25877.4471112619,19808.5741787045,23121.334853061,25284.3242060073,26259.1771602678,21724.8150872146,19638.2878913497,17861.7560232114,29071.9415886158,27198.3826069726,20582.3138219853,19561.1426868124,24391.1012101508
"CH-TF-63",18640.0203956056,20023.2415589036,19221.0689381718,18847.8088933148,21233.878656395,15864.1986990556,13640.829776416,20548.5534419394,16071.2683659686,15136.8414683238,20907.2615983666,13041.1639992269,10009.2438595252,10029.6843115317,8192.38002210444,18723.442340204,4735.69488150193,21417.326089575,0,3125.62354279649,15731.6957625417,15015.1141226637,16267.6560958227,28539.9591829497,21736.2414496603,21257.7855229485,17044.0300182273,19573.1124975082,19031.3565827235,20124.7768884483,24615.025614479,14900.1585344973,14147.6877218692,15927.4885805885,21004.8262916951,18172.9392337689,16415.7862359768,17147.0545861838,16578.9023168587,18289.0802289272,20425.8848170719,21179.8577819892,22447.7418037979,4634.42571726918,25184.3764220907,25853.7849534321,27275.8100012169,29194.8178270325,25473.8843823654,21995.7157005697,24046.2461092989,22661.9737925224,21535.9311054244,21839.8882994583,20745.1067672563,20387.3012766864,19157.9752757209,12125.2322924434,11468.2538827714,10652.5396984697,19062.29301577,8916.38500188617,6596.08541750818,12459.6058036381,12138.0000491539,13983.0832219726,12066.0473163584,11529.628658018,9596.68342762608,21322.0588735908,16316.7044198207,18900.996150308,22032.640521881,23792.6956865404,24640.1761978731,23515.904988275,22608.0966950064,22899.5609757719,23214.20828087,23255.9869877755,2973.84215727803
"CH-TF-62",16553.6038416759,17759.3172520811,16922.0601209056,16491.5415461916,21013.4830255863,14424.1742305504,12164.0294005176,20145.2133429339,15264.9956354829,14644.7538479798,20395.2362486917,12849.5233496683,8493.81622647831,9370.81232475261,8866.55777960345,17961.078472511,1798.75070528097,20472.6918381709,3125.62354279649,0,16438.9935617707,14858.6028558271,15003.9055407057,26800.5520590456,20989.3410036629,21260.5891650966,16420.0343712202,16879.6476220713,16572.8157885155,17613.7905939365,22200.165947485,14873.6369651823,13598.4781191169,15529.5705802225,20404.1684854974,17572.4196798921,15070.4100677567,15290.3771150305,14088.4651694556,15593.8069104195,17870.9407749067,19023.5702714895,19974.8307619415,2348.67582718911,22995.5871115265,23800.3092544731,25543.0623520111,27066.6463500127,23235.4656194918,19472.9493994243,21849.8695549164,20589.1420520405,19321.0012911434,19679.6148786975,18468.5216170243,18128.1971487861,17255.9914685763,14268.1709823316,12933.5011175448,13577.6917453631,21074.3416256987,11901.5154600944,9718.36547626099,15581.526922416,14966.5174807068,16779.9363185177,13750.6465556811,13328.0639356986,12713.9656313341,23198.196327717,18894.5516288976,21557.100644751,24592.7766740244,25734.9160719672,26264.3745537394,24994.6908921119,25386.6167055158,25494.851295829,25059.1435026295,24970.879604996,5033.91054899279
"CH-TF-1",15594.9648330297,17519.1704750011,17269.5619350844,17432.4935955411,7461.96629009811,10847.6661309262,10645.9315921176,7727.66246717861,7700.01192275417,6062.4288349769,8461.62763374769,5226.50612155011,11138.6637922173,8437.91395656336,7621.90994757895,8388.60737571129,16079.1555990337,10864.0924068365,15731.6957625417,16438.9935617707,0,4452.84041164723,10054.8643483379,20411.2340113706,10120.4853103765,6675.10606153583,7018.34062353982,20371.3867882163,18243.5577479713,19305.827006475,21738.1794732668,3848.20622482673,6405.67572753611,5642.77009567494,8934.40424672372,7318.98770882723,10517.331094285,13527.8465770074,17091.5790983012,19563.9595609884,19833.1606364924,17541.2491328365,20593.832751818,14820.4816084683,20569.2941959926,20188.147749985,19351.1227273499,23330.6304722725,21126.0009767092,20654.8322394632,19777.7891462522,17989.8592542572,18157.4989643554,17999.1907025971,18055.6213201088,17712.6504976068,14767.9224592285,8118.07424526562,5328.17230311331,13723.1838390869,9282.88646453133,14037.0443336264,16588.6090868617,18163.1329545068,13103.6009362692,24604.536605906,5835.41861576601,6533.17813583639,16574.2616890799,9959.95953902089,12272.3415051975,14430.4706423262,15617.949591501,12338.0018361821,11368.2702947367,9707.54138553629,18287.3390313536,16589.9335560784,11283.6090220565,10603.3945447169,18393.5406304525
"CH-TF-5",11142.2851552331,13067.6785936953,12818.903961172,12991.2411702903,6221.46399991679,6399.59314818631,6418.37737396993,5604.79867880012,3301.49690608074,1610.47649688151,6078.4629434266,2010.27694559138,7813.08230918663,5629.24872270297,7134.37522306422,4713.70991882118,14047.7015126832,7543.34793556187,15015.1141226637,14858.6028558271,4452.84041164723,0,5606.87230409241,16748.7682432389,7295.85468545704,6411.46104082715,2988.76004986587,15980.3737440898,13812.659991919,14862.9570522507,17336.789760788,622.454124185517,2111.3408839626,1430.28401595995,6313.68065513648,3763.51530448511,6068.5166698618,9076.75650825701,12772.0010649098,15223.0627523915,15391.7401169899,13123.8156420448,16145.9159763719,12834.2800562874,16288.3742340804,16030.6407340628,15604.0603021642,19278.4016733247,16828.6381047137,16202.1024571068,15446.1640158089,13656.2902332751,13736.269209083,13600.721099303,13609.7931441859,13264.3617540564,10340.6814591229,11136.0974206585,7683.33241410205,16077.7553988525,13674.6973531481,15910.8482452368,17617.6888259598,20446.8868095458,15882.8429179469,26078.1452605009,8701.45626955279,9218.27384771894,18379.7790909421,14409.2202164787,16041.110821119,18424.4710604587,19898.9555015368,16759.0178486282,15570.8583168275,13838.8022221015,22416.7139604354,20885.1749074382,15686.4506087757,14942.3967399355,17931.3166432694
"CH-TF-20",5550.91593951203,7466.4837730844,7260.52100754331,7488.74630728189,8329.29772967088,1081.0022043611,2950.08890755734,6952.03015328331,2427.63782074217,3997.03328572161,6757.25412486963,5703.31113621097,6518.04301975933,6482.08537434689,10154.356206865,3953.03306284358,13640.6478629944,5680.76472458672,16267.6560958227,15003.9055407057,10054.8643483379,5606.87230409241,0,12589.364766414,6572.81113808921,9424.60243887699,3643.58716591741,10640.8858529745,8351.44895814943,9342.27773679886,11778.1199554938,6222.15390831181,3939.66477034519,4509.1947284271,6470.58355478508,4342.82069704405,463.206040328512,3537.79979753156,7738.0389995296,10050.7384699828,9875.53183565883,7550.96265804915,10539.4223436486,12672.8529959005,10947.6026434057,10935.8428579184,11343.6391890466,14313.4084049941,11450.9580288673,10607.9762734685,10017.8792570665,8245.00967025586,8155.74174749564,8059.51592073905,8002.94285229472,7657.99970284902,4760.22221353165,16069.1719970862,12551.2276197977,20292.61075094,19270.7478700532,19734.27322899,20555.5948776486,24428.9372311002,20437.6720781435,29102.7533970916,13716.3425224399,14096.2528926109,22013.2253462965,19997.5588599134,21283.4985919723,23785.8210803048,25432.2382563492,22308.7075982837,20928.6339909118,19159.675611131,27845.9471897612,26424.752310046,21219.2118668756,20419.308074083,19218.356327193
"CH-TF-48",10554.4674140993,10119.1405957467,10960.002347763,11576.9261379197,14043.5963680784,12757.9349207572,14920.2544501317,13083.8910207478,13828.9508554485,15485.0108562623,12301.9253405542,17772.0849571354,18531.9118575533,19056.1341372271,22697.4262142034,12111.7913560443,25193.8356746833,9565.41378822293,28539.9591829497,26800.5520590456,20411.2340113706,16748.7682432389,12589.364766414,0,10539.8131498009,15516.7068930148,13760.4137074015,13743.3318116857,12083.7365816741,11757.4744799872,8557.49582279138,17310.245814685,16000.5948200851,15318.5024143955,11732.7613924115,13160.1288474043,12329.3676583204,11513.4838311952,14099.1764501024,14432.6117787365,11962.2533846178,8582.53692312349,10110.7770307633,24466.6200309535,5975.96148712482,4369.24937842025,1264.17729852438,4446.95297006068,6328.75846021732,10829.5446704806,6703.32038693085,6890.96550101824,8630.92703863266,8061.06701706628,9626.47943012973,9800.47701779807,9586.54839894772,27884.516329019,24421.2051051221,32638.5273619205,29330.1481157655,32221.102451899,33142.664182102,36887.4462967235,32586.8834002381,41683.8026128046,25448.7504331205,25963.2738439943,34554.2987445519,29225.0598455788,32635.4508639373,34840.3661968757,35806.9001494666,30994.8888692188,28651.6866942169,26923.3730377892,38636.9112812457,36738.7118663993,29852.558873253,28768.5357888291,31418.8421428494
"CH-TF-14",10121.3323899616,11532.5400448482,11795.349254881,12277.7913697737,3629.96031197489,7554.57729581729,9452.72859227089,2544.17746353766,5725.51112345627,6663.15895204126,1762.11663789715,8966.28826805485,12728.2587972696,11735.8770723083,14300.1080715361,3031.11824385571,19811.3091300165,1451.55527560505,21736.2414496603,20989.3410036629,10120.4853103765,7295.85468545704,6572.81113808921,10539.8131498009,0,5149.58235430162,4707.94419947529,15622.7280918622,13190.971361018,13825.5380747675,14241.4418809567,7707.77491237683,7601.31199258832,6025.13917810233,1204.52093026454,3624.03074565607,6758.40221143268,8934.96434161681,13497.1289336458,15422.6116111752,14326.0925918275,10722.9069124048,14015.2783772027,18733.3071221386,12282.0983063692,11384.5496992425,9617.66861814052,14049.2523565121,12886.9026087884,14394.7218022251,11866.2541543846,10294.1446426375,11301.6011532109,10873.9319823241,11723.4569040946,11523.6250396101,8677.67554958988,18016.5596932566,14736.5891801123,23262.3666190337,18808.5234948387,23183.3374480295,24881.9846705839,27668.7693866703,22923.3088889655,33366.9160489253,15601.5164549557,16206.5586329096,25665.4780369721,18697.0987378258,22386.8141300931,24458.428801321,25289.7644178733,20535.512744026,18359.051284216,16592.6591749496,28167.7554580779,26213.7874612512,19391.8701644577,18343.7262973828,24705.6115999391
"CH-TF-2",14312.9606628769,15979.3808420199,16070.7699549886,16456.6535227889,1520.2603264935,10501.9610454586,11648.2830304322,2858.41657522376,7360.73844104245,6989.48395187097,3515.99585676854,8414.51880803248,13972.5533010445,12021.7313019969,13140.7023115148,5681.80130783134,20454.4766044082,6479.19815879723,21257.7855229485,21260.5891650966,6675.10606153583,6411.46104082715,9424.60243887699,15516.7068930148,5149.58235430162,0,5922.99339369122,19774.0164987877,17369.5621340112,18177.9538985485,19192.9507917763,6399.20354013049,8017.04881120481,6027.38992228993,4107.15503724461,5082.22480300573,9800.34775680381,12675.7787712675,17127.6958343511,19345.3171309462,18702.8639824281,15415.7042376246,18723.4557720984,19244.7784606916,17365.2696522574,16523.4945363366,14678.2792164017,19183.0633590497,17967.7621169232,19016.3211226133,16875.4754443483,15225.2881497638,16023.9649281055,15664.1119067068,16293.6592035759,16039.2877576125,13019.4451111747,14748.8182999003,11959.2848009234,20397.1837454614,14180.9268720497,20685.8636807828,23052.8366787373,24835.4346625688,19732.2386069127,31221.1793579121,12509.0012659637,13208.2265767093,23223.2730394032,13779.1575660849,18374.7641592144,20163.8337499926,20630.9025642968,15478.3168148635,13216.5347957972,11457.1853013934,23643.0764623228,21515.0160306207,14336.2171786602,13255.3172263096,24116.6961196082
"CH-TF-18",9020.54452781821,10869.6947626353,10773.4008494688,11056.7615250477,5041.8398039022,4685.41564882077,5740.5590864315,3860.36464239925,1443.04230651879,1969.98556056305,3990.54370838982,4326.05777270888,8426.5784122907,7084.5973949252,9644.97161424908,1801.36985499635,15344.1342125616,4669.08344203001,17044.0300182273,16420.0343712202,7018.34062353982,2988.76004986587,3643.58716591741,13760.4137074015,4707.94419947529,5922.99339369122,0,14264.4441699756,11939.7564768489,12881.9496536894,14820.0072243116,3555.10145643168,2897.43511454953,1559.01110398929,3988.52236314252,1152.78637444966,4071.18475167705,7123.80865836617,11371.1104675106,13694.165874215,13416.1202869276,10682.6721228969,13861.4057674881,14215.7583006042,13555.0937642739,13182.8898726583,12619.5781838723,16373.7701069955,14115.7658064045,14013.2933493048,12785.2902101152,11002.6121753889,11305.7700196816,11091.7698388372,11326.5212418902,11011.8408952997,7975.5796070811,14124.1121740522,10669.4678194085,19016.5815513271,16290.3959359964,18776.738551955,20265.1236391823,23358.2779919779,18861.4571821156,28787.0556147355,11688.6420505038,12206.5516755907,21214.2441386278,16763.5415667417,18974.884443197,21305.1221802114,22632.3328207148,18973.4358272079,17418.5316161382,15637.2088909234,25247.4263204299,23606.7246350745,17861.7387016456,16999.1566441115,20010.0813575043
"CH-TF-54",5514.40624471403,4276.08717791364,3838.3411777699,3349.63123022085,18476.0046274327,9668.12920817762,9831.53718170668,17029.4306804091,13049.0282312746,14415.9003350339,16585.8207655996,15344.1294510377,11288.9252862021,13662.3314032615,17576.0393728019,14092.4332246805,15080.8969167988,14224.4282442397,19573.1124975082,16879.6476220713,20371.3867882163,15980.3737440898,10640.8858529745,13743.3318116857,15622.7280918622,19774.0164987877,14264.4441699756,0,2433.04048347255,2059.00723271047,6097.88721957015,16552.8063969827,13965.7487010263,15086.9733116378,16111.4941046537,14792.9305597617,10198.8479092296,7149.00283014786,3488.75886270253,1286.4072728992,1781.14320024483,5605.13053949467,3876.36308021263,14939.172200338,8032.48859555657,9486.24992071524,12772.639909094,11869.4449561398,7941.89469315483,3165.03694631088,7088.52643412351,7063.57473737292,5302.9740641652,5905.8523748031,4414.96075633939,4428.48532751962,6946.83984309011,24756.1960208578,21476.6630308907,27499.0900822737,29267.0945561101,26377.3987286038,25707.8839724321,30912.0056677801,28186.6392619059,33554.5103756951,22718.4806897963,22874.3144342614,28118.0530420201,30298.3431070668,30234.7097416918,32927.2216262134,35045.60956147,32709.1386962589,31513.9168914394,29758.0494720498,37080.2965660137,36048.5387083871,31651.8410328167,30922.7595262846,21913.4913123306
"CH-TF-29",3082.7732531527,2055.14641148021,1435.27310907781,917.887378899459,16057.6140268816,7430.3808939944,7913.73099042683,14610.624104112,10776.4328043825,12223.4450136317,14158.231788099,13341.5707973465,9971.35749571949,12063.3976780555,16081.5044935026,11690.944075416,14795.0604142951,11795.9852953895,19031.3565827235,16572.8157885155,18243.5577479713,13812.659991919,8351.44895814943,12083.7365816741,13190.971361018,17369.5621340112,11939.7564768489,2433.04048347255,0,1182.30859573472,5630.37830426262,14401.60459369,11858.1064917129,12842.1633437779,13680.6950075433,12419.38243315,7898.96103144078,4819.73735119818,2487.82631364461,2483.26303339698,1650.14863934447,3560.50335611533,3416.47056915844,14453.0741697766,6840.52571760752,8067.20077946314,11009.5605785377,10912.9091833157,6926.90735018371,3007.37681406531,5745.65906458839,5204.47201225564,3453.95860440233,4025.35920505306,2457.26548707965,2316.22075612862,4517.88966226175,23093.5450437992,19724.0288713018,26215.8696830126,27272.0726246803,25213.2417000569,24876.2510587378,29831.0565261675,26780.7648665303,32971.9858094927,20960.4217514218,21171.7618150639,27098.4526476987,28198.8321227204,28541.5944267442,31194.6432115652,33184.1182099343,30571.1660075109,29275.7280563925,27509.433581815,35335.1268127805,34186.2790819388,29498.5038586644,28734.2932820555,21569.689112966
"CH-TF-30",3882.96619840811,2313.87587359181,2117.13348493824,1874.47174817695,16828.2117710056,8464.80857347482,9063.01917182639,15382.7637511423,11769.533264671,13264.4158638237,14891.8104330173,14457.0303248566,11149.2143410827,13242.3615114543,17262.9954061726,12520.0008367208,15827.5029413893,12403.3102200146,20124.7768884483,17613.7905939365,19305.827006475,14862.9570522507,9342.27773679886,11757.4744799872,13825.5380747675,18177.9538985485,12881.9496536894,2059.00723271047,1182.30859573472,0,4662.50166392311,15458.8909109496,12940.3736350406,13849.1212633846,14391.6873927302,13298.2058651798,8883.6026161895,5806.78788525363,3545.88891729052,2712.28925396882,534.239048548833,3552.99569215635,2378.99971916966,15528.4583404396,6203.53524764412,7570.30336975355,10755.732910983,10188.7944845874,6200.68394163737,1871.31821031522,5182.25784385274,5012.67613376151,3246.04157687553,3849.02369769331,2362.78825221696,2410.22528260449,5182.79160282038,24263.2141795099,20884.5542358493,27396.8790481778,28376.8697060269,26389.0301020516,26020.2259892105,31002.1778554514,27962.9471940314,34081.6839674777,22119.5838472828,22337.869401368,28263.9426661625,29265.4258636456,29706.5667518209,32354.0195628997,34320.8660174975,31619.2580049479,30266.9902349593,28494.4356021324,36491.8939995331,35322.6041965053,30539.5818712002,29756.9828548288,22625.8201232208
