"","CH-LTAzI_EA-24","CH-LTAzI_EA-25","CH-LTAzI_EA-26","CH-LTAzI_EA-27","CH-LTAzI_EA-28","CH-LTAzI_EA-3","CH-LTAzI_EA-29","CH-LTAzI_EA-30","CH-LTAzI_EA-31","CH-LTAzI_EA-32","CH-LTAzI_EA-33/34","CH-LTAzI_EA-35","CH-LTAzI_EA-36","CH-LTAzI_EA-4","CH-LTAzI_EA-37","CH-LTAzI_EA-38","CH-LTAzI_EA-39","CH-LTAzI_EA-40","CH-LTAzI_EA-41","CH-LTAzI_EA-42/43","CH-LTAzI_EA-44","CH-LTAzI_EA-45","CH-LTAzI_EA-46","CH-LTAzI_EA-5","CH-LTAzI_EA-47/48","CH-LTAzI_EA-49","CH-LTAzI_EA-50","CH-LTAzI_EA-51","CH-LTAzI_EA-52","CH-LTAzI_EA-6/7","CH-LTAzI_EA-53","CH-LTAzI_EA-54","CH-LTAzI_EA-55","CH-LTAzI_EA-8","CH-LTAzI_EA-56","CH-LTAzI_EA-57","CH-LTAzI_EA-58","CH-LTAzI_EA-59","CH-LTAzI_EA-60","CH-LTAzI_EA-61","CH-LTAzI_EA-62","CH-LTAzI_EA-63","CH-LTAzI_EA-64","CH-LTAzI_EA-65","CH-LTAzI_EA-66","CH-LTAzI_EA-9","CH-LTAzI_EA-67","CH-LTAzI_EA-68","CH-LTAzI_EA-10","CH-LTAzI_EA-1","CH-LTAzI_EA-11","CH-LTAzI_EA-13","CH-LTAzI_EA-12","CH-LTAzI_EA-2","CH-LTAzI_EA-14","CH-LTAzI_EA-15","CH-LTAzI_EA-16","CH-LTAzI_EA-17","CH-LTAzI_EA-18","CH-LTAzI_EA-19","CH-LTAzI_EA-20","CH-LTAzI_EA-21","CH-LTAzI_EA-22","CH-LTAzI_EA-23","IX-LTAzI_EA-2","IX-LTAzI_EA-1","IX-LTAzI_EA-4","IX-LTAzI_EA-5/4XO-LTAzI_EA-5/4","TX-LTAzI_EA-2","TX-LTAzI_EA-3","TX-LTAzI_EA-4","IX-LTAzI_EA-3/1TX-LTAzI_EA-3/1","XO-LTAzI_EA-1","XO-LTAzI_EA-2","XO-LTAzI_EA-3"
"CH-LTAzI_EA-33/34",3045.09544344166,2624.12445405566,1851.2678845623,2434.37476278276,3752.81370966353,13760.1250923215,2894.01762621843,3215.32826101982,1580.83957800407,1713.28909401566,0,892.383752575444,1458.79429179877,12509.9175593084,2955.66012696655,2916.03449143656,3617.22023384208,4083.9114737236,3772.90375270823,4438.82431000212,5446.57265433676,11467.8300723971,9712.12860361443,10358.0924140914,9873.19883541825,11855.7146808539,13612.055251778,11831.4351480575,12115.762229206,8126.70004994892,12614.720282735,12835.7528704111,13937.8028368203,8798.77069010436,17836.7568110266,16459.9877937218,13877.4640815652,14185.9865459272,14760.8689764578,15065.6991656918,16258.656946823,16387.8209082972,16520.4973640656,15970.0796678744,14586.7701539016,5757.21890277611,17545.8451304769,15890.905827884,4020.03435703957,16472.7244405027,7948.8539565136,6288.64872244994,9489.7282655728,15032.0242883997,5708.86907013876,4485.27789708143,4465.23032515924,4195.30798620791,3719.52901321021,3300.90713115012,3583.96060647264,2869.54213747828,2082.35392147542,2157.07120242396,22942.0476978412,22013.7444404686,21236.3840102011,32745.504673445,26712.4428562932,28381.7076292384,29792.6918466921,23998.2501583931,21426.349684041,21245.0386714621,19686.9635984546
"CH-LTAzI_EA-35",3578.58708242735,3063.90184953155,2193.93059154451,2246.59148706444,3579.03650442022,14027.3209683681,2001.63387370378,2388.41219782293,884.191119732961,895.681491231341,892.383752575444,0,1432.00017767163,12718.4437229292,2120.44916330565,2822.51661195052,3545.88856917755,3907.0835795131,3506.35198062745,3962.69721039954,4945.08976679305,11073.2520774387,9365.87614075124,10718.7899994323,9275.57345706433,11304.0829271711,13078.5554817602,11224.7349379511,11477.9534697442,8455.33636302455,11858.9627475069,12126.0673375053,13273.077983842,9386.56974052495,17096.4988220194,15731.941947903,13099.8944765014,13416.1451099183,14012.3510087545,14287.4762859477,15505.5104731738,15628.6139698186,15751.9504715736,15186.6164881393,13778.8907967022,6500.44181548028,16769.1200517522,15030.0604597054,4701.18480009114,16468.0924135985,8787.45009155033,7176.93201099526,10377.4133900392,15024.1196874358,6520.74120439379,5035.18430089352,5239.17185712792,5043.83152141724,4336.86800141838,3911.38095577616,4476.34177109707,3743.1655798369,2973.42534452861,2945.05490431724,22786.2705320793,22017.4725517242,20661.9696954628,31944.4952762276,26261.0987391515,27894.2996329462,29391.8394354802,23542.2125250956,20655.5981252341,20463.2367421802,18890.7546790716
"CH-LTAzI_EA-36",4486.92176855322,4082.48606301601,3299.25762313049,3648.04821472359,4988.45979687028,12597.2705259263,2769.42765192641,2574.70675392254,1129.02656352231,2192.30663946336,1458.79429179877,1432.00017767163,0,11286.6254545091,3243.37518909889,1467.31303489094,2181.65992825906,2626.45113115747,2321.01218672815,3080.63485238779,4090.10328637135,10028.0270466754,8261.72772317695,9310.41287961627,8565.76674205578,10499.6046141976,12238.5399811297,10525.3234912707,10842.8278870321,7040.56607985677,11524.0169662988,11659.5926387648,12692.3329658901,8135.95324234886,16698.9068627051,15303.3463513895,12829.1151948504,13118.7677417469,13647.0085392356,14014.3910680525,15149.4601904236,15290.6128320182,15442.8113191235,14928.2484907344,13614.0985806252,5525.97176718138,16483.8024238351,15113.4564660631,3661.82606469106,15090.0163142198,8045.04565973348,7040.49424102149,10208.6604178222,13646.9681540502,6832.78916124801,5910.96685303034,5688.65501201895,5244.60528716667,5118.58287603459,4709.16480786067,4302.17371445495,3355.35066340115,2851.01107715224,2304.30269276803,21500.1877780127,20637.1543245333,19885.1413969727,31723.0074374416,25285.1566747187,26970.2146415798,28348.2730245801,22573.6138743734,20343.1949278551,20187.2387279899,18667.6844172972
"CH-LTAzI_EA-4",14919.3489255708,14782.3854918794,14245.2154865298,14905.7993940878,16244.3235227119,1566.66318155765,13392.24696568,12512.5461193132,12183.6324509092,13404.7049958913,12509.9175593084,12718.4437229292,11286.6254545091,0,14174.6668254023,9981.83421401724,9295.6590722165,9163.19818642821,9689.96567444221,10150.935011311,9901.1636488253,8218.89328312529,7502.25946188033,2936.13862871653,10685.1211584658,10588.7821392683,11037.4845787675,11438.2025946379,12065.790302431,4561.35695739073,14501.6082021768,13702.8847378854,13464.1797936768,6218.63129345277,17615.8247587693,16348.3053717156,15746.4121301593,15764.3811720872,15654.2026545446,16545.2350816522,16774.2594075203,17007.6861555537,17326.8943279419,17304.1571646774,16974.3416188871,9132.34086698022,18283.2833011043,19647.7761762486,9462.55584554678,5186.25788164347,10607.9959156546,13435.7296956662,14976.0580815795,4138.6139162927,15018.2377410078,15989.8123697934,14716.7120719386,13757.1387079199,15149.0104643138,14875.1414709223,12314.6044768041,11592.6679974478,12129.7848215466,11100.1661249932,12379.0664082433,10163.0451400045,16859.4829214089,32043.0880384647,19474.1918929182,21526.6712426177,21558.6204467157,17164.6352312897,21185.4115072722,21331.7641288069,20467.6786033865
"CH-LTAzI_EA-37",4694.05601553381,4088.0598977169,3289.73227789997,2326.35623120402,3161.00837908022,15567.6719346558,882.873242974754,1932.53156720833,2133.25701513346,1242.64145527287,2955.66012696655,2120.44916330565,3243.37518909889,14174.6668254023,0,4240.86810951788,4890.86287430292,5027.66049128134,4514.90890864209,4414.75341716374,5190.4919459036,11286.3948648936,9752.51644772209,12429.5836048652,8945.01096216583,11062.8864461217,12856.8384549198,10809.1647999236,10951.6268061662,10150.7544102156,10877.0237921956,11325.5798315274,12619.619673614,11378.0754329402,16117.1609349237,14812.7296386915,12004.8609925812,12351.0745719931,13029.9854190448,13175.6906671297,14488.1141115489,14584.9864176119,14667.8818299384,14042.7537326178,12535.1520477528,8609.48296875563,15641.6362897115,13481.134854697,6789.23133770636,17494.590841172,10899.9086870586,9080.38577577432,12257.4822702109,16058.1155670462,8108.5384378166,6026.6664775247,6758.0437098551,6789.78251575683,5539.96150782205,5142.19476755267,6464.4367348444,5821.90852537425,5003.61258541054,5065.34483030778,23444.4914752316,23023.4228051303,20231.4646026314,30655.0684476578,26160.641730285,27685.4646537465,29416.5188728818,23442.1407899791,19529.7047363276,19291.4127881771,17663.485737536
"CH-LTAzI_EA-38",5907.3872572257,5531.24577919893,4763.72000561788,5068.50867970369,6401.12518063138,11344.498135956,3543.41500275777,2904.15817696394,2202.42702538595,3428.68675002477,2916.03449143656,2822.51661195052,1467.31303489094,9981.83421401724,4240.86810951788,0,723.660871828939,1180.02709834698,1006.74534883444,2067.79784484321,3000.14079980192,8657.8922022999,6864.72203770812,8197.37637631993,7463.11508062809,9296.50161641535,10996.8861674752,9406.8274618774,9775.12331148192,5920.13661776869,10715.8055699404,10730.1873430044,11653.9210928604,7461.82571058212,15791.4615464895,14377.0349720087,12065.323637475,12327.4345976657,12788.9420526358,13237.1124598704,14288.1557200189,14444.4763217638,14621.5884124739,14157.0075937042,12941.6207240128,5434.49161412124,15677.325356728,14667.0529279442,3629.14793641708,13647.0748697865,8164.54736865081,7811.61179343332,10880.4993827165,12203.2442964515,7937.82008110694,7306.0519760738,6900.81295767014,6326.54980136581,6490.88618266204,6093.62004307983,5172.61679581869,4139.92193862731,3896.53674442364,3034.55341157665,20032.9304114587,19196.1472251746,18663.2375697026,30925.1747241443,23928.7598903397,25642.5481631286,26954.6464477856,21223.6202308299,19493.7847588809,19370.7223252373,17905.6566060756
"CH-LTAzI_EA-39",6575.76763058195,6219.70987197031,5468.12232129444,5792.06749191344,7124.13674855534,10677.0434433145,4149.72328217037,3405.57717799257,2904.00907146163,4134.6046609301,3617.22023384208,3545.88856917755,2181.65992825906,9295.6590722165,4890.86287430292,723.660871828939,0,614.495853766875,806.472137407871,1955.03153777073,2735.45277497553,8067.21524134394,6254.35355206878,7598.18342382391,7085.12357874303,8835.337632307,10501.6030396226,9004.66337738016,9405.26961130829,5330.65727746592,10502.9142809001,10443.8727150973,11294.7482069512,7086.06104000627,15500.6756330565,14078.6219881585,11871.4895342635,12116.4158983575,12536.7185030569,13030.5511209562,14028.8608911113,14193.6485984384,14384.8111312139,13950.648355943,12795.9408193309,5393.03556474145,15446.1211300617,14637.3911679638,3689.65685579561,12923.4205179283,8178.79604280083,8145.73384389854,11142.9883881159,11479.5980580354,8432.42159101156,7955.43088369885,7454.83126018319,6822.96407150456,7129.40500470602,6740.32078050783,5589.96693999306,4546.7199620324,4416.89759566946,3468.66123641673,19325.0116613949,18472.4864698076,18168.7857021328,30678.4479379476,23334.6581583981,25069.3872161328,26330.1386490065,20635.532783954,19229.7385572147,19125.8529749278,17694.6571518717
"CH-LTAzI_EA-40",7086.88479108616,6704.69516839166,5924.6679038352,6145.17801080227,7461.19313789233,10587.0797485091,4229.5187944654,3374.84120901408,3178.32813840224,4401.49377405031,4083.9114737236,3907.0835795131,2626.45113115747,9163.19818642821,5027.66049128134,1180.02709834698,614.495853766875,0,533.722632627363,1493.36960176649,2163.59523099988,7491.65963275528,5690.34229999963,7645.23333450624,6472.69927249473,8222.68318603507,9893.84909231158,8390.4426033497,8792.94982046957,5409.72974917448,9921.34224118438,9843.69937748294,10683.0794282422,7391.42363971932,14898.0370155045,13474.8892442548,11294.7162426084,11534.255289902,11943.2612564629,12449.1831467883,13433.1704362673,13599.8971137047,13794.4883291516,13368.8822776665,12234.8292637909,5918.00667923873,14856.88277309,14123.5184557526,4261.7260142782,12592.1862177581,8717.0926917496,8759.01045492224,11747.7079703312,11148.5525516374,9035.58133247098,8485.64050142989,8040.69107491188,7425.04311710643,7668.70443444533,7272.76339799357,6202.53095669367,5159.51446647511,5010.9173539044,4077.70350506183,18889.9740462829,18140.6557771037,17561.6884799995,30083.1660267023,22762.6540986946,24486.9045973602,25777.9742590381,20060.1535079727,18631.8134748849,18532.3006833609,17110.2308603174
"CH-LTAzI_EA-41",6807.93247825154,6395.39925551487,5588.74362550175,5724.35509207713,7026.20577228642,11118.269731385,3706.12126564359,2841.27772614821,2732.11030496946,3939.9416002856,3772.90375270823,3506.35198062745,2321.01218672815,9689.96567444221,4514.90890864209,1006.74534883444,806.472137407871,533.722632627363,0,1157.31588298105,2013.81439174521,7710.59088802889,5940.81292136536,8174.40312285825,6458.66737300533,8292.28849968318,9998.60989947243,8400.68668687035,8772.50118936656,5933.37083692863,9766.45186097015,9749.3133397916,10653.5703552116,7844.71327947667,14810.5501908984,13393.209851398,11126.5357900546,11379.770205901,11822.2060938211,12292.0659308464,13318.9155588648,13478.8537773801,13662.2601858601,13212.3648227063,12031.2291454199,6191.87813098204,14720.8549721666,13841.0545965032,4462.40969226406,13055.3514263197,8970.3387888172,8797.78591113289,11842.1172370722,11612.8395812833,8942.65532526832,8228.8443626204,7892.63006577331,7331.69154712427,7428.21403061836,7023.0432307083,6175.50572422711,5140.03715659259,4900.35339401735,4037.26534245101,19281.4988644047,18601.0320471502,17663.1754935181,29963.4664587314,22974.4694051693,24673.3084723182,26027.7611222467,20265.3947371395,18523.6415297279,18408.7236268863,16959.538171633
"CH-LTAzI_EA-42/43",7470.37492226862,6999.48373049508,6146.27858252158,6037.7102410401,7264.19454514079,11635.7617919835,3538.84498781258,2517.9997385956,3091.77030641296,4157.73056214592,4438.82431000212,3962.69721039954,3080.63485238779,10150.935011311,4414.75341716374,2067.79784484321,1955.03153777073,1493.36960176649,1157.31588298105,0,1010.76749502182,7117.64533046959,5448.50267676105,8913.17192004233,5489.75426714359,7424.39292618924,9174.18380417801,7448.07065594663,7779.62811134765,6736.08727119961,8648.01108785732,8676.56333258364,9643.22507567425,8867.5907871125,13736.0072486488,12325.3002608537,9998.84240860271,10259.7278838428,10724.2265008663,11169.6643794369,12224.3592392211,12379.1095722589,12554.4928411502,12089.6422524675,10886.7324051099,7347.22096235419,13609.7773302971,12684.2620776087,5617.40556750234,13109.8236282941,10127.6207689939,9870.12586874386,12948.245518356,11679.906874461,9883.51251648531,8919.73849728027,8766.82268437845,8280.99559167044,8157.42814706746,7739.66333711528,7202.75795670966,6181.88766286656,5852.80816206309,5073.06816887642,19056.5482089781,18624.8402736735,16809.4656509346,28858.1418582653,22303.2426927033,23952.1303382127,25429.8664882213,19585.4796262223,17429.8998632473,17303.9772671649,15838.2128720524
"CH-LTAzI_EA-44",8472.98012500867,7994.57221860624,7135.57277147325,6964.72447111607,8154.97609007696,11425.4677775373,4307.90016907349,3258.09826230377,4066.19455608702,5075.15214046297,5446.57265433676,4945.08976679305,4090.10328637135,9901.1636488253,5190.4919459036,3000.14079980192,2735.45277497553,2163.59523099988,2013.81439174521,1010.76749502182,0,6174.14358976797,4567.45155633048,8952.78077600423,4488.93466587452,6413.71186783466,8165.48842857227,6444.90915891215,6788.4776617911,6880.57725642038,7767.7249042268,7735.58693394311,8660.33427412832,9267.16108065341,12796.912542868,11380.1508507383,9136.29228454502,9381.28741130286,9811.1459864408,10295.2401434316,11306.7233731025,11468.034995977,11654.6058630317,11215.3831243076,10071.2873835,8074.4105953673,12714.6858777763,11996.073487336,6421.04922288511,12507.5865257458,10877.3179550496,10809.0108076196,13854.4976391782,11094.6072311916,10880.3873170255,9924.28735805671,9773.86688467313,9275.00093528659,9165.87375236072,8747.42359294263,8168.22637501491,7138.88689407023,6843.62931886665,6031.84547748365,18258.3428808283,17982.9660026264,15798.7039979353,27953.3196118103,21316.2124937368,22954.1640693426,24461.9411054917,18597.1652507984,16510.8968900807,16399.0254438105,14960.0206892496
"CH-LTAzI_EA-45",14511.4835105664,14076.4400028272,13241.0555646498,13138.4896631392,14321.2651610325,9670.32213691491,10414.4297974385,9370.23955500981,10208.3766162504,11249.2464691741,11467.8300723971,11073.2520774387,10028.0270466754,8218.89328312529,11286.3948648936,8657.8922022999,8067.21524134394,7491.65963275528,7710.59088802889,7117.64533046959,6174.14358976797,0,1839.47909978775,9254.95846225861,3321.3643189851,2395.89893306673,3052.63420383905,3298.44632872432,3915.94845951998,8388.52976729746,6472.38946189467,5556.42489046962,5252.78034292127,11448.8524347159,9512.09866213288,8187.25265112276,7614.64595551181,7595.07693296435,7439.24153136424,8343.97902114564,8568.5749679336,8799.83007351646,9114.55534740674,9087.20177427436,8852.48334893634,12119.8925977754,10087.2652360656,11617.4459293449,11061.4828645147,8029.87132595122,14748.6332071527,15874.0377580039,18562.5627092207,6908.69476812186,16456.2562432248,15938.6957815255,15520.7735648765,14856.9373267549,15138.1319708845,14733.6327387819,13545.0928092011,12511.9989198167,12477.4761479603,11487.5697066571,12447.3997484245,12946.2169319729,10363.756330473,24406.0011993704,15271.2641446932,17005.6088446937,18326.6706770579,12568.8711900351,13199.2061447216,13286.6334831172,12305.7086652459
"CH-LTAzI_EA-46",12748.5275670748,12331.3967631178,11510.3153047674,11485.4819966844,12707.2022937109,9041.9574336993,8871.07339592303,7820.55871304707,8516.51033982205,9605.89561509047,9712.12860361443,9365.87614075124,8261.72772317695,7502.25946188033,9752.51644772209,6864.72203770812,6254.35355206878,5690.34229999963,5940.81292136536,5448.50267676105,4567.45155633048,1839.47909978775,0,8005.8989449817,3188.833023122,3471.16035211534,4684.11374239667,4149.82031798347,4760.69481857935,6841.1025816731,7041.2754542415,6342.95670854919,6439.8538345116,9884.4258543377,10831.310244501,9445.02887404475,8338.52516721131,8401.06091900518,8420.1435026387,9237.96560774133,9706.47057314664,9924.96450537258,10212.5120761952,10063.551883626,9546.46384632958,10328.8715902534,11237.6122292454,12161.871524414,9228.87444736414,8490.46066782561,12994.3158053805,14037.8274250272,16748.2889747032,7187.0710072013,14622.6932637649,14164.4680086852,13700.9640984382,13025.6374652186,13354.7593725744,12954.8077180518,11707.5964021721,10675.7144028885,10654.9911683762,9656.91853189038,13729.8255317796,13761.9222640695,12174.8955429327,25916.6017994192,17081.8467686913,18834.2488418966,20091.0058283564,14386.597835922,14585.9067144893,14624.0450428065,13509.029506943
"CH-LTAzI_EA-5",12471.3541222401,12408.2461488754,11970.0383219443,12792.1176067059,14105.4820515325,3620.25876228546,11736.1854697983,10991.0233440872,10329.5955926885,11498.0295973332,10358.0924140914,10718.7899994323,9310.41287961627,2936.13862871653,12429.5836048652,8197.37637631993,7598.18342382391,7645.23333450624,8174.40312285825,8913.17192004233,8952.78077600423,9254.95846225861,8005.8989449817,0,10966.8649877203,11430.2896589378,12283.8359376785,12154.8296134793,12766.5229551686,2278.86821511827,14953.7325007387,14335.3408124692,14404.9171683958,3288.84957194399,18749.0503401605,17394.4473171521,16294.2937136565,16381.9602003316,16425.9355289654,17233.8861577174,17698.7735520893,17920.4144418145,18213.0406064984,18067.9393793265,17476.1330261237,6304.15526281536,19229.9518421975,19963.0992549646,6891.38449274304,8097.98253624586,7672.56248484183,10560.1464991735,12040.5192680937,6953.48680749924,12231.6806929333,13428.7516770474,12036.0282449734,11055.1419735919,12607.7864273889,12371.2401195818,9642.95604450464,9020.5212039561,9652.96646822274,8686.7091392777,15294.6108541156,13062.9716954088,18862.4838504545,33612.4796904081,22053.9835337644,24072.7175020024,24300.0938201195,19641.3012769949,22453.7148989503,22533.4949946666,21489.4349283775
"CH-LTAzI_EA-47/48",12851.3875827082,12336.4476432481,11459.2754762806,11065.1324590159,12097.5238064271,12229.0956996032,8133.92772003852,7163.39185052027,8394.16706722263,9213.00138142199,9873.19883541825,9275.57345706433,8565.76674205578,10685.1211584658,8945.01096216583,7463.11508062809,7085.12357874303,6472.69927249473,6458.66737300533,5489.75426714359,4488.93466587452,3321.3643189851,3188.833023122,10966.8649877203,0,2128.25512907003,3916.20204863545,1960.00899019804,2320.2662051726,9483.89687199987,3996.70039175016,3543.64621359297,4211.71202694418,12404.0447895654,8500.36116854225,7071.36645787317,5363.50769070693,5495.42919913911,5701.83963247516,6387.57619117958,7133.45544376339,7324.87513817727,7564.7347268913,7273.5550385317,6518.1606771439,12102.0147492982,8626.88866242913,9026.05987220726,10647.3353398452,11298.8057217082,14893.5591992441,15230.5293126019,18204.2636396744,10105.5876030655,15369.3099556923,14308.5017106414,14254.3634088472,13763.5072286159,13582.4302846957,13159.3958460076,12634.0851026693,11597.3858154909,11331.4673795156,10495.9022379328,15595.273231963,16265.2765485686,11388.4796981463,23725.3457596335,17223.1730923867,18743.187535151,20521.1290919698,14507.6726233705,12270.8529847982,12219.5087463078,10916.8528347552
"CH-LTAzI_EA-49",14866.4597250756,14367.8221500315,13496.1935856523,13155.5184984397,14209.9828271279,12056.3564637892,10243.0205917031,9257.73541579788,10419.9681749139,11290.0647789928,11855.7146808539,11304.0829271711,10499.6046141976,10588.7821392683,11062.8864461217,9296.50161641535,8835.337632307,8222.68318603507,8292.28849968318,7424.39292618924,6413.71186783466,2395.89893306673,3471.16035211534,11430.2896589378,2128.25512907003,0,1794.5389893817,938.880410700461,1531.41566710618,10306.8168358045,4122.71607468978,3164.16758910249,2976.42667321868,13340.6155057837,7360.15183720998,5977.25939077927,5221.90481983857,5199.31968231656,5069.83046154338,5957.58145474856,6272.73109917305,6497.32005550067,6798.39625349298,6721.97860570448,6460.04970073944,13527.8381560577,7802.78652319807,9240.64374528933,12230.0581973573,10213.5672515175,16265.8254104334,16939.5337682278,19814.3646249509,9190.16211210107,17234.3162504344,16321.8279250262,16169.9694263109,15622.978590608,15574.8918932203,15154.8044886874,14425.1701971111,13382.0258310828,13192.5641819226,12297.9096866956,13781.9257339666,14811.0502804776,9385.59453530516,22475.3820287767,15099.1850304034,16638.3943358474,18393.1906591664,12382.3116854727,11117.4803954482,11152.9122112069,10059.3291208482
"CH-LTAzI_EA-50",16632.9590057334,16141.0539924833,15272.0104709919,14947.5202956099,16004.5094096325,12404.8715020888,12037.5517791437,11051.034377632,12194.4061804596,13079.4257327856,13612.055251778,13078.5554817602,12238.5399811297,11037.4845787675,12856.8384549198,10996.8861674752,10501.6030396226,9893.84909231158,9998.60989947243,9174.18380417801,8165.48842857227,3052.63420383905,4684.11374239667,12283.8359376785,3916.20204863545,1794.5389893817,0,2248.62245019978,2488.58044971888,11430.8832680994,4820.5294056622,3686.40162425161,2696.54670831698,14490.6909603516,6578.34295741855,5337.01752617197,5556.14015172915,5406.63306539703,4991.42355871356,5964.81753037597,5845.89262614775,6084.99157282266,6422.78504444985,6553.59258112091,6741.47716230089,14985.7485801726,7309.43100449169,9587.73556474411,13787.1636731106,9778.34004233467,17673.5045597917,18547.0329068835,21355.6042149856,8960.32262709266,18926.8622916052,18086.6588403942,17889.8669286067,17315.4764836093,17331.3286909624,16912.8657779999,16084.9329269335,15041.706561031,14891.3285785166,13970.2635512527,12471.4617696752,13901.4463463652,7668.14952415809,21354.3459992282,13307.0640782648,14845.5809609087,16616.630249964,10591.5390969614,10195.1612321926,10311.4598631702,9442.42659745252
"CH-LTAzI_EA-51",14802.3933615019,14282.4926759433,13403.7402289464,12973.278440734,13969.4851405668,12922.8182857037,10020.5862853111,9074.38577205645,10344.9341380678,11136.5908787617,11831.4351480575,11224.7349379511,10525.3234912707,11438.2025946379,10809.1647999236,9406.8274618774,9004.66337738016,8390.4426033497,8400.68668687035,7448.07065594663,6444.90915891215,3298.44632872432,4149.82031798347,12154.8296134793,1960.00899019804,938.880410700461,2248.62245019978,0,627.621100680492,10916.6817236436,3187.87873350934,2268.28063170828,2380.46047213987,13920.663030771,6778.08223586773,5363.1117427231,4323.32995820768,4326.26642063874,4274.70430523111,5121.11145788389,5566.90305971656,5781.7820720898,6064.60647091701,5923.10630122406,5559.61987994753,13897.5382174236,7096.22503679785,8319.97331847006,12511.8955314007,11151.6129526577,16666.8428989348,17147.5557848376,20088.1925451334,10127.4506725891,17323.9157527403,16259.4168585628,16213.7835061605,15716.8378255559,15538.1900921496,15114.7513673076,14572.8348802203,13533.7102234844,13284.0833859583,12435.668721354,14577.7438534875,15711.1092699828,9453.07110860287,21977.0536813827,15434.1391138801,16891.3703021807,18797.0805976973,12732.3360609527,10557.7693654991,10555.1669664656,9376.12672819206
"CH-LTAzI_EA-52",15055.7260617649,14523.8518133266,13642.6902699688,13156.3236654738,14111.3424309498,13549.6379966352,10187.3973826177,9271.50004237947,10603.9904630213,11343.8735805578,12115.762229206,11477.9534697442,10842.8278870321,12065.790302431,10951.6268061662,9775.12331148192,9405.26961130829,8792.94982046957,8772.50118936656,7779.62811134765,6788.4776617911,3915.94845951998,4760.69481857935,12766.5229551686,2320.2662051726,1531.41566710618,2488.58044971888,627.621100680492,0,11497.8763017435,2601.39834575017,1642.9224687327,1893.47416827373,14489.6308454987,6242.06348002821,4818.19544437226,3700.04658165504,3698.76524998642,3659.44928431222,4495.70016373879,4979.88339126924,5190.31228062702,5465.68478091564,5304.51345773793,4937.31091710375,14382.4903209094,6505.32684321854,7709.41543436216,12958.2668064321,11713.7569692393,17162.8303253371,17550.4410380954,20521.7003448269,10713.4048881411,17662.9259329551,16511.1625497782,16528.4371330706,16060.4627337659,15806.714578437,15382.0233972886,14947.5731806914,13912.4491607966,13630.8076498146,12809.3194240664,14939.0647623584,16191.1295661985,9280.09535236799,21460.6918242425,15422.1202431893,16819.5433598314,18829.1855007314,12737.5350228496,10022.7847306869,10003.1647526385,8790.75692588832
"CH-LTAzI_EA-6/7",10383.4332761564,10274.8194738382,9787.16648081848,10556.5808261668,11879.3190437106,5661.54042448955,9460.92759578105,8731.37173448281,8051.85976311398,9224.89132318702,8126.70004994892,8455.33636302455,7040.56607985677,4561.35695739073,10150.7544102156,5920.13661776869,5330.65727746592,5409.72974917448,5933.37083692863,6736.08727119961,6880.57725642038,8388.52976729746,6841.1025816731,2278.86821511827,9483.89687199987,10306.8168358045,11430.8832680994,10916.6817236436,11497.8763017435,0,13469.7316555983,12979.7083784027,13259.3561108337,3060.3450163482,17662.2431702713,16264.7055873993,14846.0334856691,14976.577406447,15121.1631580208,15860.8207666886,16477.6809682837,16687.7383488309,16957.6874002403,16731.9854926966,15981.2073449564,4776.65141926754,18002.6077833244,18329.4211387034,4902.48280279401,9311.9393096415,6823.8703366461,9103.54480406477,11070.5604079286,7986.8644932765,10532.0139652601,11430.3038705391,10168.2873520674,9218.70776738937,10591.3813430531,10323.9080903862,7768.45750730406,7031.32287682806,7580.7504779664,6567.25165150019,16401.5572052435,14616.8652906562,18518.0360220635,32749.9396644138,22362.4188577671,24315.1372608597,24866.1480444402,19827.8786416046,21424.2971585987,21452.9821114938,20288.5689244828
"CH-LTAzI_EA-53",15354.9323050794,14780.2918604345,13906.5562365416,13189.9637530473,13948.1703793795,16013.9837530738,10244.0647029956,9495.70641173679,11038.3180741762,11531.2492458286,12614.720282735,11858.9627475069,11524.0169662988,14501.6082021768,10877.0237921956,10715.8055699404,10502.9142809001,9921.34224118438,9766.45186097015,8648.01108785732,7767.7249042268,6472.38946189467,7041.2754542415,14953.7325007387,3996.70039175016,4122.71607468978,4820.5294056622,3187.87873350934,2601.39834575017,13469.7316555983,0,1145.96961473816,2580.02217614029,16355.8888938623,5251.19347840994,3938.67363503365,1394.40534389146,1613.6044379405,2159.39774238032,2527.86197999504,3646.57457121252,3773.29897225576,3919.0800202431,3447.77783147553,2522.78010184684,15779.1662149471,4965.90795211984,5159.11138107181,14182.9773552434,14313.1024403084,18588.0923062196,18500.9717612099,21596.0697231603,13312.2823930224,18310.3274623516,16779.8097039754,17078.7217710182,16750.0555477769,16160.494117201,15737.1874382147,15798.1979689624,14798.8610734192,14374.8764787606,13693.2584622654,17227.8819809971,18703.4283285861,10024.2197362511,20215.7484492731,16622.3548636452,17783.436531059,20147.153673484,14039.4862140224,8820.40944714721,8667.01905723371,7193.17514719714
