"","CH-ET-3","CH-ET-5","CH-ET-6","CH-ET-7","CH-ET-8/9","CH-ET-27","CH-ET-10","CH-ET-24/26","CH-ET-28/29","CH-ET-12","CH-ET-13","CH-ET-14","CH-ET-15","CH-ET-2","CH-ET-1","CH-ET-21","CH-ET-20","CH-ET-18","CH-ET-23","CH-ET-4","CH-ET-11","CH-ET-19","CH-ET-25","CH-ET-32","CH-ET-16","CH-ET-17","CH-ET-31","CH-ET-30","CH-ET-22","IX-ET-2","IX-ET-3","IX-ET-8","IX-ET-1","IX-ET-17","IX-ET-5","IX-ET-7","IX-ET-18/21","IX-ET-15","IX-ET-19","IX-ET-20","IX-ET-10","IX-ET-12","IX-ET-14","IX-ET-13","IX-ET-6","IX-ET-9","IX-ET-11","TX-ET-18","TX-ET-22","TX-ET-21","TX-ET-19/20","TX-ET-17","IX-ET-4/16/23TX-ET-4/16/23","XO-ET-3","XO-ET-8","XO-ET-9","XO-ET-5","XO-ET-6","XO-ET-4","XO-ET-1","XO-ET-2"
"CH-ET-3",0,1650.00502603639,2194.69088530717,2874.43593965325,3641.6693024152,10759.6861687357,3563.87162563644,11343.1714474367,12939.487851045,5831.61788708797,9011.04350591438,9427.11831558899,9974.75005252033,6225.10545199468,5412.04814423519,14286.0955329121,14357.734926265,14220.5655678743,11564.0529583087,1628.98539504146,5303.23261900169,14680.9297139553,10700.4423990351,20497.6316785855,13306.0989057976,13905.9483328995,20093.4650632301,20102.3326206118,14574.8836131049,16339.8259451873,16428.816539795,24542.309033742,12427.2237933806,15350.2558565238,19513.8700818525,20555.3384165556,21846.0258869893,19643.4299246751,23368.8135684635,23092.5734150632,24513.4877050405,25992.9578775309,28936.3643405018,31492.6543633438,20115.735266892,23907.5127973772,23132.2806318534,16211.2580647599,18850.2188399195,22779.1705635136,21800.5526248446,13750.5304278074,17933.3720700214,23679.628624006,30320.8746809758,30680.7823106275,24959.977231713,25154.7645518313,23241.5356685115,23138.8834943675,27016.7292590339
"CH-ET-5",1650.00502603639,0,617.965130144341,1469.9504034647,2116.62757143534,11018.8424178345,2295.67534092335,11348.3456387594,13538.5569181437,4636.10088174163,7483.99749595018,7920.11391797505,8511.86654990009,7459.64152822676,6866.07756423715,12851.1521743203,12901.0268311112,12700.1536079153,11269.650115689,661.7528331491,3665.1148323554,13178.8511234501,10786.6374318771,20833.9218485471,11698.9521684805,12358.001699233,20316.232821274,20192.9093784682,13138.0743073399,17896.1874918841,17957.8528045871,25602.6487878331,14052.6553083284,16505.5477226101,20753.6677988129,21785.6827565954,23044.0197445653,20456.8163512146,24449.8140673581,24237.4420214844,25681.8191701049,26801.9552896639,29949.0812765079,32489.4999044298,20946.0483420549,24979.2961189425,23968.4315137245,17806.3424561456,20300.0051465664,24214.7283339012,23329.2105941967,15381.165929589,19316.2816397741,24222.1176782118,31118.4496433373,31463.306768201,25465.3094181243,25633.9257217103,23745.7463306619,23898.0995434592,27773.3239852905
"CH-ET-6",2194.69088530717,617.965130144341,0,878.672850462352,1499.90867929352,10827.2530469207,1721.65172835704,11066.3374319026,13463.0602623839,4050.29477592146,6873.18024718179,7306.51290105495,7894.74211404561,7692.31495662404,7215.59191174758,12233.4242827134,12284.0806715458,12089.5458793564,10890.7213587645,739.651900015436,3113.95168099269,12565.7273908071,10535.2309223997,20641.960360088,11116.1981851057,11752.7625044456,20084.5779691872,19915.9791193294,12520.4031367475,18288.1293745906,18328.2235007735,25701.4690761003,14516.3653835138,16661.9510109526,20946.147738491,21972.1058900408,23212.5500702999,20451.7919447488,24559.4823092306,24378.2411174397,25833.0257238195,26787.6330205695,30022.3356473378,32553.8779242269,20947.4587931163,25084.0893405563,23968.4779768203,18233.1874673444,20613.3118412402,24516.0016424562,23695.7090036291,15851.3385376101,19589.3472385216,24102.8143809677,31095.9721327878,31434.2648266609,25330.4170312756,25488.9252420902,23612.312334968,23865.8463867206,27736.1874030298
"CH-ET-7",2874.43593965325,1469.9504034647,878.672850462352,0,812.124929771018,10302.9042951356,845.878864469089,10432.6643845287,13077.3962193303,3172.37753121949,6137.77038367913,6552.77055307373,7108.94455468588,7776.59061805083,7483.79535111111,11433.9206298578,11496.4239107221,11346.1296572528,10151.396963472,1247.20367743012,2655.61178950802,11807.8073744628,9939.22143194748,20096.9632167499,10479.4095376271,11034.902437748,19493.4437513809,19273.6117113858,11721.9738643184,18579.9405588807,18583.5994316411,25531.2767512292,14941.4126241648,16588.1972145465,20917.6502720934,21933.1621206938,23145.5982509756,20144.7073419395,24405.8446809068,24269.4959677697,25737.9010492855,26461.2436131159,29812.6864013532,32330.2659347743,20648.329082092,24922.9751572169,23663.8934344588,18585.5173529153,20771.8203754723,24650.585327966,23937.6783421778,16285.7048280353,19685.7659872704,23643.3130859366,30755.7482774683,31085.1955468343,24850.5209917309,24996.4636453372,23135.6600141223,23518.4021834983,27378.942708153
"CH-ET-8/9",3641.6693024152,2116.62757143534,1499.90867929352,812.124929771018,0,10612.3240026826,850.350912679417,10611.0218603052,13510.1539388673,2752.3147028865,5379.94309020041,5808.81016489574,6395.25356386916,8512.60302348093,8274.22332080015,10735.4089789336,10784.4077251717,10595.5126318586,10170.4145533445,2031.35299335204,1866.11748222472,11068.1938163214,10168.2466801265,20358.1206174469,9680.22205266508,10268.0412300825,19701.4804672988,19416.284298451,11022.1342463762,19367.9527804845,19362.5664628696,26110.0958702334,15751.0980579303,17233.0507727172,21582.9094433025,22592.2196207428,23788.580957873,20629.5462667501,24996.0953224432,24887.598719174,26363.2342313953,26924.9387028577,30362.5019071205,32869.122085223,21138.8370136983,25508.0857655708,24147.2207946029,19385.6039842057,21519.6284028387,25388.0355582944,24711.4228754663,17095.9482347983,20410.1821076586,23990.166273463,31205.4487160577,31527.3080572879,25175.9060581788,25308.8555129668,23465.9404079134,23967.0218193867,27816.3074657111
"CH-ET-27",10759.6861687357,11018.8424178345,10827.2530469207,10302.9042951356,10612.3240026826,0,9764.75254663338,1776.44077007921,3480.05531312881,9030.94906156682,12053.213722066,12030.1015500049,11828.3399567435,7090.02978931729,8675.96688317363,14100.7704957336,14410.1641540816,15148.7443741959,3778.12084372186,10357.0910765517,11912.6872359035,15224.893046594,1149.37034073413,9816.76780524022,15976.9314582235,15332.9962954375,9335.57946952197,9396.61803598153,14323.9986223184,15292.3495541173,14849.3111651847,16711.2482734571,14136.6819273172,9463.23908600492,13658.3629938205,14474.1037155572,15324.6600581034,10572.9447760477,15761.730939591,16005.2762947097,17515.7693805822,16636.60988719,20596.8218972248,22983.6911673428,11107.9848818107,16197.0422749321,14001.9428872304,16053.1031156892,15551.2926598567,18752.2304817999,19324.8000000667,15269.9959098628,13911.4479119383,13386.4670735467,20826.8650328625,21118.2692763948,14563.5847095736,14699.1190855696,12854.2622452005,13635.7377046284,17407.2515423829
"CH-ET-10",3563.87162563644,2295.67534092335,1721.65172835704,845.878864469089,850.350912679417,9764.75254663338,0,9788.27642030541,12662.967178631,2341.71698782677,5538.25873690548,5924.51010304987,6432.23204736854,7853.04822365917,7737.08513872746,10726.3964911139,10804.7364426242,10712.2098781014,9408.31964010014,1957.32212362193,2540.43660029244,11154.3995658699,9332.82105353645,19518.7863527254,9978.88307744381,10433.9204154457,18873.530239287,18607.4325434396,11015.4764916332,18802.95204964,18771.2558884082,25299.0364541291,15301.9183698492,16463.1056045411,20827.0206458378,21830.9007693971,23014.760529223,19789.357867752,24190.606317825,24097.2490737863,25577.0013513824,26080.4903906502,29539.2238209901,32041.8881382263,20299.7700656907,24700.0294346837,23306.3642303326,18867.3678700498,20861.6822956422,24711.8485837931,24104.0254036562,16652.068377087,19717.5674869925,23140.8079687384,30358.9257254839,30679.9227872741,24328.1649427448,24462.4219721942,22617.713684851,23120.6742556179,26968.5529201843
"CH-ET-24/26",11343.1714474367,11348.3456387594,11066.3374319026,10432.6643845287,10611.0218603052,1776.44077007921,9788.27642030541,0,4873.9722616483,8646.88438548489,11232.2684407466,11142.5484709986,10841.9565425943,8497.60997972826,10005.9343269672,12709.0107556869,13035.0353904325,13852.4181299644,2075.62616532975,10695.3780445246,11683.6781819695,13879.3783638091,811.682328374704,9831.35666571604,14874.7906874285,14092.292709319,9095.10480765435,8849.67580170211,12916.5491038557,17068.7786908201,16623.8906457531,17905.7674917627,15842.1314566548,11116.8120941284,15219.2938767807,15993.9140120055,16771.600620879,11591.9421865027,17018.8405214837,17352.8165840072,18853.9323455402,17407.2689566503,21618.4615389689,23935.7968106698,12129.2930192354,17425.5564546333,14903.6561564788,17825.7977105971,17277.7689280555,20409.1973774738,21060.5234718764,16996.7233745904,15617.9444732142,13744.8170746119,21488.9363526974,21750.1683498965,14821.2792580209,14903.675051935,13149.9650295626,14407.8406310907,18066.1709272961
"CH-ET-28/29",12939.487851045,13538.5569181437,13463.0602623839,13077.3962193303,13510.1539388673,3480.05531312881,12662.967178631,4873.9722616483,0,12267.6166712106,15473.9251566796,15471.9339252656,15293.7898539419,7811.29880394902,9455.32831749922,17533.8519325523,17850.4712107195,18614.0425472706,6932.77119544963,12889.9550470289,14985.7398507594,18676.593616647,4542.07662087372,7926.58682297304,19454.3320418225,18808.1566870452,7967.50537427026,8623.19974443788,17750.0427296938,13137.4972962041,12573.6659602957,13238.5752401485,12985.5755546258,6417.04437674276,10366.4046511543,11123.3280953605,11903.5875012893,7209.32447948924,12281.8843042599,12535.7633263712,14044.4686986512,13429.0823236328,17183.4755912842,19605.3119552442,7736.7051308428,12719.2603560508,10698.4853785796,14100.9183613145,12744.8495172263,15653.6613897563,16546.5782536655,13919.0103836761,11017.4595525041,10741.7144700791,17696.5058071034,18017.1691875849,12034.9695889192,12247.7255333627,10320.8063640903,10459.0236554582,14306.7214478574
"CH-ET-12",5831.61788708797,4636.10088174163,4050.29477592146,3172.37753121949,2752.3147028865,9030.94906156682,2341.71698782677,8646.88438548489,12267.6166712106,0,3867.4062613208,4129.94849392106,4457.55547081027,8961.58833122599,9227.70080447025,8595.52048245891,8711.98672246135,8768.93907454787,7841.06783365571,4272.81819717424,3104.93724025754,9155.24204260654,8358.28451110318,18477.3352157662,8417.91557744218,8583.13629476673,17686.6433116122,17248.3120930776,8885.03834710536,20050.6774683948,19935.9491515463,25312.3953542185,16884.3274000536,16855.1197979486,21267.609767106,22232.0301187484,23328.9982239743,19476.8920096241,24259.5692420958,24288.9143400575,25791.7496260057,25645.9129671533,29411.5463534994,31860.5369922159,20003.4989968785,24743.7162282384,22959.6319717666,20250.0734996609,21772.0784887149,25526.136596734,25183.9775715414,18236.4007293532,20489.8851584331,22333.3530691771,29855.4337373034,30148.9328573178,23447.6856225484,23541.8909655115,21761.9367022439,22650.7508798973,26437.2488169793
"CH-ET-13",9011.04350591438,7483.99749595018,6873.18024718179,6137.77038367913,5379.94309020041,12053.213722066,5538.25873690548,11232.2684407466,15473.9251566796,3867.4062613208,0,499.592067565446,1280.00113474064,12828.7999416607,13044.9009137738,5492.0373285222,5488.38733551247,5216.36821471288,9841.53304867771,7384.95872768266,4096.0025889161,5699.65671644804,11168.3805016974,20807.775484477,4553.70344139121,4899.91460621173,19818.5838086699,19107.412344225,5769.24731352576,23917.8558255919,23802.0852392239,28683.7616327488,20692.5794630221,20516.3287339256,24928.2394030889,25868.2539905266,26912.2690091852,22626.1275913333,27678.2369411807,27791.892800695,29302.6947864659,28615.5753464383,32646.3997997303,35036.1735171526,23161.1918722385,28141.0994814661,26040.0124579579,24107.3919871252,25602.1323925745,29325.3165736947,29040.8547797211,22045.6115545956,24285.9056289143,24912.5131326529,32720.8975813536,32982.1151385133,25917.721313824,25956.8811600791,24287.208047635,25611.9335912358,29297.6963450464
"CH-ET-14",9427.11831558899,7920.11391797505,7306.51290105495,6552.77055307373,5808.81016489574,12030.1015500049,5924.51010304987,11142.5484709986,15471.9339252656,4129.94849392106,499.592067565446,0,791.084644143785,13078.9435989958,13347.1847130071,5008.77598275273,5015.46696652344,4794.02059796918,9682.00134321486,7798.70098049829,4579.14003553226,5259.38823502731,11114.5474102755,20642.571707211,4311.62418343183,4514.96320580577,19627.6368272197,18882.384311336,5287.94124319053,24165.3262035971,24035.0206059798,28698.7267636789,21001.5295658633,20622.8997203566,25030.7127298398,25961.4450371956,26987.273833717,22597.4095509718,27705.9435752451,27842.2952685427,29354.339719535,28544.421544658,32626.503045324,35001.8286516505,23133.4845273748,28162.9988274795,25993.0262587047,24378.7184782151,25787.4817048042,29488.1175396042,29252.8796139632,22354.259407262,24448.9242155665,24778.1046491379,32627.0397940058,32882.2699630875,25764.9836688722,25795.765764808,24145.2149118215,25542.3576370544,29205.7638377855
"CH-ET-15",9974.75005252033,8511.86654990009,7894.74211404561,7108.94455468588,6395.25356386916,11828.3399567435,6432.23204736854,10841.9565425943,15293.7898539419,4457.55547081027,1280.00113474064,791.084644143785,0,13316.8419649442,13675.0640454671,4346.06613124824,4389.58161852662,4316.39781702544,9282.55785956291,8346.94747475485,5284.56414687469,4728.94163566105,10868.7773562214,20213.1990869024,4232.85905275443,4134.11343727761,19162.6427056991,18370.5418770458,4631.10149685594,24382.9253119009,24227.6056008158,28532.1727484907,21330.5006636636,20608.4378858622,25005.3044537995,25920.3558900307,26916.319556391,22368.1925619021,27559.8517033403,27731.7408300725,29244.8146762047,28246.8385131916,32404.2258820683,34756.5876534011,22905.3190572126,28007.5573776237,25733.3194168315,24637.8739627593,25897.8653031501,29558.4484412982,29406.1721146171,22681.5422052803,24523.0818984541,24389.8370840498,32293.859418268,32540.1884118622,25349.7132711515,25368.5168709632,23746.4156058151,25249.0027863152,28876.9934588783
"CH-ET-2",6225.10545199468,7459.64152822676,7692.31495662404,7776.59061805083,8512.60302348093,7090.02978931729,7853.04822365917,8497.60997972826,7811.29880394902,8961.58833122599,12828.7999416607,13078.9435989958,13316.8419649442,0,1656.69036105611,17059.3200182171,17255.2048513902,17537.1261366897,9801.77777600954,6961.07249460603,10365.2727412971,17844.220465578,7687.71354034647,15735.4682855272,17378.8097691641,17439.2193133606,15680.0241810209,16101.9730804437,17337.9858606768,11089.0893126132,10987.3815093032,18350.0836130992,8232.34472280596,9128.00284508736,13305.9765248386,14343.1795692494,15623.7822400894,13773.5563487057,17166.473969372,16869.1529248936,18288.3986323767,20075.9596019972,22770.9030288327,25336.3056200568,14211.3002123542,17709.468320751,17191.8280115891,11324.3158609338,13010.6038731415,16876.0304401121,16280.1940296795,9552.66465081493,11911.8268014578,18307.8261165039,24399.9088777615,24781.1957350748,19654.6794533753,19908.6829062268,17967.8971359972,17326.6212633311,21178.3020542625
"CH-ET-1",5412.04814423519,6866.07756423715,7215.59191174758,7483.79535111111,8274.22332080015,8675.96688317363,7737.08513872746,10005.9343269672,9455.32831749922,9227.70080447025,13044.9009137738,13347.1847130071,13675.0640454671,1656.69036105611,0,17626.7335357084,17793.0211669898,17966.5897686351,11172.5011245706,6477.9488786195,10137.3153715805,18318.6235997184,9202.57750126201,17381.6413925174,17587.7595207729,17807.3788447195,17336.3148450689,17754.3623831493,17911.333109058,11096.3490241396,11114.8550474213,19519.5866408688,7656.66754420469,10242.3905046316,14233.0776446633,15282.5363954453,16612.2499675777,15226.4418751088,18316.539451206,17933.3335184967,19311.6675672153,21483.8712809201,23975.6246617643,26549.0275221584,15646.2779908593,18868.2091435127,18596.5502193855,11130.3982431863,13444.8316286345,17369.7200375232,16480.4920701448,9008.70759106195,12527.9718391971,19883.7118261401,25796.1366818228,26187.1951162218,21238.8792670233,21501.5321678974,19560.6643968604,18788.7331631632,22619.0407130604
"CH-ET-21",14286.0955329121,12851.1521743203,12233.4242827134,11433.9206298578,10735.4089789336,14100.7704957336,10726.3964911139,12709.0107556869,17533.8519325523,8595.52048245891,5492.0373285222,5008.77598275273,4346.06613124824,17059.3200182171,17626.7335357084,0,376.799620797169,1585.74043734407,10757.9607524269,12663.1063016832,9587.12895086774,1281.80432546951,12995.9142874306,20963.0212898102,3879.31556114386,2209.92398708522,19708.2268667835,18615.0069394112,289.692246695243,27964.7486354501,27733.8735724711,30589.1466142429,25231.8786403563,23422.8811168172,27722.6877652776,28563.9834547227,29423.7560601445,24199.8234158817,29723.6161578172,30056.738176847,31560.2347262116,29634.6665182552,34149.2830475122,36363.4619284222,24733.1942842725,30122.7371997812,27356.8515152814,28339.4467299193,29120.8972617573,32612.0390146198,32755.0776582981,26572.5983040122,27627.9936444139,25308.9691866948,33437.9772848623,33630.4200015788,26085.9034538363,26028.3329829285,24612.4273359975,26699.7485842859,30082.6388048705
"CH-ET-20",14357.734926265,12901.0268311112,12284.0806715458,11496.4239107221,10784.4077251717,14410.1641540816,10804.7364426242,13035.0353904325,17850.4712107195,8711.98672246135,5488.38733551247,5015.46696652344,4389.58161852662,17255.2048513902,17793.0211669898,376.799620797169,0,1227.40300407236,11094.8911103283,12731.5239157951,9582.44020109331,907.276489152398,13310.3296517643,21332.1563511575,3567.41441786185,1873.65448462213,20080.0968592262,18989.9353063399,412.503348452264,28188.1821802831,27965.6037155665,30923.1712726423,25411.2354434683,23711.1971668078,28020.0549401782,28866.4200025689,29734.6783432872,24540.4002351669,30052.4806720251,30377.8175250881,31882.3669352046,29992.2639039426,34496.7260626781,36716.0678482877,25074.199089024,30453.9946663075,27706.4373827719,28548.5395369327,29380.8239408747,32887.4963017086,33004.8669060934,26754.1654046722,27897.1976960236,25676.3995476472,33802.5471189378,33996.1903694215,26456.6870571218,26400.2224862925,24980.6625394002,27054.5914244674,30445.0975303411
"CH-ET-18",14220.5655678743,12700.1536079153,12089.5458793564,11346.1296572528,10595.5126318586,15148.7443741959,10712.2098781014,13852.4181299644,18614.0425472706,8768.93907454787,5216.36821471288,4794.02059796918,4316.39781702544,17537.1261366897,17966.5897686351,1585.74043734407,1227.40300407236,0,11969.8625449581,12592.4315059851,9231.97273834072,603.294345401736,14074.2406333549,22382.1789491701,2404.8880232996,686.471937320959,21154.5251514514,20098.4355195798,1616.83752271396,28553.3592097316,28362.9003618947,31758.1854312136,25616.0228127433,24341.9619365851,28685.6605295376,29553.7416510766,30459.6494818186,25412.8833426614,30862.1992704741,31149.715486825,32658.4522952803,30958.2153384162,35401.4209167113,37649.699976066,25948.5518681851,31275.3482546428,28625.9142461034,28859.0218762282,29888.1077963984,33455.8828121355,33468.5420077339,26965.1454165545,28443.6477043046,26711.1545887751,34813.7478997243,35016.0800879132,27518.8364343691,27472.6068993453,26021.9477659077,28004.9200741157,31442.4829787999
"CH-ET-23",11564.0529583087,11269.650115689,10890.7213587645,10151.396963472,10170.4145533445,3778.12084372186,9408.31964010014,2075.62616532975,6932.77119544963,7841.06783365571,9841.53304867771,9682.00134321486,9282.55785956291,9801.77777600954,11172.5011245706,10757.9607524269,11094.8911103283,11969.8625449581,0,10648.5319435745,10945.8536637638,11957.9547471846,2647.31146338406,10966.2483515333,13154.7880108522,12254.5897903982,10006.2349336223,9434.99657793126,10953.305308676,19004.7279162712,18587.0219162313,19832.3809983035,17526.6930146213,13190.2531365703,17289.7351363102,18056.0983209758,18812.6311465601,13448.6956037654,18979.8517943763,19355.107202731,20850.0011930021,19063.7506212865,23432.5197204349,25697.4013691701,13983.4138439848,19371.2266933018,16665.8285877621,19711.0776936773,19327.1626462717,22483.2480518398,23102.7029183854,18726.8271161751,17678.4753464393,15107.5522465026,23042.5024621358,23278.4608533865,16082.9875130036,16116.4298775314,14467.2598885358,16085.1760653131,19634.6439991049
"CH-ET-4",1628.98539504146,661.7528331491,739.651900015436,1247.20367743012,2031.35299335204,10357.0910765517,1957.32212362193,10695.3780445246,12889.9550470289,4272.81819717424,7384.95872768266,7798.70098049829,8346.94747475485,6961.07249460603,6477.9488786195,12663.1063016832,12731.5239157951,12592.4315059851,10648.5319435745,0,3782.21881533066,13051.9551446977,10128.7930315819,20172.2028980732,11711.2774676126,12281.9863051507,19655.647911688,19537.7025783009,12951.6469814498,17555.293910101,17591.633786162,25020.2706941716,13810.5108378727,15955.297914929,20227.7863660355,21255.70584408,22502.2157123787,19829.0473113092,23873.1193049831,23678.4496531063,25129.2402933347,26171.5482470129,29354.1883609924,31890.5560028632,20320.5784596064,24400.0232291825,23342.7414330137,17510.10523117,19873.8523786337,23777.1839042197,22958.3988231334,15148.6911270988,18853.1738126939,23566.384959489,30485.6242042429,30828.4541307031,24807.5172939701,24975.0059164851,23088.0764939524,23261.8720562141,27135.8871221459
"CH-ET-11",5303.23261900169,3665.1148323554,3113.95168099269,2655.61178950802,1866.11748222472,11912.6872359035,2540.43660029244,11683.6781819695,14985.7398507594,3104.93724025754,4096.0025889161,4579.14003553226,5284.56414687469,10365.2727412971,10137.3153715805,9587.12895086774,9582.44020109331,9231.97273834072,10945.8536637638,3782.21881533066,0,9748.65549005506,11337.5995111806,21509.741756457,8060.07468413085,8830.66605071529,20756.3412962501,20346.0743518862,9865.04990241381,21232.4229624842,21228.6789654403,27776.0284713,17581.3342965286,18993.4425186632,23363.3906921368,24364.9835040174,25541.3832309257,22162.6659463698,26678.9529871053,26608.0691137527,28092.1864035327,28414.009972757,31982.8739619731,34471.1830978504,22679.7654114671,27183.3686940594,25671.7758026461,21240.5914023142,23375.351912312,27236.5826288499,26577.1770032062,18922.6695625435,22249.6293808913,25285.787698383,32666.3846137937,32975.2173719902,26430.5261259825,26539.68984178,24733.3894514891,25436.0261039926,29260.7515577328
"CH-ET-19",14680.9297139553,13178.8511234501,12565.7273908071,11807.8073744628,11068.1938163214,15224.893046594,11154.3995658699,13879.3783638091,18676.593616647,9155.24204260654,5699.65671644804,5259.38823502731,4728.94163566105,17844.220465578,18318.6235997184,1281.80432546951,907.276489152398,603.294345401736,11957.9547471846,13051.9551446977,9748.65549005506,0,14134.5822723206,22237.3263894653,2972.70220416994,1269.38168583828,20986.9894243615,19896.7695113336,1213.22240623926,28827.6486187021,28622.4210959349,31777.6838417391,25958.4774710885,24482.9100161715,28808.0718745386,29663.9053780351,30547.91922354,25406.4433326309,30898.1138692947,31209.5677140352,32715.8617590784,30884.0251842853,35373.2321647427,37600.4612082334,25940.893286211,31303.7679434404,28586.5706644458,29157.7216097906,30094.9134014867,33631.9153153296,33697.4485883704,27305.4272299374,28630.2849411383,26580.0368762821,34703.1052032474,34898.072922983,27362.9952763675,27307.1098386955,25885.0443804065,27942.568355805,31343.2019565993
"CH-ET-25",10700.4423990351,10786.6374318771,10535.2309223997,9939.22143194748,10168.2466801265,1149.37034073413,9332.82105353645,811.682328374704,4542.07662087372,8358.28451110318,11168.3805016974,11114.5474102755,10868.7773562214,7687.71354034647,9202.57750126201,12995.9142874306,13310.3296517643,14074.2406333549,2647.31146338406,10128.7930315819,11337.5995111806,14134.5822723206,0,10194.74939316,14975.164706685,14277.8466440061,9554.86077558858,9418.94471631067,13214.9022873305,16373.4878717499,15946.36337639,17723.5933344743,15058.9128203722,10611.6006610945,14793.2845350312,15599.497053525,16429.5964822536,11499.621180892,16798.8880377925,17076.9879905136,18584.8580284474,17451.3599994204,21536.0227582711,23891.9565013741,12036.8449230505,17223.0112103388,14878.4889500031,17104.0527487769,16693.9765236809,19901.3169077466,20463.7690640695,16223.5190248333,15058.6523057986,13975.090286883,21589.7004671495,21865.551721217,15097.1559222859,15202.2366038992,13406.2175901873,14447.1860975314,18165.3456212671
"CH-ET-32",20497.6316785855,20833.9218485471,20641.960360088,20096.9632167499,20358.1206174469,9816.76780524022,19518.7863527254,9831.35666571604,7926.58682297304,18477.3352157662,20807.775484477,20642.571707211,20213.1990869024,15735.4682855272,17381.6413925174,20963.0212898102,21332.1563511575,22382.1789491701,10966.2483515333,20172.2028980732,21509.741756457,22237.3263894653,10194.74939316,0,23897.0456987842,22783.6997834549,1499.22841968572,3108.07181448407,21093.7482774587,18809.0146854427,18076.402286813,11943.6737502592,19999.08306406,11253.9854503739,12936.5184501727,13092.5880143295,12999.9376511457,6319.2713728965,11654.7634896468,12616.7928423458,13788.272313325,9162.56536829368,14184.1728161925,16007.2386007609,6606.12405643969,11780.6114923853,7722.72866183527,20035.5223482499,16941.4806720191,18387.1191004799,20401.4638247076,20675.6230194992,15206.7969702295,4373.48629421893,12553.7809349469,12711.9537869814,5152.57789185536,5155.31817522038,3658.5736847974,6641.72795585313,9310.2029445416
"CH-ET-16",13306.0989057976,11698.9521684805,11116.1981851057,10479.4095376271,9680.22205266508,15976.9314582235,9978.88307744381,14874.7906874285,19454.3320418225,8417.91557744218,4553.70344139121,4311.62418343183,4232.85905275443,17378.8097691641,17587.7595207729,3879.31556114386,3567.41441786185,2404.8880232996,13154.7880108522,11711.2774676126,8060.07468413085,2972.70220416994,14975.164706685,23897.0456987842,0,1718.79279496051,22743.5963726072,21792.2222606958,3977.18196502545,28467.6292645775,28343.946818,32687.2769915981,25226.591872463,24841.2307249955,29237.1755039947,30149.7287638102,31136.8161227435,26457.9590638078,31734.2264459547,31932.0798727431,33445.21793349,32216.3482021461,36490.8214662987,38807.4940277786,26995.5616185633,32173.480436812,29772.8713134116,28660.8666326423,30090.8793462028,33774.4979139549,33564.3231971443,26579.4800658092,28736.8390119035,28167.1195631356,36183.3304734549,36409.2143965835,29049.5361932709,29033.1036186534,27498.353704389,29232.2775421591,32782.5195801818
"CH-ET-17",13905.9483328995,12358.001699233,11752.7625044456,11034.902437748,10268.0412300825,15332.9962954375,10433.9204154457,14092.292709319,18808.1566870452,8583.13629476673,4899.91460621173,4514.96320580577,4134.11343727761,17439.2193133606,17807.3788447195,2209.92398708522,1873.65448462213,686.471937320959,12254.5897903982,12281.9863051507,8830.66605071529,1269.38168583828,14277.8466440061,22783.6997834549,1718.79279496051,0,21577.9236605218,20553.4213544247,2276.86149033901,28489.050966928,28317.4745458666,31989.7830071502,25463.4771492981,24442.4830959474,28804.8682554919,29686.4724840823,30616.6235695225,25675.0142684758,31076.5359460596,31337.8707464722,32848.6730090519,31287.0101259551,35681.894994793,37951.1767167587,26211.6409331751,31497.5842609353,28920.4114444191,28763.0130562707,29907.2282493588,33510.4313456965,33459.0730276395,26814.7874278893,28487.8164246102,27097.3540350138,35177.2929261388,35386.7313181003,27928.0589877474,27890.849981205,26413.9755117173,28323.068821344,31795.9658611872
"CH-ET-31",20093.4650632301,20316.232821274,20084.5779691872,19493.4437513809,19701.4804672988,9335.57946952197,18873.530239287,9095.10480765435,7967.50537427026,17686.6433116122,19818.5838086699,19627.6368272197,19162.6427056991,15680.0241810209,17336.3148450689,19708.2268667835,20080.0968592262,21154.5251514514,10006.2349336223,19655.647911688,20756.3412962501,20986.9894243615,9554.86077558858,1499.22841968572,22743.5963726072,21577.9236605218,0,1624.77385135275,19828.550909893,19628.1741412622,18919.2633621219,13408.5191482897,20513.1217909359,12071.9046737788,14108.4803831793,14332.2432430909,14320.4480168568,7604.65438434259,13082.5312784206,14011.1293793824,15216.5856641649,10644.0961108277,15679.8713660247,17480.9915171925,7936.85753521627,13227.129249392,9210.90260992702,20813.9598651621,17977.2970358239,19617.2020112659,21518.042486305,21267.29910866,16218.5839192156,5767.413943728,13937.5053595427,14075.2182654214,6388.96899620735,6320.12571550095,5034.94078738151,8139.77213232283,10745.3660807007
