"","CH-EA-63/69","CH-EA-64","CH-EA-65","CH-EA-66","CH-EA-67","CH-EA-68","CH-EA-70","CH-EA-6","CH-EA-71","CH-EA-72","CH-EA-7","CH-EA-73","CH-EA-74","CH-EA-75","CH-EA-76","CH-EA-77","CH-EA-78","CH-EA-79","CH-EA-80/81","CH-EA-82","CH-EA-83","CH-EA-8","CH-EA-84","CH-EA-85","CH-EA-86","CH-EA-9","CH-EA-87","CH-EA-88","CH-EA-89","CH-EA-90","CH-EA-91","CH-EA-10","CH-EA-92","CH-EA-93","CH-EA-94/95/96","CH-EA-97","CH-EA-98","CH-EA-11","CH-EA-100","CH-EA-101","CH-EA-102","CH-EA-12","CH-EA-103/104","CH-EA-105","CH-EA-106","CH-EA-107","CH-EA-108","CH-EA-109","CH-EA-110","CH-EA-111","CH-EA-112","CH-EA-1","CH-EA-13/14","CH-EA-113","CH-EA-114","CH-EA-115","CH-EA-15","CH-EA-116","CH-EA-117","CH-EA-118","CH-EA-119","CH-EA-120","CH-EA-16","CH-EA-121","CH-EA-122","CH-EA-123","CH-EA-124","CH-EA-17","CH-EA-125","CH-EA-126","CH-EA-127","CH-EA-18","CH-EA-128","CH-EA-129","CH-EA-130","CH-EA-19","CH-EA-131","CH-EA-20","CH-EA-2","CH-EA-21","CH-EA-22","CH-EA-23","CH-EA-24","CH-EA-25","CH-EA-26/44","CH-EA-27","CH-EA-28","CH-EA-29","CH-EA-30","CH-EA-31","CH-EA-32","CH-EA-33","CH-EA-3","CH-EA-34","CH-EA-35","CH-EA-36","CH-EA-37","CH-EA-38","CH-EA-4","CH-EA-39","CH-EA-41","CH-EA-42","CH-EA-43","CH-EA-5","CH-EA-45/51","CH-EA-46","CH-EA-47","CH-EA-48","CH-EA-49","CH-EA-50","CH-EA-52","CH-EA-53","CH-EA-54","CH-EA-55","CH-EA-56","CH-EA-57","CH-EA-58","CH-EA-59","CH-EA-60","CH-EA-61","CH-EA-62","IX-EA-6","IX-EA-8","IX-EA-1","IX-EA-9","IX-EA-10","IX-EA-11/12","IX-EA-2","IX-EA-13","IX-EA-14","IX-EA-15","IX-EA-17","IX-EA-18","IX-EA-19","IX-EA-20","IX-EA-21","IX-EA-3","IX-EA-4","IX-EA-5","IX-EA-23/24/12/13/15XO-EA-23/24/12/13/15","TX-EA-57","TX-EA-59","TX-EA-60","TX-EA-61","TX-EA-63","TX-EA-64","TX-EA-56","IX-EA-16","XO-EA-1","XO-EA-7","XO-EA-2","XO-EA-8","XO-EA-3","XO-EA-4","XO-EA-5","XO-EA-11","XO-EA-6","XO-EA-14"
"CH-EA-82",2029.58596738342,3339.56686641434,3578.58708242735,3063.90184953155,3890.52415611438,2193.93059154451,1473.43996102794,14752.3740957364,2246.59148705485,3579.03650442022,14027.3209683681,3510.0315275841,3209.33528378164,2001.63387370378,2388.41219782293,1830.67978770273,884.191119732961,895.681491231341,892.383752575444,0,1432.00017767163,12739.4577514195,2120.44916330565,2128.93845070669,3875.78354596628,13050.1204105739,3677.66866059075,2822.51661195052,3929.9775209026,3545.88856917755,3907.34576424151,12436.7242000289,3669.71523843767,3424.04757830607,3981.17144442559,4945.08976679305,6959.50829164021,11258.7088425283,9972.63701508544,11073.2520774387,9365.87614075124,10718.7899994323,9275.5734570604,10729.3220815021,10978.1962779337,11304.0829271711,11486.2867731702,13078.5554817602,11224.7349379511,11477.9534697442,12016.4297079357,17785.2719878992,8455.33636302455,11858.9627475002,12126.0673375131,13273.077983842,9380.67854454556,17548.8427983121,17096.4988220194,15731.9419478956,13099.8944765014,13416.1451099183,7540.32464987093,14012.3510087545,14287.4762859477,15505.5104731738,15628.6139698119,7111.70416834946,15751.9504715736,15186.6164881393,13778.8907967022,6500.44181548028,16769.1200517522,17713.0610510095,16928.2243493778,4402.51055556306,15030.0604597099,4701.18480009114,16430.6345960438,8787.45009155033,9512.37569978601,11525.0007160335,8811.45436685109,6832.26065154679,7254.46498318495,10377.4133900392,10285.480322495,11703.9029346082,10336.9344879063,13232.1440998748,14861.5506088638,14427.2518748984,15024.1196874358,14434.5078577645,14809.6390388628,15497.4899627935,15395.0350305517,11820.7006434163,16598.4803653072,10837.7982325172,6307.03881839364,8362.4061195013,8060.4385085926,13840.6120100254,6438.04872760313,5758.63194315516,5169.48091998317,5035.18430089352,5239.17185712792,4843.05589990915,5147.33396049429,4336.86800141838,4531.31316233284,3911.38095577616,4476.34177109707,4883.07084732035,4021.77672062904,3743.1655798369,2973.42534452861,3405.66572046149,2945.05490431724,22786.2705320793,20208.8102759922,22070.8389480305,22791.7723012929,20090.3032094182,18895.5938690339,22937.6606184815,19378.2449299735,19805.0724516539,20765.8405254252,24519.6354132159,25186.7343430137,24130.9882326988,20663.0081732823,20812.6194312354,20827.6816492445,20266.6130395924,19386.3224452833,31751.6660515942,24668.50593293,24933.5175665711,26259.5864090254,27709.4987212132,28673.2251443397,29603.7630083871,24975.0920225247,23377.1671822778,20655.5981252341,22629.4245942653,20463.2367421802,17465.3459859495,20522.9225010757,18890.7546790716,20098.8789835874,28085.7291808607,20721.3764562565,33638.8822530669
"CH-EA-83",2570.73750270313,4066.20337795376,4486.92176855322,4082.48606301601,5175.20566686082,3299.25762313049,2474.98954216433,13326.9125440112,3648.04821471425,4988.45979687028,12597.2705259263,4378.08814336581,3726.15260480847,2769.42765192641,2574.70675392254,1574.00704013663,1129.02656352231,2192.30663946336,1458.79429179877,1432.00017767163,0,11307.6534948343,3243.37518909889,1049.26455361005,3502.6399448484,11635.4171870674,3145.05665754074,1467.31303489094,2534.01142372847,2181.65992825906,2626.80511624822,11026.4147449439,2436.88736720503,2248.44945798227,3094.56064706862,4090.10328637135,5533.18761927025,9869.2198591026,8768.32940584912,10028.0270466754,8261.72772317695,9310.41287961627,8565.7667420538,10121.1526211253,10195.5673145985,10499.6046141976,10610.4241969563,12238.5399811297,10525.3234912707,10842.8278870321,11382.8566305255,16374.7630384688,7040.56607985677,11524.0169662929,11659.5926387717,12692.3329658901,8176.9320717541,17057.6849155025,16698.9068627051,15303.3463513827,12829.1151948504,13118.7677417469,6476.49890056054,13647.0085392356,14014.3910680525,15149.4601904236,15290.6128320122,6089.39026896214,15442.8113191235,14928.2484907344,13614.0985806252,5525.97176718138,16483.8024238351,17405.5066214635,16739.8155407699,3136.60914473714,15113.4564660667,3661.82606469106,15063.4226565281,8045.04565973348,8866.62731226327,10945.5881347778,8414.79468349508,6377.37926689622,7041.29970249708,10208.6604178222,10293.3486323996,11650.2677626894,10513.6757804597,13300.2716720022,14911.535336076,14454.3790709384,13646.9681540502,14500.0147941747,14903.567500928,15683.2235870033,15844.9867401746,12531.2180116664,15168.7580332272,11951.1058049989,7389.68878658027,8920.81658216281,8101.30526805607,12432.4154380769,6738.03308989561,6659.01441428899,6138.70323894893,5910.96685303034,5688.65501201895,5264.91117055763,5362.22630328244,5118.58287603459,5522.57574676615,4709.16480786067,4302.17371445495,4389.04933922677,3171.97908542119,3355.35066340115,2851.01107715224,2499.85724840623,2304.30269276803,21500.1877780127,19058.9406907733,20690.1291311901,21621.0716036335,19037.0956100706,17690.2931116291,21530.9662794515,18402.4677258378,18809.7863979777,19834.7563985816,23730.7410202733,24420.387330238,23385.2255763378,19886.1809972332,20117.6443889655,19422.2501664935,18871.1436002259,17987.3730780572,31527.6314817204,23355.064677134,23881.8933761842,25284.2829863876,26781.7018308071,27603.4354514507,28434.0227397326,23629.0650490687,22419.181348001,20343.1949278551,22455.2785618674,20187.2387279899,17504.1011270825,20287.9500937432,18667.6844172972,19900.9081122201,27900.9187936009,20522.9157013646,33439.1455798176
"CH-EA-8",13081.2923961878,14293.9332020819,14941.3979281731,14804.3048498171,16234.9283371052,14266.9316367869,13487.8717937157,2485.71318543631,14927.0680664962,16265.62748899,1553.78721222853,14698.8749391071,13600.7432463715,13411.9991703189,12531.8274610816,11791.0029253854,12204.2037091544,13425.3794513733,12531.3796702616,12739.4577514195,11307.6534948343,0,14194.7125342711,10848.6073325769,11541.1048063385,2114.90414640613,11136.6546778805,10002.3657445726,8885.55212554132,9315.98202089918,9182.90192664977,2277.51422173741,9484.40142338017,9789.62364946429,10149.8405839829,9918.22508728818,5811.10294549354,3269.17413340994,6382.47833217701,8223.40914007321,7511.33903667921,2956.61580056733,10694.6322962231,11943.038058895,10661.0355244863,10594.1094572391,10018.4768428706,11039.2855450704,11444.3087655315,12071.883658568,12345.7213040996,5531.93695395748,4583.56817555233,14509.1585890308,13709.2052867978,13468.1025994451,6777.38679563576,17157.2976361274,17617.6270267348,16350.9685967775,15753.0858374761,15770.5257273938,8373.91450340718,15659.1678180523,16550.7433166829,16777.8754779245,17011.373041787,8741.1308412967,17330.7629020322,17308.9998135119,16981.2199069928,9154.22549948638,18286.5713466091,18839.4811566153,19172.1791271623,8901.03400195045,19655.7731107502,9484.77856332584,5398.4236577664,10628.2989307758,11498.4903666477,12850.5655413335,12813.6310342286,11821.8168795344,13128.8209789443,14996.3646295306,15979.9907941177,16568.5503728927,16964.1887038613,18451.9776076105,19597.3740309772,19102.1915381926,4122.80072161008,19364.9048890251,19851.5415936951,21020.7435031312,22626.9143526361,21020.9654427735,3899.08175041656,22136.6492168196,17818.7123683917,17406.3304775646,14767.990461841,2359.96962506344,14939.9976912546,16690.5056892521,16428.8929791066,16011.9962633924,14738.9339685129,14399.1877453391,13880.9533279248,15171.1796905506,15958.1181577357,14897.2704582107,12336.8251379972,11351.6082111819,10342.9160922056,11614.8806666433,12151.9083306102,10437.9040686513,11122.2215061442,12359.9248536073,12089.7985588648,10185.6920597039,13998.0385333874,13260.8241829698,10243.363729663,10588.216995332,13643.9573520144,13744.7674268214,15260.7982216601,19967.0765611658,20783.3264861126,20077.3459584468,16854.0359076248,17807.008546496,8551.4098553285,8199.41967878582,7295.45324354987,31838.8353949483,13700.9974345187,17393.090379667,19466.8912266595,21305.3938915344,20573.1523339521,20246.1041764394,13511.8877341534,17132.9654355969,21185.7786380837,24029.6716673727,21332.6940973484,21312.2588546085,21724.5515864881,20470.1765443314,21673.0001511642,28806.3351805261,22192.6495435944,33812.2214951609
"CH-EA-84",3831.73548946576,4739.69562782619,4694.05601553381,4088.0598977169,4084.180990305,3289.73227789997,3006.8483276785,16345.5872579689,2326.35623119696,3161.00837908022,15567.6719346558,1508.52743088166,1777.70004300523,882.873242974754,1932.53156720833,2409.67322024686,2133.25701513346,1242.64145527287,2955.66012696655,2120.44916330565,3243.37518909889,14194.7125342711,0,3368.87315756897,3600.44736037618,14722.0865649206,3687.31452024698,4240.86810951788,5330.47789059788,4890.86287430292,5027.70714365782,14132.2137388196,4732.62170838238,4431.63093180711,4436.39165355558,5190.4919459036,8390.81594304653,13032.7846284886,10563.2751173634,11286.3948648936,9752.51644772209,12429.5836048652,8945.01096215886,10182.3220096518,10708.8971439614,11062.8864461217,11365.9458680412,12856.8384549198,10809.1647999236,10951.6268061662,11473.6287140789,18974.2335744503,10150.7544102156,10877.0237921877,11325.5798315361,12619.619673614,11408.4780101457,16697.7834884912,16117.1609349237,14812.7296386832,12004.8609925812,12351.0745719931,9630.82675339165,13029.9854190448,13175.6906671297,14488.1141115489,14584.9864176045,9212.46862353605,14667.8818299384,14042.7537326178,12535.1520477528,8609.48296875563,15641.6362897115,16605.1816159307,15675.1654342796,6376.40691329694,13481.1348547024,6789.23133770636,17411.2065689316,10899.9086870586,11605.7631516139,13594.4889876287,10825.8174718468,8885.56672430757,9198.9372333684,12257.4822702109,12043.3316467468,13492.118273076,11952.933489945,14908.5682029816,16540.0786625771,16128.4224205961,16058.1155670462,16102.8911513412,16449.9998465211,17046.4027041483,16655.0634736717,12779.0292500006,17975.4152938396,11059.3012498148,6796.86804109048,9617.78324552528,9829.65682885075,15041.3409225184,8040.13164590103,6648.16551217383,5986.11200879246,6026.6664775247,6758.0437098551,6414.32211619475,6877.47083090405,5539.96150782205,5374.06526838609,5142.19476755267,6464.4367348444,6968.10981071361,6138.35167148929,5821.90852537425,5003.61258541054,5511.76751295338,5065.34483030778,23444.4914752316,20520.8000746173,23078.3837544262,23136.7628717149,20187.3288479858,19354.0563261044,24080.442667031,19323.3017395289,19785.1619398047,20612.5165919029,24083.3768942642,24708.1923911575,23623.7520502201,20232.492680335,20244.4738542488,21970.4026291836,21355.1266865733,20497.8228315146,30465.8375888303,25405.5416832125,24995.3880442895,26157.868918815,27508.5550209537,28757.0877813538,29915.6452530957,25826.6335555803,23257.3117074255,19529.7047363276,21317.6425358001,19291.4127881771,15943.3296542926,19298.538644227,17663.485737536,18831.3740883684,26763.7536005055,19450.3074785719,32319.141168422
"CH-EA-85",3606.98053157428,5096.28113625425,5487.16307421204,5049.26532648431,6015.05296689891,4226.44959830883,3420.41657487732,12977.5463618307,4356.10743122225,5668.67607127253,12204.7627904285,4185.07687942226,3314.27118362497,2667.25192185015,2083.45225480819,1068.91812049601,1390.20283290814,2619.82192653386,2442.11873811856,2128.93845070669,1049.26455361005,10848.6073325769,3368.87315756897,0,2573.01785132199,11356.7365919602,2165.30486928738,877.216133664017,1965.96944405749,1532.70662395126,1793.04279691302,10771.1092410724,1542.90781303114,1296.50384878906,2045.58897343907,3041.40245029701,5037.79147198669,9698.45848088851,7852.02428462174,9028.62001715464,7284.80318568112,9074.45672041138,7517.04076472855,9077.96311960193,9147.38599314065,9452.70604943375,9570.7341195949,11195.3362001742,9476.44024762915,9796.93945627499,10336.8212012734,15754.7513295502,6797.33831145144,10526.6399572983,10634.0084268161,11650.0862959995,8388.75492593921,16023.8707155039,15680.9162893057,14280.6721961323,11845.7405132077,12127.7413348067,6885.83082132662,12638.8123999383,13028.1974435533,14141.4815668145,14286.5317773679,6549.22330617512,14445.3719818724,13944.5650943416,12660.6020860728,6044.52303936673,15491.0482518269,16406.3555286385,15773.439489537,3411.91293161979,14249.2679688502,4189.99221332573,14334.6281047321,8698.98168817755,9573.60898153035,11675.8454378124,9255.91191139006,7214.11757584648,7965.76373376277,11128.5074679681,11266.3381453672,12601.8604079737,11524.1869860351,14281.4497637693,15885.3406079722,15422.7837748482,12939.1853296663,15478.4999208551,15888.5662124152,16687.9414137806,16887.7985787991,13576.3766850967,14660.2786863964,12903.2262099376,8348.6700312775,9970.07983781603,9090.72680607988,11809.3543338645,7775.53565889359,7670.51843221275,7131.65138308897,6925.31948772737,6737.3500788496,6313.27771738283,6395.17457556639,6146.36104229586,6506.80537684598,5732.53375211357,5272.27177273856,5246.53950535076,3883.64329340099,4284.87406549855,3862.86551403136,3221.04005700304,3190.27243464966,20657.494275915,18111.7709982749,19985.7740442187,20686.5443119847,18045.4520079423,16777.8136753701,20894.0395068388,17386.1730543283,17798.9893477998,18808.2970975454,22685.080303765,23373.2770493334,22337.0444725967,18839.3283943033,19068.3811628526,18782.4976296498,18202.8325767261,17329.1565788537,30541.4215417852,22543.0947584559,22890.7795187363,24269.3722166365,25755.7891065042,26619.8929477705,27499.7779676413,22861.4511673565,21399.3713266664,19340.6133241655,21487.3015769005,19193.4402079886,16615.9859850584,19304.6370181742,17689.0709422961,18928.1692308712,26926.6794110714,19549.4812580681,32458.7344097023
"CH-EA-86",5813.55051604217,7207.78048062406,7446.30206859261,6908.57585925266,7430.73585936697,6027.08566446305,5348.99877196843,13882.4439330339,5607.82061102268,6692.7803153315,13024.3708580481,3377.0477601777,2237.27275167629,2737.56724901676,1715.97409102861,2080.77892360834,3017.84976569584,3748.96522238425,4578.23885822574,3875.78354596628,3502.6399448484,11541.1048063385,3600.44736037618,2573.01785132199,0,12464.470149121,502.903804887112,3035.13057450103,3547.60628269186,3185.97342496193,2848.83698676895,11946.6011049418,2591.54437297224,2362.67551344742,1452.15732105838,1737.98731041593,6027.04575874397,11081.7385862067,7093.11609603653,7689.0733364007,6200.93319015172,10348.8103589387,5464.0653632014,6861.86311358697,7205.34010295984,7547.7067811559,7805.92571947249,9339.83314933709,7390.90862411265,7615.96147308235,8152.69709873986,15871.8516422228,8171.38826327436,8049.5619199657,8260.30841487947,9398.3780710597,10439.3087685886,13681.6707027536,13260.2224270687,11881.7533964029,9336.83201531968,9633.76286116928,9199.09030018098,10188.7247547275,10523.7929385718,11688.5993423892,11822.202817683,8916.08862254088,11963.8942589753,11435.0715176457,10111.5699446447,8468.77967848627,12998.3990433378,13927.6209498292,13238.0231920448,5736.9886927025,11680.8326505122,6659.10052123444,14122.9916023992,11194.2676075506,12097.3768686702,14207.3378561586,11827.5882070079,9786.10860896769,10527.2334925183,13692.9079059044,13795.9555483013,15150.0369297069,13996.9132796617,16801.5478695004,18413.9406094785,17957.0154944422,12832.3719004643,18001.7682405294,18403.5147879636,19169.9701645406,19225.1917188304,15695.9134040836,15122.1248896646,14483.6479314671,10045.8683088913,12217.6318615706,11601.2422312562,12008.4625474983,10170.9183853703,9612.0160023878,9001.81220720972,8899.51127779917,9042.23314447263,8630.15008411002,8816.26548296207,8212.64185573639,8361.7731354244,7787.16019650517,7804.07068255267,7819.34704348986,6438.94579781752,6840.41722928359,6346.6396095678,5784.22717773554,5756.22796522059,19927.4767521592,16923.6131735264,19773.2205267386,19541.3245566579,16595.3038818953,15781.0127755595,20890.6759267094,15760.9650128863,16214.3365873,17083.5648131036,20702.901878473,21356.5772771896,20291.625290152,16844.4771602233,16955.8895143686,18793.7501976735,18130.4532811397,17301.3081426612,28033.2110463515,21919.1987382255,21411.4793421967,22616.0389359155,24005.0149500361,25171.1166585546,26316.2273879627,22401.1792613825,19719.2054343504,16868.7750273256,18953.4872587595,16701.4250814835,14043.0804812169,16792.9308205705,15170.1207593901,16400.5886543194,24400.5821402561,17022.7840824061,29941.1381010985
"CH-EA-9",13063.411992976,14125.5117479333,14797.1432165537,14745.6077804027,16260.3654145363,14315.4586040869,13587.4688251966,1871.10907888528,15135.9846767672,16451.0086770582,1640.00093629505,15415.8577765324,14370.6778236904,14006.5996322281,13223.2854364845,12373.1359760165,12637.5046227593,13817.9096505805,12702.3956355617,13050.1204105739,11635.4171870674,2114.90414640613,14722.0865649206,11356.7365919602,12464.470149121,0,12016.9746455467,10481.8782101694,9412.67643499822,9857.4727212948,9854.08899186158,651.150910785571,10157.8965625513,10459.8819230319,11022.8286921297,10967.9329697483,6459.48961486268,2045.88854825716,8191.79981846185,10152.7666571403,9243.05306689487,2346.52605292714,12376.5709538389,13732.350067198,12519.0784497681,12483.4734339484,11940.9590612971,13047.282016711,13297.8726790297,13924.0212013493,14232.180618534,6708.64272570208,4595.11535103895,16284.1722254603,15546.5345615615,15404.5664794861,5584.26841754662,19198.0176477426,19619.13531816,18327.0007553736,17569.0542560365,17611.4491523278,7511.63258137549,17551.6922614493,18418.8498594565,18720.9590902621,18951.642880473,7948.83123478482,19264.0137755535,19204.1993999743,18784.7367649599,8468.55080653782,20239.8564688883,20823.9225847298,21091.8528465959,8863.17021764619,21395.7334901377,9205.25716300196,7173.98425120481,9433.81548508032,10202.150875155,11318.7257531064,11677.5637562606,10979.682139418,12252.249405967,13756.9304664038,14828.1068203162,15265.3511385131,15889.5970816234,17107.7411654263,18148.0881396206,17662.3693692002,6047.53983912302,17948.2512173243,18432.54980606,19627.2723247422,21423.7897685106,20179.9877306734,4614.35630345444,21695.3314389608,17557.2645312478,16687.4724799307,13857.0865596237,4351.80907512215,14298.4817652471,16354.259860894,16173.5352885404,15722.6364195009,14279.6726485013,13980.6334812078,13379.8169080571,14910.0718399207,15763.3852955263,14684.6500085154,11902.0482065984,10860.5058987893,10101.8636601979,11324.0161276099,11978.8238397058,10330.5518485945,11024.7835047868,13954.7548878209,14064.6102311043,11328.1284568765,15854.3365113035,15313.9467177516,12207.0760596899,11397.713769321,15739.988059577,15828.9864926062,17352.3941101234,22061.9325478549,22879.0152207401,22182.9192995432,18968.5432973787,19920.665847444,9506.01276815122,9324.60088495577,8457.75631871728,33933.5827462535,15107.28570495,19337.5194137002,21452.7343739887,23304.1803916634,22419.436462371,21910.6262223398,14745.8216847212,19177.0396049219,23224.0329329193,26048.6291890584,23356.6473163904,23146.591733031,23735.6150842769,22448.513844166,23664.0658206558,30875.8751708445,24193.9326656281,35908.2989246227
"CH-EA-87",5548.37157633615,6977.05271733988,7255.47336556662,6737.67812098797,7362.48038798671,5860.97440769969,5145.63909535056,13458.2896446457,5551.33298339725,6697.37857324065,12608.3259898224,3659.65415325491,2521.26070927105,2805.85958344263,1755.36797244763,1847.84262460642,2798.44787147918,3666.03453728171,4316.0035163394,3677.66866059075,3145.05665754074,11136.6546778805,3687.31452024698,2165.30486928738,502.903804887112,12016.9746455467,0,2558.67165905036,3044.71778491042,2684.5313125657,2349.04110276083,11491.8720155059,2089.16538421569,1860.3040788778,995.1421564747,1507.62107509458,5567.92286610687,10608.2804604512,6895.82159647108,7627.30359094625,6065.27156078941,9882.60091659141,5598.78235349654,7065.38502113254,7311.7703979224,7643.77045093235,7860.15461126251,9427.37721701411,7547.09445283254,7808.11338533908,8347.53563341647,15555.605644136,7692.70184971272,8378.96111633883,8535.00605723182,9622.13058763899,9936.40979741781,13947.2805678012,13561.7058529865,12171.8836852939,9687.55856318869,9974.58997083937,8704.60720564513,10503.8995917008,10871.7811983542,12006.078980661,12146.0837578411,8426.45033912698,12297.7888033877,11786.7488389297,10495.3073514525,7986.55499652242,13339.4106352593,14260.4500747555,13609.4077290494,5248.80813536389,12124.6238002901,6187.47586693469,13856.3852535353,10723.0745141515,11634.1367884338,13746.0963199714,11398.4095387181,9358.72782196831,10130.8556947567,13292.7656312716,13425.9851235018,14766.4535685631,13658.4611770993,16438.1328606358,18045.1880016452,17584.3312814842,12545.045241898,17636.4857572187,18043.4688067743,18828.2783559877,18944.6489871601,15483.5733263166,14754.7047214117,14408.1459736559,9930.70309400972,11962.2143726647,11242.3421885257,11671.2272753027,9862.19418111475,9435.99200068024,8841.0012213624,8712.41885718585,8762.79688536328,8345.84776081143,8495.78622089732,7998.84806871341,8201.49409549092,7574.33772009781,7430.84338486655,7402.70825771874,5996.04123412777,6449.80938489965,5995.95776513057,5348.45764562544,5355.16709073167,19765.7297145622,16854.778913854,19516.0637233663,19466.2504260528,16587.9862749888,15668.1238110578,20600.0461250738,15797.1899876217,16240.5671080166,17148.2335239417,20845.0814025771,21509.8288383968,20453.3422016379,16987.731781373,17137.3834344943,18498.39378526,17847.7503549169,17010.1802798748,28385.6535988024,21738.9241761598,21416.6073628714,22666.4281384835,24082.3576972524,25171.4775730432,26255.4361664476,22190.6750705783,19774.4506183194,17198.2894394692,19323.8496365851,17042.7479680859,14472.7866296565,17146.9294336343,15528.9994426688,16765.9468400458,24765.2177479099,17387.5131294468,30299.9105693746
"CH-EA-88",3946.05288327337,5440.20954541228,5907.3872572257,5531.24577919893,6639.77168786382,4763.72000561788,3937.81282019816,12110.5382586505,5068.50867969414,6401.12518063138,11344.498135956,5045.26164982192,4131.9894928768,3543.41500275777,2904.15817696394,1930.0493456673,2202.42702538595,3428.68675002477,2916.03449143656,2822.51661195052,1467.31303489094,10002.3657445726,4240.86810951788,877.216133664017,3035.13057450103,10481.8782101694,2558.67165905036,0,1121.86661816458,723.660871828939,1180.43713339012,9894.84734827488,1045.29541347761,961.344121226787,2073.71488473814,3000.14079980192,4192.90841946905,8822.16674021954,7321.58864720917,8657.8922022999,6864.72203770812,8197.37637631993,7463.11508062785,9084.92142323258,9012.39520554583,9296.50161641535,9352.15032039466,10996.8861674752,9406.8274618774,9775.12331148192,10311.1368106394,14970.3208787958,5920.13661776869,10715.8055699355,10730.1873430105,11653.9210928604,7595.83043909475,16068.2037548182,15791.4615464895,14377.0349720026,12065.323637475,12327.4345976657,6196.38604332545,12788.9420526358,13237.1124598704,14288.1557200189,14444.4763217585,5893.68110966761,14621.5884124739,14157.0075937042,12941.6207240128,5434.49161412124,15677.325356728,16573.7606214228,16020.4129243775,2715.97178539327,14667.0529279469,3629.14793641708,13613.3003175159,8164.54736865081,9079.94994176119,11193.3269112731,8907.8008330468,6879.39575674082,7746.37703267038,10880.4993827165,11115.1274455775,12402.8327886503,11464.6116507738,14137.7931655265,15721.5849462916,15248.6806085778,12203.2442964515,15325.862008781,15749.8210664609,16597.7866001988,16951.3499534268,13810.4520350408,13830.5748646389,13397.2415962242,8835.81802903878,10140.5620301926,8987.94815200312,11024.6044884025,7837.62701510241,8056.10963557352,7560.97079817331,7306.0519760738,6900.81295767014,6473.97609263426,6448.58524851605,6490.88618266204,6954.76193423348,6093.62004307983,5172.61679581869,4971.14046228447,3491.92601344332,4139.92193862731,3896.53674442364,2876.52746569145,3034.55341157665,20032.9304114587,17623.0336416743,19249.4291653795,20176.7376854847,17644.5250047366,16236.5794788764,20119.36332569,17053.1643984595,17448.6779851363,18510.263863435,22493.661436306,23197.9837192634,22178.9214355664,18664.2757422626,18954.9994056229,18008.8208426069,17444.4784231929,16564.9504594152,30727.8697552717,21888.9763523496,22486.5238702495,23928.2443522492,25451.9709609953,26197.6338719881,26988.4436217896,22170.0278462834,21075.4805631101,19493.7847588809,21722.1737910097,19370.7223252373,16995.7596065143,19507.8311885358,17905.6566060756,19156.0258105299,27143.0965785447,19774.9411883189,32657.9049564864
"CH-EA-89",4857.22695218777,6323.74627368542,6841.5746513818,6512.13289605371,7698.71946989305,5786.60052738913,4960.28262486838,11015.5959478482,6171.43380107411,7508.14136847235,10239.1177371947,6031.79889863437,5043.76829439475,4594.17631649233,3846.87704020136,2960.46255270114,3322.77518614038,4550.33350550102,3937.41520043493,3929.9775209026,2534.01142372847,8885.55212554132,5330.47789059788,1965.96944405749,3547.60628269186,9412.67643499822,3044.71778491042,1121.86661816458,0,445.129268725998,759.612350516269,8836.44893904516,961.535817203922,1193.0695436552,2234.93804712054,2911.15032496571,3074.5920770424,7808.8759135747,6427.69196955,7928.42805492969,6100.16999168861,7153.351395313,7134.24692565193,8806.53104884252,8558.83897851596,8813.71112131031,8793.60953018185,10447.4754178893,9028.89493064813,9452.2798756492,9977.77572667541,13855.7449580383,4886.75644651849,10651.3881902174,10546.0138635606,11345.2897469387,6891.72587800254,15784.6267895045,15592.5071278242,14166.9303492479,12028.948789544,12263.1126664511,5749.62735785588,12657.1457986489,13178.6213437232,14142.786813988,14312.7781846088,5522.63168922155,14512.5784972638,14097.6719819384,12980.1679428218,5163.93503282274,15576.2501651606,16444.3959058743,15997.3954959725,2439.42442889918,14882.2010750608,3538.42836612153,12531.2603460253,7966.18117891934,8935.14288590228,11044.7050640022,8982.65383155946,7007.90669527999,8011.77229286098,11070.0386171619,11426.2383279974,12644.0685560041,11883.321300159,14438.5226159441,15989.7685832328,15505.8621545078,11113.1369454409,15609.7148726282,16049.1652919991,16953.3577134272,17483.8470675681,14532.2163286688,12709.1383229932,14349.9902089213,9797.48863263369,10818.5216194875,9379.09059081299,9910.76133671068,8427.75902269316,8944.16448759142,8486.87537430195,8196.23304181608,7605.67616795276,7182.94746633797,7052.15887857376,7360.45140086922,7899.13676166924,6981.14443341268,5644.17160196863,5236.84791134324,3682.67131011589,4603.01552968816,4558.03536003797,3190.58489295334,3559.77640624534,19017.1823797869,16731.7290407281,18156.1349665489,19261.8361807612,16841.6736790409,15297.4611810937,19007.6991440774,16323.8048863794,16699.7114473132,17815.5829662821,21910.2717075964,22631.8039185342,21634.2909193818,18107.8632364345,18469.8938068841,16897.8059723379,16340.2572975773,15458.2069325026,30592.4210619183,20849.1985476218,21672.6569250087,23178.158264678,24739.8340238219,25361.8591376275,26066.5134762469,21103.5790301216,20347.7961402055,19336.05841914,21665.0404119544,19244.4772984775,17148.3601645857,19414.8922210769,17835.3312148091,19096.4695896822,27051.5071574182,19710.4216271902,32536.8862734384
