"","CH-CL-28","CH-CL-21","CH-CL-22","CH-CL-24","CH-CL-20","CH-CL-19","CH-CL-16","CH-CL-12","CH-CL-14","CH-CL-50","CH-CL-8","CH-CL-47/48/49","CH-CL-51","CH-CL-9/10","CH-CL-52","CH-CL-56","CH-CL-54","CH-CL-3","CH-CL-46","CH-CL-55","CH-CL-4","CH-CL-7","CH-CL-11","CH-CL-13","CH-CL-15","CH-CL-17","CH-CL-18","CH-CL-25/26","CH-CL-27","CH-CL-29","CH-CL-39","CH-CL-41","CH-CL-42","CH-CL-43","CH-CL-44","CH-CL-45","CH-CL-53","CH-CL-35","CH-CL-36","CH-CL-1/2","CH-CL-37","CH-CL-38","CH-CL-34","CH-CL-5","CH-CL-40","CH-CL-31","CH-CL-32","CH-CL-33","CH-CL-30","CH-CL-23","CH-CL-6","IX-CL-17","IX-CL-30","IX-CL-3","IX-CL-6","IX-CL-8","IX-CL-2","IX-CL-16","IX-CL-31","IX-CL-32","IX-CL-35","IX-CL-9","IX-CL-18","IX-CL-19","IX-CL-22","IX-CL-23","IX-CL-5","IX-CL-29","IX-CL-24","IX-CL-26","IX-CL-7","IX-CL-10","IX-CL-33","IX-CL-13","IX-CL-37","IX-CL-15","IX-CL-36","IX-CL-11","IX-CL-4","IX-CL-1","IX-CL-14","IX-CL-20","IX-CL-27","IX-CL-28","IX-CL-12","IX-CL-34","TX-CL-13","TX-CL-2","TX-CL-4","TX-CL-14","TX-CL-1","TX-CL-3","TX-CL-5","TX-CL-6","TX-CL-7","TX-CL-9","TX-CL-10","TX-CL-11","TX-CL-12","IX-CL-25","XO-CL-5"
"CH-CL-8",13916.6470136457,11159.6917708773,11979.6996016496,14313.0147061405,10334.6863003192,9275.08161831005,8438.61481095917,4163.12710884927,5419.76258180448,11516.3018899812,0,9751.55789857989,12211.663826906,2212.92383034684,18547.2349471548,19798.393377948,19431.061893389,7586.03832621506,9196.37553980207,19339.5409635562,6004.0589196039,3610.37713508441,4300.97521591175,2920.52202056867,6314.04013741638,8480.51945510496,8514.22933299393,16311.4719005263,13729.6288100137,14456.5051727943,13898.3364820836,15475.203114046,19262.2293027528,19379.5491520889,15673.3057292159,18690.6159746468,18986.7885410307,11527.1387257138,12268.2054348462,8994.0798805438,13238.196956,14447.9434907785,12026.7771336886,5153.08153627429,14310.624667799,14076.5796718897,12679.0211306221,12111.6560043087,13497.0463422387,12429.1680735714,3549.2304276258,18611.8324729721,25135.8673372209,12755.2756413228,13662.9430500124,13410.653256344,15175.8015663268,16928.9067899275,23127.9845365824,24085.1443752325,24014.9758517149,12667.9063333748,13523.0721883901,11926.8786410003,16344.3689942751,17715.0940496923,20649.6243774883,22814.3813171752,17688.2550133906,18239.6667368523,19596.287986712,23998.4174428281,25159.1746233858,25847.3264069501,29167.7231223197,31566.9652227012,30649.1055131086,12120.88185344,11278.0241380172,11613.4490148075,16021.2264343914,13340.0024877962,19096.6351085752,20106.6009737558,24551.4536791865,22745.7420913539,16705.1761106697,19192.2845438851,24120.4900386522,17605.1449852938,16665.8390120016,23058.0783529653,22001.9809418658,21379.8957730122,18169.2178408743,18492.797073845,19892.3301301173,15959.6866841602,15211.4397083749,19313.6947335389,30488.2416347878
"CH-CL-47/48/49",12066.1613477117,9978.00053172222,10042.8689700763,11637.8914367053,8810.18010818408,7602.45624852634,4146.68236853247,6318.14967730778,4560.57975328521,2824.68779201194,9751.55789857989,0,4268.74589349016,8688.25487089884,8850.44435645738,10318.0656044381,9680.5264435797,8523.02601187106,1891.81606804925,9722.55913055854,8047.75540101149,11841.790664204,6668.85270870001,6899.488167463,3459.39311347103,5391.77202386213,5662.00893511742,13547.8959790732,11768.042896716,12982.9434591712,17149.2749655671,17071.2774814168,21574.6649143616,19683.8950827781,16642.761496758,16414.4519310328,9252.65982548426,16851.8784423838,17098.7079105673,9582.24966475908,17448.4765974825,18586.6104516087,15361.0461617118,8929.79248940713,15384.9577700442,14080.8239160124,13408.0509201713,13214.4566042647,12888.7229053697,12152.2270273203,9946.72944526179,16732.5595799734,17852.1986806325,10343.3798126966,18247.1528679572,17686.2800678293,16053.4907057842,15509.0179252796,16481.0250171279,17298.6229733696,15591.422110086,15763.3706692448,12940.2650009904,10937.6183191688,11245.7889343517,12327.5610440508,15336.6147107314,16788.1633656296,11496.4985756358,10766.3515262496,11569.3326427129,17020.4902507088,18441.4909847732,17304.0882928098,21486.0261668552,23672.848760522,22520.4488817748,15181.4847944893,13085.9559807698,14476.2353912523,16451.1654444323,9178.25879956668,11265.60961679,12106.4035474927,17469.3593082415,14370.3607852587,17973.6607700182,18273.6294733926,21548.4125988589,18580.8745257783,17205.2455708164,22193.9983749346,18268.0383396886,17896.3911977289,21456.5918760245,20600.6820536754,20384.4226909248,19556.8058436735,18918.0335492906,14911.0173681035,21683.4430265963
"CH-CL-51",16241.6163798823,14238.1033076693,14266.5195685679,15735.8942760272,13075.1897470315,11870.4666378699,8407.25865247307,9733.46803373534,6866.96864282081,6245.76765815352,12211.663826906,4268.74589349016,0,11787.451040409,8653.18136215762,7944.35471662425,8827.46469773579,7901.06394796833,6158.75200650652,7782.25033474715,8256.95626186013,13249.0454176868,10211.4783404487,9754.96331501508,6358.69747978724,9653.76245457035,9924.23868598951,17562.3388065191,15941.4779881677,17169.0395526539,21361.7455360594,21339.7441495264,25842.500298873,23906.5403699522,20908.135079794,20417.7891192598,8722.64488837297,20847.2292945194,21164.4735074147,8317.69638425873,21587.975651515,22747.8720672381,19543.9465651064,9475.40471711422,19653.6068664364,18336.1373203299,17676.7190269103,17478.6719091826,17132.5260792751,16414.7187456366,11143.8582078797,13233.8070980566,13732.9455736489,7378.09001057311,17125.5560074588,16483.1431032455,13606.4749018175,12248.742384916,12244.5823106773,13083.9917719136,11911.0175684654,14268.3385116278,10297.4687568729,8497.86407824013,7164.13127138134,8145.16992010434,11108.6066698424,12519.6623616038,7237.23098320525,6602.89767352188,7622.33175025637,12832.5980432083,14225.2133601336,13712.8506062062,17507.5583590175,19784.0722227612,18725.7231074805,13748.7856792278,11450.416616284,13061.6279239171,13789.4893141803,5655.42030153515,7227.80865878852,8155.84041999977,13303.8394982188,10649.7389475327,15501.7020817326,14992.8741303979,17677.605094345,15950.1449708463,14518.1569855952,18754.1415773729,14228.2154527107,13917.6634936623,19536.9923469104,18264.3941343463,17463.6547752224,17897.5577420771,17356.7520218611,10829.9736024541,18300.5922459464
"CH-CL-9/10",11706.7700261297,8947.28836809177,9767.74545420047,12101.0070747685,8126.93263757641,7093.16071214966,6624.34371421264,2461.76504241677,4976.88553204049,10026.229527589,2212.92383034684,8688.25487089884,11787.451040409,0,17247.5781947531,18973.4501435122,18245.9574955358,8682.58588943279,7772.5967925846,18409.4898534882,7100.33757019258,5811.63645443977,2368.82545672272,2069.72781658089,5482.3126752306,6480.39853743948,6480.99350374602,14098.7157136377,11517.9786029525,12257.2494411002,12173.2945822325,13528.4104128194,17483.340290385,17345.6029264552,13656.0385856832,16491.0038330353,17743.7502991082,10213.5759562818,10844.1780362417,10183.120081788,11693.2909701035,12920.6217762741,10258.7726479419,6566.30257608879,12278.6463768415,11945.3578342795,10578.2599046025,10031.4710493874,11321.2785184566,10254.9520209154,5403.10550515783,19779.1184674267,25195.7536888191,13605.9947386776,15716.8622382242,15426.1436216686,16742.3594210209,18139.8835981868,23340.8807549674,24272.7043104007,23698.2880529952,14511.865391125,14773.8283980154,13017.6779531387,16785.0063839861,18131.8045889454,21150.2083174271,23181.1090545673,17915.0391503354,18148.5224200118,19366.1080930787,24132.7739795146,25377.2799972619,25498.0524300435,29138.382509616,31481.4753466357,30478.2487926241,13943.9849603698,12863.9723060592,13389.5398997029,17535.4459690482,13855.120208513,18918.3744058986,19892.0807129835,24662.9291932097,22436.0183439092,18370.7508579691,20546.5048123233,25252.8199941973,19243.0909996666,18213.9437871306,24483.920492876,22871.5742938452,22290.1611770989,20135.0063662574,20312.0444609699,21494.1908559274,17934.3887269389,17188.3856564177,19989.3342161494,30051.9968283987
"CH-CL-52",15298.7066973895,14681.7740530111,14142.1936236688,14333.9376954258,13892.9282401627,13330.7823235842,11076.4887044895,14789.1499732158,13401.278628185,7303.64950040402,18547.2349471548,8850.44435645738,8653.18136215762,17247.5781947531,0,4800.72991189378,1485.34981286535,16342.902231779,9477.17833508375,3689.85374058986,16356.8044369088,20655.0981208542,14992.8553590042,15647.1957982242,12304.8637747211,11898.7490667591,12086.396827388,15378.0347185291,15032.6074066842,16172.8096157476,22596.2673467135,21450.7527891399,25721.304990749,22594.5154813333,20667.9158129599,17803.3091287912,735.022898949727,23513.5019369404,23465.1399103879,16929.871368939,23417.7009092641,24351.2376849937,21187.2183509584,17428.5606890951,19777.7170068156,18061.1945685201,18104.179812497,18216.0829496697,16798.4580390701,16571.9681354963,18695.8472415238,20716.8883460733,15466.3858727245,15751.9965299516,25770.348802117,25132.2483471335,22044.2651492089,20107.4224294708,15400.2187164689,15814.4280625554,11562.260894993,22920.4956903957,18721.8608558654,17053.9884661012,13918.6066530732,14230.6200391445,16331.0504470921,16501.500821119,12747.8269175371,10434.9629588168,9791.2846811927,15307.1499495162,16815.0709613803,12643.8387232618,17825.9752788793,19394.9228096482,17951.9646081023,22401.9554405757,20102.0886640598,21714.2798076607,22106.6871701582,13735.9516052248,10024.7275792613,10140.4598298567,15490.4525700388,10778.0967719245,23892.0821013133,22703.9334179538,24102.0280775411,24238.6386738052,22801.4541465753,26091.322246104,20282.4990216744,20232.0021291998,28103.8909959226,26683.2288710884,25491.1454554954,26526.9646206127,25999.2106786987,17043.2579085169,15863.125562589
"CH-CL-56",19442.8994353892,18394.0514210587,18011.1292886043,18568.0882832665,17446.1503142027,16627.9788371602,13734.032626886,16634.6545295994,14381.3843218724,10037.9301297478,19798.393377948,10318.0656044381,7944.35471662425,18973.4501435122,4800.72991189378,0,3536.41866350329,15711.159113957,11654.3794823887,1114.16396814848,16192.0585699048,21161.4445901893,16982.8569674386,17085.7782593931,13550.6817105879,14801.0297552507,15035.9533742781,19821.9171882017,19159.5288465175,20355.4928554162,26259.4664418014,25442.6168038064,29836.8334526264,26966.4727823057,24745.0690760559,22372.3806793857,4164.50874244428,26673.1623228768,26764.9995375604,15867.2655611222,26889.6568275157,27917.4667382288,24684.3556954842,17418.6556491833,23734.6925781397,22095.3226383982,21931.7451390568,21948.8305672456,20817.5955623918,20440.0579389598,19067.2917289164,17433.1070792665,10676.4212306897,13608.0380655465,24323.0861569651,23644.1656656021,19703.7476536447,17145.1358143997,10768.5842387972,11106.1660414864,6796.57668820026,21301.8332003603,16484.5140817603,15165.9573178231,10671.6775096075,10609.0607570627,12187.2623173443,11994.7057544583,9055.61257686299,6480.06557970773,5381.68467285644,10579.2147772104,12071.2951824345,8022.98380865787,13098.2295169809,14797.0644492543,13407.7879264019,20857.1825558607,18542.0598425058,20219.4882004925,19571.4144815084,11438.1889581322,5775.03623373264,5624.25423698796,10729.9491841329,5977.40883262299,21416.4879430145,19518.3843212109,20119.5548160475,21600.4300368647,20196.9442852192,22543.903235268,16260.5332703741,16321.4220452967,25919.6684249814,24191.5413905868,22512.4753431935,24619.8386118381,24192.5877388992,13246.4900842198,11764.6646478464
"CH-CL-54",16771.0635959383,16098.6114317116,15581.2184867856,15812.6168722716,15281.1220542256,14668.9052392025,12258.0025188944,15801.4510054985,14170.4433406966,8450.59600539967,19431.061893389,9680.5264435797,8827.46469773579,18245.9574955358,1485.34981286535,3536.41866350329,0,16680.8427593571,10516.1798057948,2475.03739525499,16832.3037376565,21350.3493856385,16043.0400832473,16560.9999304408,13133.6894376807,13144.527682436,13344.1514260295,16863.065570213,16503.1948544747,17648.9027028779,24017.6810709451,22912.773709796,27196.19930492,24079.8599287295,22137.7552692902,19279.7439654239,750.610397602972,24852.0256259249,24828.890480689,17143.2481970132,24810.5123197643,25759.9270198047,22581.239495947,17957.8096486822,21234.8105324004,19525.2440031173,19543.608997515,19642.3772112199,18259.8351528912,18014.8130433569,19342.2398624207,20218.0094580695,14197.1089077635,15614.5344866388,25914.5488989298,25261.247990677,21883.3232467383,19722.7823457763,14282.4727014336,14639.7961462819,10193.1108649301,22999.0211607908,18577.2169737557,17010.6138129195,13390.7971126074,13569.1795945227,15469.6739075115,15461.66721678,12047.0741507656,9609.66279810922,8774.39194175223,14115.0700319861,15607.6412895747,11209.7721671751,16420.4785523233,17945.3123927346,16493.6094037361,22501.4371982034,20184.4217176624,21826.0849004408,21880.0295984962,13526.487029276,9078.76095067658,9075.51426761477,14264.8585312438,9471.57819805627,23693.0061955476,22248.8302210877,23332.1694211042,23984.8074699047,22553.9114505612,25506.8514830279,19486.9992111396,19484.283244874,28016.9275587014,26487.9015917003,25120.511490496,26526.6950016821,26029.7743069888,16330.7538210638,14377.7793983731
"CH-CL-3",18490.3170653565,15823.2598160997,16328.4056824464,18460.4876000407,14694.2286021402,13353.0744739094,10565.342301107,8264.09217640492,5459.80916848325,11321.1155833969,7586.03832621506,8523.02601187106,7901.06394796833,8682.58588943279,16342.902231779,15711.159113957,16680.8427593571,0,9506.0801010245,15654.9844342539,1596.08896477649,6563.02735613578,8836.06872418852,7018.34062353982,6456.94945441166,11452.7244776444,11654.3063441971,20533.3065539648,18228.5945630299,19269.7759113924,20748.742324375,21779.8214911449,25964.301261535,25286.1152705713,21725.9103651505,23292.4159447926,16508.3841904652,18880.2875325852,19526.5317123258,1524.70782712068,20362.2477881589,21591.0801383366,18817.0167171574,2587.86967009856,20338.7356244394,19603.9271058622,18446.6417727257,18005.2353845029,18684.7652538194,17694.7602492709,4639.88833772695,11103.1351512481,18439.3023982595,5228.76253504105,9727.56403439037,9163.2982034735,8415.95510322131,9457.33487844811,16200.4504040256,17181.5454175309,18180.1292393075,7309.6628207409,6101.19212100942,4358.05732725607,9226.07304989973,10589.7726559714,13348.0599881906,15655.2564003065,10899.5651909763,12127.0592991848,13750.4306968152,17189.176243459,18186.6567095182,20030.7416792081,22566.2712152014,25037.8070178323,24307.7683106892,6715.66063762448,4822.87851101762,6018.23950884955,9090.4806167561,6240.72738952969,13148.1472216211,14191.4478598727,17771.8726638599,16944.2321008247,10224.8673411157,11899.3833023837,16592.3817165223,11003.6942399465,9813.56773981533,15871.2481058233,14424.1616664831,13795.8688717339,13104.0659337542,12582.490596744,13135.1164393869,11110.012138558,10444.9989612399,11848.5120705865,24764.4447605082
"CH-CL-46",10215.0443890388,8086.82866810089,8168.09109750888,9832.87972408399,6918.36701919845,5717.8576807333,2288.98525899377,5312.51720724897,4654.49596430869,2326.6981894687,9196.37553980207,1891.81606804925,6158.75200650652,7772.5967925846,9477.17833508375,11654.3794823887,10516.1798057948,9506.0801010245,0,10940.780314311,8744.26317623036,11771.3413157765,5527.81680402551,6276.04064625133,3414.35566752279,3523.66642459881,3792.55365177078,11784.547981809,9918.59365255789,11124.7076943567,15315.3720947914,15184.0007962483,19688.7018519215,17804.6483558051,14751.0136220492,14647.81765386,9987.48721983142,15174.9816076955,15372.4080831448,10729.8930108715,15669.0632616034,16789.6867551747,13552.698111539,9418.32810098592,13495.3193899952,12190.587415636,11520.1297387419,11334.9210842505,11002.6835705843,10260.5316030622,10068.6159395659,18431.2648856212,19675.1060720541,11963.070616574,19118.7663923033,18597.7004028367,17431.8315718846,17145.9576957875,18351.5378524755,19159.402854774,17267.4491326399,16815.6120271584,14424.1358266879,12401.881019562,13110.6108569954,14209.3351086357,17224.875490275,18676.7332131188,13388.31456563,12617.1786210434,13353.2389602481,18870.6701323077,20302.3295026716,18939.9510202004,23249.821818698,25398.1502527561,24211.9104069927,16221.6868629111,14243.0286419769,15524.04152243,17895.0485095329,10945.6952785547,13077.6507318564,13888.4513182355,19310.3871578721,16066.9991005311,19339.2895288385,19898.9430519169,23341.142868597,19994.4383155045,18649.8569046321,23852.7049696598,20112.1538034525,19725.0907864513,22593.6650030896,21895.8773863742,21881.8933673365,20616.0824522204,19948.2323504124,16769.4186176861,23222.128480343
"CH-CL-55",18419.8314960164,17442.9912799472,17031.9917688149,17529.1127445082,16520.4872215689,15745.1473029473,12951.4743092868,16032.4123901018,13943.2789859544,9200.98312416278,19339.5409635562,9722.55913055854,7782.25033474715,18409.4898534882,3689.85374058986,1114.16396814848,2475.03739525499,15654.9844342539,10940.780314311,0,16028.621070671,20873.696438236,16353.3073238816,16571.3157745822,13047.1162742475,13980.8124794144,14208.4882488305,18751.075671448,18138.9341721067,19327.1704387816,25331.1436642606,24452.8740661824,28828.0934699117,25911.2756999572,23739.4517636688,21283.9029920887,3067.30815917663,25842.2845956985,25906.8704068658,15917.6726849373,25998.4693144575,27009.5256534384,23785.1351362171,17228.0650236762,22749.4055553102,21094.4580346704,20967.2022510564,21001.4159253895,19817.655050676,19465.8656046128,18799.4193703876,18076.402286813,11779.5526729039,13918.1849911026,24509.9943821529,23839.0036085266,20101.0747799211,17698.4035553055,11807.8477613755,12174.2848568614,7906.8193717231,21520.7943944907,16839.5225660385,15420.7852989986,11267.009770008,11317.5833994277,13066.5073669865,12991.9191618327,9773.97138397381,7259.26987370961,6319.2713728965,11654.7634896468,13153.8233740772,9099.17027563544,14202.8203893503,15874.2186050797,14471.3730060372,21055.8421387728,18733.7441250697,20402.9057535767,20019.3988025519,11768.7772271474,6654.19627986515,6606.14094180153,11819.0597990327,7089.78364115456,21855.1806413833,20141.0895390684,20967.597469091,22082.3525947381,20665.4723904015,23273.1055624972,17113.1364699269,17141.0989078647,26295.7121346784,24642.2867247724,23087.1639224034,24922.3596545739,24468.5955559609,14022.5365183258,12711.9537869814
"CH-CL-4",17225.3916971974,14517.6367755045,15073.5477326671,17259.3764446071,13415.311410835,12089.8003160261,9516.09239105619,6827.28339506839,4332.85848767479,10750.2060366474,6004.0589196039,8047.75540101149,8256.95626186013,7100.33757019258,16356.8044369088,16192.0585699048,16832.3037376565,1596.08896477649,8744.26317623036,16028.621070671,0,5338.3276808854,7384.66419078208,5500.38104568998,5468.10151623128,10301.279522687,10483.8481308355,19339.0512109515,16972.27094034,17976.3139930898,19201.8377280816,20297.5613955314,24441.8934711774,23866.0732061265,20275.2874172915,22057.0390323614,16590.8830352384,17289.0523924009,17941.6531592556,3082.8316754995,18788.6964737752,20016.9882324907,17272.4107810814,1281.82016366755,18886.0610000592,18212.897833655,17017.7009766996,16558.140648733,17333.9479999143,16325.9115217111,3280.48826218525,12696.0887645516,19690.1082193854,6764.60939164303,10389.6418724654,9891.42848325268,9827.57204646532,11044.3919538513,17519.6648120939,18495.5015812243,19169.849621675,8293.6241860759,7673.60239967516,5954.1197713741,10586.9262885125,11959.9936670055,14794.0811602383,17052.9244047274,12147.2234585701,13156.394189734,14711.5157326124,18472.2935652337,19525.7720041473,21024.6683973814,23798.4129603758,26253.6107773202,25467.152364872,7692.53462863543,6074.87696684517,7027.03421867258,10552.5668733256,7570.68443795021,14135.3582306817,15177.7289919865,19047.1289563317,17916.7804651179,11578.5773142877,13455.7463685582,18187.7738212941,12394.4930961311,11260.0772167769,17411.9670144161,15998.0863765553,15376.5293401976,14127.632614905,13812.1081327153,14575.1349411254,12047.7472197688,11347.3996412257,13360.4782956473,25750.9360437588
"CH-CL-7",17517.3196506315,14753.2696145985,15555.849454106,17887.948464549,13896.2992785679,12786.1668571473,11505.1379166327,7392.30209719793,7287.33100352873,14073.6924094933,3610.37713508441,11841.790664204,13249.0454176868,5811.63645443977,20655.0981208542,21161.4445901893,21350.3493856385,6563.02735613578,11771.3413157765,20873.696438236,5338.3276808854,0,7672.10241972223,5866.43875969109,8464.81069491587,11760.4666616081,11832.9901022085,19900.9385243025,17325.9036023543,18065.7443532919,17161.3888098521,18927.0458746247,22538.2628165635,22894.0528923197,19182.3452519984,22299.8596249892,21001.6415949112,14429.1490939013,15263.5161554503,7577.60550289016,16335.8857516253,17509.6202768305,15349.2177832536,4069.50084535315,17834.7144042696,17666.2387776806,16253.1746952173,15674.4739068551,17105.4244736717,16037.3614947649,2117.11074651711,16720.5225911573,24985.807744547,11661.4669781394,10241.9635492788,10060.3293217313,12641.865266501,15003.080541368,22763.1944039799,23743.9994132837,24494.2639423299,9660.5568025876,11646.8942847573,10442.2662308457,15788.2885579589,17149.8605959367,19860.105335893,22201.1799805657,17440.531249143,18492.3457470542,20032.7793256818,23746.2642303019,24749.123710982,26348.924129124,29105.3986526256,31568.7281892833,30799.6868577244,9170.14686116436,8851.08477006129,8775.95722699991,13563.7419759891,12801.309845461,19463.7644815219,20504.820391711,24326.9312482363,23237.4930869839,13953.2033810875,16956.184821794,22190.5133264618,14887.9481182647,14130.7700173412,20637.8894088481,20556.4735320889,19876.7901721755,14866.9506595334,15439.7126593649,17205.5398074718,12658.2175635169,11912.6080111212,18261.2595178931,31070.2657970057
"CH-CL-11",10124.9249059346,7350.79850474902,8049.18516722976,10354.3943403416,6362.53982569891,5160.86899240999,4255.55757644429,589.457217032,3918.52099002782,7723.13136017337,4300.97521591175,6668.85270870001,10211.4783404487,2368.82545672272,14992.8553590042,16982.8569674386,16043.0400832473,8836.06872418852,5527.81680402551,16353.3073238816,7384.66419078208,7672.10241972223,0,2023.34586443941,3897.46043272939,4180.94440476829,4214.0662030886,12411.9727094814,9900.76637641154,10791.1428833929,12085.538379443,12947.9218201863,17187.441055193,16482.9760491796,12894.4423434057,14977.5054048239,15513.8058780778,10831.4534583484,11285.4059186046,10356.8785151595,11924.1739420364,13142.4031372898,10156.7312934635,7256.14337614242,11506.0445292676,10851.7325304052,9633.71346535938,9175.31331724583,10032.1191550903,8999.03161996076,6713.76612645534,19683.4888578301,23870.5108626987,13260.217922963,17003.8413286225,16636.7101278612,17210.8256447619,18121.252831876,22172.4204538301,23072.6755427104,22057.7019907022,15431.0505604879,14867.872804209,12965.670118586,15923.8971808995,17223.9249862817,20289.1415933822,22164.0314738915,16820.5292988184,16751.4784935785,17832.5560613565,22883.8076612267,24198.1189693757,23820.964154745,27711.0999036151,29995.4602937059,28924.0498813972,14840.1562344744,13439.1177683934,14224.2454675677,17919.3234683232,13136.6085696046,17434.6722564829,18366.7690213997,23388.773386431,20809.4881428457,18957.9084643256,20677.047458704,25058.4616738033,19779.000838281,18634.8415675275,24671.2131485051,22390.6389453438,21861.3299652355,21201.8974632198,21117.4967237764,21953.5870165745,19037.8240788034,18303.7018630102,19327.0265402896,28288.0956904552
"CH-CL-13",12146.4802660243,9373.64802193976,10062.0102465104,12357.7801307252,8374.40978498996,7145.71928631031,5660.84442520334,1588.87237701886,2913.08566316424,8597.16276645922,2920.52202056867,6899.488167463,9754.96331501508,2069.72781658089,15647.1957982242,17085.7782593931,16560.9999304408,7018.34062353982,6276.04064625133,16571.3157745822,5500.38104568998,5866.43875969109,2023.34586443941,0,3535.41389704596,5905.3686453471,5991.93127896155,14421.4338874141,11920.4388029075,12814.2332592432,13737.9173636081,14802.6186668574,18947.6549464767,18428.5665965521,14805.4797871176,16999.9057469127,16100.0933903077,12087.5027620932,12653.0083300331,8542.26055605396,13414.8763184094,14643.5497882423,11804.8162668318,5262.09930716901,13415.7021297147,12835.4360325655,11581.4826177978,11098.1185325737,12042.9719126113,11003.7002552564,4718.99221003638,18026.8910573847,23126.0259019338,11727.1787794247,14981.7385345769,14613.3705488287,15313.7171624716,16422.9447013136,21277.1180627166,22206.9420870714,21660.7286196067,13427.562111424,13108.2202500362,11268.4647809447,14759.6668173483,16099.1940415101,19130.0106804067,21134.4360177439,15855.456741078,16081.890311652,17312.6749628244,22064.4668551097,23313.2369692373,23467.5395540107,27071.058403328,29417.925766804,28422.5045728397,12839.0767594259,11501.3256683876,12231.6818883522,16051.8248320134,11856.226784547,16858.8197400217,17837.084541121,22593.8575566868,20396.4559943729,17028.6256526513,18914.3834728658,23461.8227387588,17865.6212263657,16756.0050775717,22889.5887029967,20961.56133358,20398.4172352256,19186.3209525931,19139.1047317155,20066.9823288926,17018.6422092363,16283.5345238054,18017.2645184455,28042.591414418
"CH-CL-15",12179.4268282966,9621.47431291323,10017.3152597444,12065.0015570068,8449.0371774593,7098.04189094964,4108.73251541642,3388.29494543621,1240.14372654327,5645.99611210053,6314.04013741638,3459.39311347103,6358.69747978724,5482.3126752306,12304.8637747211,13550.6817105879,13133.6894376807,6456.94945441166,3414.35566752279,13047.1162742475,5468.10151623128,8464.81069491587,3897.46043272939,3535.41389704596,0,5050.19293104416,5271.5199048486,14125.40296953,11905.4252532025,13005.1868652905,15668.1659863267,16156.0435931214,20555.0675851326,19324.5854165683,15933.0681303628,16919.8611175342,12712.0245095209,14695.0652635238,15104.1994673697,7835.74392760364,15664.4118521267,16865.9212779393,13768.9579426132,6032.74240428645,14577.6194545318,13596.0168249175,12608.1890996992,12263.0081918441,12562.1115478883,11640.4513521291,6678.60580822442,16474.2352548313,19974.8994526269,9934.78926116011,15851.4427954428,15359.3092043024,14736.6632650727,15020.2995003214,18282.1116090128,19178.5026981871,18256.2783022495,13705.7696120271,11983.2068782732,9978.23475379748,12151.6958068645,13420.9920942876,16494.1356447066,18305.7731144698,12951.5975163804,12860.3175931765,13976.8555592693,18986.7447273518,20305.5469685424,20042.8489362805,23831.1868203311,26131.6899374806,25084.1856693246,13105.7331020432,11278.0876371517,12422.4162196661,15310.4760727053,9486.07817623844,13562.2619598149,14508.6375564162,19491.3145488368,16999.2695369516,16600.3497848511,17697.5625451811,21696.9697037782,17329.5058868497,16056.6727825341,21702.6786228058,18813.2683493561,18327.2138112997,19530.3638452699,19028.8186217095,19357.1266679869,17486.6865735135,16796.3142508296,15646.0475596783,24575.4531005496
"CH-CL-17",7148.7349967495,4718.4323128087,4997.02617628068,7017.52954201659,3527.33953494532,2235.71500274812,1246.56737382013,4373.53602263706,6000.54498706891,4781.15957949662,8480.51945510496,5391.77202386213,9653.76245457035,6480.39853743948,11898.7490667591,14801.0297552507,13144.527682436,11452.7244776444,3523.66642459881,13980.8124794144,10301.279522687,11760.4666616081,4180.94440476829,5905.3686453471,5050.19293104416,0,270.493121087088,9083.97029133732,6869.44308682254,7998.56371710627,11801.7966962459,11694.8934225567,16192.8710854694,14499.1274780712,11308.0747856588,11869.7934558517,12516.466278292,11872.2310990925,11989.5112719802,12869.1675052435,12210.767764897,13308.8812890057,10064.156426829,10578.8436454909,10021.6672256453,8808.17939516274,8037.32610476113,7824.95151450278,7679.63106067698,6852.29097855658,10541.1997698166,21381.2851029271,23193.1796735579,14838.2708589399,20523.295619845,20085.0659315027,19783.6499990232,19983.7853107227,21870.8814768278,22682.2033036755,20692.6330680659,18594.6212299551,17016.0132829882,15002.1515075587,16462.2396082259,17612.7798027301,20654.3018626144,22171.0320649933,16858.1363157737,16140.8233366159,16857.3163180787,22394.3224306448,23825.1484082414,22326.7929460495,26735.0492448153,28853.248724811,27639.6329640013,17993.5930542728,16271.2760357213,17327.2898374204,20360.4089084598,14100.5368362021,16593.8205014321,17391.1125005071,22833.1734319875,19511.0095157667,21640.631462567,22690.2155815694,26474.989222012,22377.1976207214,21106.8288223134,26687.4609365957,23385.1936622503,22958.5758209558,24428.3903365991,24034.4999175888,24406.0055341174,22335.0757249026,21625.1055861482,20091.0714564941,26502.648002576
